source_file,source_position,item_code,uom,display_name,official_product_page,official_image_url,local_asset_path,match_confidence,rights_status,queue
opencode-verify/pass-queue-unreviewed-2501-plus-verified.csv,3243,GRA-CAB-CB6644,,Cabana S/steel Floor Grating 4,https://www.cabana.com.my/index.php/products/bathroom/floor-grating/cb6644-detail,https://www.cabana.com.my/images/virtuemart/product/CB6644.jpg,,A,needs_permission,job1_verify_pass
opencode-verify/pass-queue-unreviewed-2501-plus-verified.csv,3344,EXH-FAN-FN25A,,Dekka Apb 25A 10 Wall Exhaust Fan,https://dekka-asia.com/?product=apb25a-10-exhaust-wall-fan,https://dekka-asia.com/wp-content/uploads/2019/11/d184e50360d3479b0af1f9f962baed1.jpg,,A,needs_permission,job1_verify_pass
opencode-verify/pass-queue-unreviewed-2501-plus-verified.csv,3427,HOO-CAB-CB8003-5,,Cabana 5 Robe Hook (polish),https://www.cabana.com.my/index.php/products/bathroom/bathroom-accessories/hook-bar/cb8003-5-detail,https://www.cabana.com.my/images/virtuemart/product/CB8003-5.jpg,,A,needs_permission,job1_verify_pass
opencode-verify/pass-queue-unreviewed-2501-plus-verified.csv,3512,X-HOO-CAB-CB8001-3,,Cabana 3 Robe Hook (satin) CB8001-3,https://cabana.com.my/index.php/products/bathroom/bathroom-accessories/hook-bar/cb8001-3-detail,https://cabana.com.my/images/virtuemart/product/CB8001-3.jpg,,A,needs_permission,job1_verify_pass
opencode-verify/pass-queue-unreviewed-2501-plus-verified.csv,3630,GROUT-SEAL-703,CAN,Sikagard 703 Groutseal - 1LTR,https://mys.sika.com/en/home-improvement/waterproofing/sikagard-703-groutseal.html,https://sika.scene7.com/is/image/sikacs/my-02-en-MY-Sikagard-703-GroutSeal-1x1-00557701:1-1?wid=480&hei=480&fit=crop%2C1,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\3630.jpg,A,needs_permission,job1_verify_pass
opencode-verify/pass-queue-unreviewed-2501-plus-verified.csv,3772,TAP-CAB-CB6331,UNIT,Cabana S/steel Drinking Tap,https://www.cabana.com.my/index.php/products/kitchen/kitchen-faucet/cb6331-detail,https://www.cabana.com.my/images/virtuemart/product/CB6331.jpg,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\3772.jpg,A,needs_permission,job1_verify_pass
opencode-verify/pass-queue-unreviewed-2501-plus-verified.csv,4096,TAP-CAB-CB1540SS-BL,PCS,Cabana S/s Pillar Mounted Kitchen Tap,https://www.cabana.com.my/index.php/products/kitchen/kitchen-faucet/cb1540ss-bl-detail,https://www.cabana.com.my/images/virtuemart/product/CB1540SS-BL.jpg,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\4096.jpg,A,needs_permission,job1_verify_pass
opencode-verify/pass-queue-unreviewed-2501-plus-verified.csv,4880,TAP-CAB-CB2805A,PCS,Cabana Hose Bib Tap CB2805A,https://www.cabana.com.my/index.php/products/kitchen/kitchen-faucet/cb2805a-ss-cr-diy-detail,https://www.cabana.com.my/images/virtuemart/product/CB2805A3.jpg,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\4880.jpg,A,needs_permission,job1_verify_pass
opencode-verify/pass-queue-unreviewed-2501-plus-verified.csv,4881,TAP-CAB-CB2806A,PCS,Cabana Bib Tap CB2806A,https://www.cabana.com.my/index.php/products/kitchen/kitchen-faucet/cb2806a-ss-cr-diy-detail,https://www.cabana.com.my/images/virtuemart/product/CB2806A8.jpg,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\4881.jpg,A,needs_permission,job1_verify_pass
opencode-verify/pass-queue-unreviewed-2501-plus-verified.csv,2557,BOS-2608-521-043,PCS,Screwdriver Bit - 2608-521-043,https://www.bosch-pt.com.my/my/en/extra-hard-double-ended-screwdriver-bit-packs-phillips-2868181-ocs-ac/,https://www.bosch-pt.com.my/my/en/ocsmedia/307515-82/product-image/full/10-piece-double-ended-bit-set-ph2-ph2-2608521043.png,catalogue/ai-inbox/manus-images/retry-pass2/2501-2558/assets/2557.png,A,needs_permission,job1_verify_pass
opencode-recover/recover-pass1.csv,,JOV-WAT-HEA-SL30IP-WHI-RS,PCS,Joven (white) Instant Water Heater SL30IP-RS,https://www.joven-electric.com/my/sl30ip-rs-instant-water-heater-5101501.html,https://www.joven-electric.com/media/catalog/product/cache/322a816fef176a546d56690fda5291c3/5/1/5101501001-2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,SIN-SOR-SRTKS2406,PCS,Sorento S/s 304 Kitchen Sink Ultrasonic Nano Tech SRTS2406,https://www.sorento.com.my/sorento-kitchen/kitchen-sink/double-bowl/srtks2406-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTKS24061.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,SIN-SOR-SRTKS2408,PCS,Sorento S/s 304 Kitchen Sink Ultrasonic Nano Tech SRTKS2408,https://www.sorento.com.my/sorento-kitchen/kitchen-sink/double-bowl/srtks2408-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTKS24084.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,JOV-WAT-HEA-SB11IP-BLK-RS,PCS,Joven (blk) Instant Water Heater,https://www.joven-electric.com/my/sb11ip-rs-4-2kw-instant-water-heater-5111102.html,https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/s/b/sb11ip-rs_4.2kw_black__1.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,JOV-WAT-HEA-SB11IP-WHI,PCS,Joven (white) Instant Water Heater SB11IP,https://www.joven-electric.com/my/sb11ip-instant-water-heater-5110201.html,https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/s/b/sb11ip_white__1.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,TAP-SAN-SWP-B-2924,PCS,Saniware Premier Basin Pillar Tap-mixer (gold) SWP-B-2924,https://saniware.com/product/basin-pillar-tap-mixergold-swp-b-2924/,https://saniware.com/wp-content/uploads/2026/01/SWP-B-2924.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,TAP-SAN-SWP-B-2921,PCS,Saniware Premier Basin Pillar Tap-mixer (matt Black) SWP-B-2921,https://saniware.com/product/swp-b-2921/,https://saniware.com/wp-content/uploads/2021/10/SWP-B-2921.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,TOI-TRP-WC-SRTWC8354-SH-UF(250MM),PCS,Sorento Twister Flush Tech,https://www.sorento.com.my/sorento-bathroom/water-closet/one-piece-wc/srtwc8354-sh-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTWC8354-01.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-GRI-SG6100,UNIT,Stanley Grinder 620W,https://my.stanleytools.global/product/sg6100-xd/620w-100mm-slim-small-angle-grinder,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SG6100_1.jpg,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-DRI-SCH10D2K,UNIT,Stanley 12V Tower Up Hammer Drill/driver 2.0AH,https://theleedenstore.com.my/product/stanley-sch10d2k-b1-12v-brushed-cordless-hammer-drill-with-2-0ah-battery-1-5a-charger/,https://theleedenstore.com.my/wp-content/uploads/2024/02/STENLEY-CORDLESS-SERIES_STANLEY-SCH10D2K-B1-12V-BRUSHED-CORDLESS-HAMMER-DRILL-WITH-2.0AH-BATTERY-1.5A-CHARGER.jpg,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,TOI-TRP-WC-2110A-S,SET,Saniware Eco Seat Cover Top&bottom Washdown Two-piece Closet,https://saniware.com/product/wc-2110a-s200/,https://saniware.com/wp-content/uploads/2021/03/WC-2110A-S200.jpg,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,TOI-TRP-WC-2122A-S,SET,Saniware Washdown Closet WC-2122A-S250MM,https://saniware.com/product/wc-2122a-s300/,https://saniware.com/wp-content/uploads/2021/03/WC-2122A-S300.jpg,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-GRI-SCG400-SOLO,UNIT,Stanley 20V Grinder,https://my.stanleytools.global/product/scg400-b1/20v-grinder-tool-only,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SCG400_1.jpg,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,SIN-SOR-SRTKS6091,PCS,Sorento Undermount Kitchen Sink,https://www.sorento.com.my/sorento-kitchen/kitchen-sink/double-bowl/srtks6091-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTKS6091-02.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,TOI-TRP-WC-SRTWC8366-S(250MM),PCS,Sorento One Piece Washdown W Rimless Flush Tech,https://www.sorento.com.my/sorento-bathroom/water-closet/one-piece-wc/srtwc8366-rl-uf-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTWC8366-RL-UF%20(2).jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,OVEN-RUB-TAE13-M507,UNIT,Rubine M/wave Oven RMO-934SS-GD34X,https://www.rubine.com.my/product/RMO-934SS-GD34,https://www.rubine.com.my/files/product_img/IM01814.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,FAN-CEI-DEKA-CGNL54MB12,UNIT,Deka Ceiling Fan Geno Matt Black,https://deka.my/geno-54-led/,https://deka.my/wp-content/uploads/2025/07/GENO-54LED-MB-Jpg.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,DC-DSM09-100S,UNIT,Angle Grinder / DSM09-100S,https://www.dongchengtool.com/product/detail/1646295135499,https://dongcheng.obs.ap-southeast-1.myhuaweicloud.com/cms/2024/10/26/1732600360640/DSM09-100S.jpg,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-MUL-TES-UNI,UNIT,Uni-t UT33B+ Multi Meter Tester,https://meters.uni-trend.com.cn/content/1285.html,https://meters.uni-trend.com.cn/uploads/image/20260105/20260105_noop.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,TAP-SAN-SWP-B-3213-G,PCS,Saniware Premier Tall Basin Cold Tap (gold),https://saniware.com/product/tall-basin-cold-tap-swp-ss-304-3213-g/,https://saniware.com/wp-content/uploads/2025/05/3213-G.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,FAN-CEI-DEKA-CF66DC66MB12,UNIT,Deka Ceiling Fan F66 DC Matt Black,https://deka.my/f66-dc/,https://deka.my/wp-content/uploads/2026/04/F66-2560X2560-BK.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,JOV-WAT-FIL-JP200,PCS,Joven (red) Water Purifier,https://www.joven-electric.com/my/jp200-water-purifier.html,https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/5/1/5111304001-4.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,KHI-HDR-HD511-GRE,SET,Hair Dryer 1400W (matt Grey),https://khind.com.my/products/khind-hair-dryer-hd1400,https://khind.com.my/cdn/shop/files/HD1400_1_HiRes_1a611a78-9046-49f7-96cd-f0af17337545.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,SHO-SOR-SRTWT9614,PCS,Sorento Shower Set,https://www.sorento.com.my/sorento-bathroom/shower-bidet/exposed-shower-set/srtwt9614-detail,https://sorento.com.my/images/stories/virtuemart/product/SRTWT9614-01-01.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,SIN-SOR-SRTKS2427-BL,PCS,Sorento S/s 304 Kitchen Sink-blk Ultrasonic Nano Tech,https://www.sorento.com.my/sorento-kitchen/kitchen-sink/double-bowl/srtks2427-bl-detail,https://sorento.com.my/images/stories/virtuemart/product/SRTKS2427-BL24.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BAS-SOR-SRTWB7132,PCS,Sorento Counter Top Basin,https://www.sorento.com.my/sorento-bathroom/wash-basin/counter-top-ultra-thin-edge-basin/srtwb7132-detail,https://sorento.com.my/images/stories/virtuemart/product/SRTWB7132.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,KHI-POT-AP550,SET,Khind Thermos Pot 5.5L,https://khind.com.my/products/khind-thermo-pot-ap550,http://khind.com.my/cdn/shop/files/AP550_LO_62af8a03-4546-442f-8e15-058caac09f14.jpg?v=1751809071,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BATH-SRTBF31417,PCS,Sorento 6 IN 1 Bathroom Furniture,https://www.sorento.com.my/sorento-bathroom/bathroom-furniture/cabinet-basin/srtbf31417-detail,https://sorento.com.my/images/stories/virtuemart/product/SRTBF31417-01.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,FAN-CEI-DEKA-CF5DC46MB12,UNIT,Deka Ceiling Fan F5 DC~46 Pro Matt Blk,https://deka.my/f5-dc-46-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-46-PRO-MB-Jpg-OK.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-HAM-SBD715D2K,UNIT,Stanley Fatmax 20V Brushless Hammer Drill,https://my.stanleytools.global/product/sbd715d2k-b1/20v-brushless-hammer-drill-kit-crystal-box-100-pc,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SBD715D2K_2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0601-227-1L2,UNIT,Gsb 13RE Impact Drill (blow Mode Set),https://www.bosch-pt.com.my/my/en/products/gsb-13-re-06012271L2,https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/750x422/o260232v54_lv-144432-12-GSB13RE_stat_01.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,GAS-STO-KHI-GC7125,SET,Khind Gas Cooker (stainless Steel),https://khind.com.my/products/khind-gas-cooker-gc7125,http://khind.com.my/cdn/shop/files/gc7125-cover-wh_210923192148.jpg?v=1751809100,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,SHO-SOR-SRTSS8730,PCS,Sorento Sliding BAR Shower Set - SRTSS8730,https://www.sorento.com.my/sorento-bathroom/shower-bidet/sliding-bar/srtss8730-detail,https://sorento.com.my/images/stories/virtuemart/product/SRTSS8730-04.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,KHI-INF-COO-IRC2000,SET,Khind - Infrared Cooker (black),https://khind.com.my/products/infrared-cooker,http://khind.com.my/cdn/shop/files/irc2000-wh-cover_280521171520.jpg?v=1751809514,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-GRI-SCG400-SET,UNIT,Stanley 20V Grinder 1PC Charger (SC200)+2PCS Battery 2.0AH (SB202),https://my.stanleytools.global/product/scg400-b1/20v-grinder-tool-only,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SCG400_1.jpg,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-PRE-WAS-BEPW1800T,UNIT,Black+decker Vertical Pressure Washer 125 BAR,https://asia.blackanddecker.global/product/bepw1800t-b1/bd-124-bar-pressure-washer,https://asia.blackanddecker.global/ASIA/PRODUCT/IMAGES/HIRES/BEPW1800T_1.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTA60Z1-10W,PCS,Megaman A60 E27 LED Bulb YTA60Z1 10W/6500K,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,GAS-STO-KHI-GS1516,SET,Khind - Infrared Gas Cooker (stainless Steel),https://khind.com.my/products/khind-infrared-gas-stove-igs1516,http://khind.com.my/cdn/shop/files/igs1516_220523172501.jpg?v=1751809784,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTP38B1-10W,PCS,Megaman LED Stick Bulb Plc YTP38B1 10W/6500K,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,KHI-COO-RC918T,SET,Khind - Rc 1.8L Teflon Pot (cream Magnolia),https://khind.com.my/products/khind-9-series-electric-rice-cooker-cream-magnolia-540704063,http://khind.com.my/cdn/shop/files/rc9t-larger-cream-lo_200621145353_36ee746f-d09f-4730-b54e-498a47b5b6ab.jpg?v=1751809454,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,FAN-KHI-AF1801,SET,Khind 18 Auto Fan (white),https://khind.com.my/products/khind-auto-fan-af1801,http://khind.com.my/cdn/shop/files/AutoFanAF1801_HI_56ed10ee-5d1f-44bd-a48c-63c8f8e75798.jpg?v=1751809530,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,KHI-COO-RCJ188,SET,Khind - Jar Rice Cooker 1.8L (mint),https://khind.com.my/products/khind-1-8l-jar-rice-cooker-rcj188,http://khind.com.my/cdn/shop/files/RCJ188_zalora_cover_3bbd0996-43a8-44a5-802e-d582f347d147.jpg?v=1751809117,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-2608-619-701,PCS,Cutting Disc Metal,https://www.bosch-pt.com.my/my/en/stainless-steel-and-metal-cutting-disc-green-long-life-for-small-angle-grinders-with-bore-16-mm-8107424-ocs-ac/,https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/137x77/o615543v82_2608619701_bo_pro_u_f_1.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-IMP-DRI-STDH7213V,UNIT,Stanley Percussion Drill 800W+VP,https://asia.stanleytools.global/product/stdh7213v-b1/13mm-800w-percussion-drill,https://asia.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/STDH7213V_A1.jpg,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTA70Z1-15W,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/6500K,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTP38B1-10W-4000K,PCS,Megaman LED Stick Bulb Plc YTP38B1 10W/4000K,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,FAN-CEI-DEKA-CF5DC56MB,UNIT,Deka Ceiling Fan F5 Dc~pro Matt Blk 56,https://deka.my/f5-dc-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-PRO-MB-Jpg.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,JOV-WAT-FIL-JWP20,PCS,Joven Water Filter,https://www.joven-electric.com/my/jwp20-water-filter.html,https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/5/1/5134612001-1.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-PRE-WAS-BEPW1750,UNIT,Black+decker Pressure Washer 120BAR,https://asia.blackanddecker.global/product/bepw1750-b1/1500w-high-pressure-washer-wheels-1740-psi,https://asia.blackanddecker.global/ASIA/PRODUCT/IMAGES/HIRES/BEPW1750_1.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,"EXH-FAN-KHI-12""-WHI-EF1201",SET,Khind 12 Exhaust Fan (off White),https://khind.com.my/products/khind-exhaust-fan-ef1201,http://khind.com.my/cdn/shop/files/Khind_20Exhaust_20Fan_20EF1201_thumbnail.jpg?v=1751809706,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0601-9K3-1L2,UNIT,Gsb Batt. Impact Drill,https://www.bosch-pt.com.my/my/en/products/gsb-185-li-06019K31L2,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o363996v54_9gsb_185-li_sos_06019K31K2.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-2608-522-405,PCS,Impact Bit PH2 X 65MM,https://www.bosch-pt.com.my/my/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/137x77/o469856v82_2608522405_bo_pro_u_f_1.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTP45Z1-15W-4000K,PCS,Megaman LED Stick Bulb E27 YTP45Z1 15W/4000K,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-PRE-WAS-HD4,UNIT,Karcher Classic High Pressure Washer,https://www.kaercher.com/my/en/professional/products/hd-4-10-x-classic-kap-15209760.html,https://d1y4tv7o00gnfq.cloudfront.net/mam/15209760/mainproduct/188873/d2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0611-321-0L0,UNIT,Gsh 5CE Demolition Hammer,https://www.bosch-pt.com.my/my/en/products/gsh-5-ce-06113210L0,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o36076v54_f4gd7027_GSH_5_CE_V01.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTP45Z1-15W-3000K,PCS,Megaman LED Stick Bulb E27 YTP45Z1 15W/3000K,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0601-1A2-1L0,UNIT,Gsb Impact Drill,https://www.bosch-pt.com.my/my/en/products/gsb-20-2-re-06011A21L0,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o275202v54_lv-95422-12-GSB_20_2_RE_Keyed_Dy.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTP38B1-10W-3000K,PCS,Megaman LED Stick Bulb Plc YTP38B1 10W/3000K,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,,A,needs_permission,recover_pass1_candidate
