source_position,item_code,uom,official_image_url,image_sha256,image_px_w,image_px_h,image_bytes
974,,,https://www.assets.signify.com/is/image/Signify/MESON_WH_SQ_recessed-SPP?$jpglarge$,c4de14a0cdf4befbcf125d08480bbd36ebca3b9ec20e2a9cb7d245ab56957ab0,2400,2400,84726
980,,,https://cdn1.npcdn.net/images/868af675e5f27e68390b10dd6bd7f9ff_1683508628.webp?md5id=ef95e8a96e7ae66d9a053c3fb85f7230&new_width=1000&new_height=1000&size=max&w=1681353502&from=jpeg,dcfd203a311c95e58d12567dcb9551fc139788f1428e62fed19391f904ede404,500,500,44646
980,,,https://www.ne2u.com.my/wp-content/uploads/2020/10/MK-G2977.jpg,2f310f78f50f340208a0ec83c92143ea63727c23aef4486a70bf85e1322a8dff,550,500,37389
984,,,https://cdn1.npcdn.net/npimg/1653882104111229568660eb1031bce9a937d495b2.webp?md5id=d0866fb7fef7340334755089f89bdfeb&new_width=1000&new_height=1000&size=max&w=1784535547&from=png&type=9,7f85a9ecde93c9f26cc9e98d664f25707179b445d52fb4c6b86ffc5272a67c6f,1000,1000,27892
3508,,,https://www.bosny.com/wp-content/uploads/2023/08/1200-1.png,b81a7bbec57a5159556c15241c34493cbb22d26abff706a22b46339293437429,1200,1200,211067
2751,,,https://www.cabana.com.my/images/virtuemart/product/CB474-BL-01.jpg,c2a15eee0a3122c3632361553e1eb7d1217b0d7836d1937a679d09ee6c0a1cbf,3334,3334,526684
1035,,,https://truflo.com.my/wp-content/uploads/2019/10/TF-Bib-tap-hose-1.jpg,9589eb0cb03feeef777e027d334539ca626820bd35a646d8ebe3ca77d0971a76,1000,1000,263927
3070,,,https://www.bahco.com/uploads/np-19-u7_8-hp.png,,0,0,0
3070,,,http://web.archive.org/web/20181108052609id_/https://www.bahco.com/uploads/np-19-u7_8-hp.png,,0,0,0
3070,,,http://web.archive.org/web/20181108052609id_/https://www.bahco.com/uploads/np-19-u7_8-hp.png,b6e01c3685dbffe264d09c00e6774d4345d42288608dd50417ffbbe023f68280,7314,2292,7609581
3212,,,https://assets.hager.com/step-content/P/HA_16202658/11/std.lang.all/EH711.webp,629ea2bededcd3571db33a3148a9add387abfdf50b774e32a584caca7605e7eb,2160,2160,1137980
5343,,,https://cdn1.npcdn.net/image/1559617303032d525f8842aae59a0bd22e9ff6f836.png?md5id=ec97b3455d25310a00e49c9abf0633a1&new_width=1200&new_height=1200&size=max&w=1567133447,7626319476d217bf4e32a6a63a6ca2c0c3c11a6273081090ce77a0a9d89e6b11,324,620,241689
5343,,,http://web.archive.org/web/20260519012539im_/https://cdn1.npcdn.net/image/1559617303032d525f8842aae59a0bd22e9ff6f836.png?md5id=ec97b3455d25310a00e49c9abf0633a1&new_width=1000&new_height=1000&size=max&w=1567133447,,0,0,0
5342,,,https://cdn1.npcdn.net/image/1559617303450c97a99e0e8858c2c19c35251c4748.png,,0,0,0
5342,,,https://cdn1.npcdn.net/image/1559617303450c97a99e0e8858c2c19c35251c4748.png?new_width=1200&new_height=1200&size=max,cf23229c2ed5918f0cb200614775ceee5e249bb69aa89a5cdca4db7408f9230a,324,620,221880
5343,,,https://cdn1.npcdn.net/image/1559617303032d525f8842aae59a0bd22e9ff6f836.png?md5id=ec97b3455d25310a00e49c9abf0633a1&new_width=1200&new_height=1200&size=max&w=1567133447,7626319476d217bf4e32a6a63a6ca2c0c3c11a6273081090ce77a0a9d89e6b11,324,620,241689
1197,,,https://www.cabana.com.my/images/virtuemart/product/CB781-BL-01.jpg,,0,0,0
1197,,,https://www.cabana.com.my/images/virtuemart/product/CB781-BL.jpg,62c672084550015f777222d2ada3595520c9d9248efec217d4722a39d4fcfdc0,3334,3334,316454
1197,,,https://www.cabana.com.my/images/virtuemart/product/CB781-BL-01.jpg,,0,0,0
1191,,,https://tajima-tools.com/wp-content/uploads/2021/06/ph_004.png,339325e38bc2e16d187b8e07577b7e354410dffe33175b540b08f55e07504577,1200,1200,288192
4762,,,https://truflo.com.my/wp-content/uploads/2019/10/TF-RA-2W-1.jpg,e0d6be0f48a452487c7a47770e7c539f357b94d1fcf0a4805968199fd30a3dfd,1000,1000,255217
5771,,,https://truflo.com.my/wp-content/uploads/2019/10/TF-Bib-tap-hose-1.jpg,9589eb0cb03feeef777e027d334539ca626820bd35a646d8ebe3ca77d0971a76,1000,1000,263927
6437,,,https://tajima-tools.com/wp-content/uploads/2021/06/ph_004.png,339325e38bc2e16d187b8e07577b7e354410dffe33175b540b08f55e07504577,1200,1200,288192
2582,,,https://www.cabana.com.my/images/virtuemart/product/CB781-BL-01.jpg,62c672084550015f777222d2ada3595520c9d9248efec217d4722a39d4fcfdc0,3334,3334,316454
4132,,,https://cdn1.sgliteasset.com/jayamata/images/product/product-6675960/IO3hAmz66940cd0ab1649_1765854474.jpg,b3721b0088796c128a487c0fc971464d5ac5349a3881c6341d5294b5d9a3b96d,800,800,69363
5378,,,https://www.gewiss.com/content/dam/gwdam/product/GW/10/00/72/85/GW10007285.jpg.transform/1000x1000/de8901efa237504b160398651c6a3710d63ec579/img.jpeg,489723eefd1bf74f360accbaf45c4b4812f260cee3a8f7567b3a41fcaac0f1e2,1000,1000,42992
2653,,,https://www.cabana.com.my/images/virtuemart/product/CB476-BL-01.jpg,b5893f545f57e322a4ac915953911835211adb747b2d496c535be72c72f815eb,3334,3334,149810
4306,,,https://www.assets.signify.com/is/image/Signify/MESON_WH_SQ_recessed-SPP?$jpglarge$,c4de14a0cdf4befbcf125d08480bbd36ebca3b9ec20e2a9cb7d245ab56957ab0,2400,2400,84726
4330,,,https://www.ne2u.com.my/wp-content/uploads/2020/10/MK-G2977.jpg,2f310f78f50f340208a0ec83c92143ea63727c23aef4486a70bf85e1322a8dff,550,500,37389
3622,,,https://assets.dewalt.com/NAG/PRODUCT/IMAGES/HIRES/WHITEBG/DW4724_1_1680.webp,cf2ffa4ad2acaac9032f541a1dfe4b320207891cb738fca45ca7d0d0ac676e24,1680,1680,406716
4669,,,https://cdn1.npcdn.net/npimg/1653882104111229568660eb1031bce9a937d495b2.webp?md5id=d0866fb7fef7340334755089f89bdfeb&new_width=1000&new_height=1000&size=max&w=1784535547&from=png&type=9,7f85a9ecde93c9f26cc9e98d664f25707179b445d52fb4c6b86ffc5272a67c6f,1000,1000,27892
3729,,,https://meters.uni-trend.com/wp-content/uploads/2022/04/UT33B_1.jpg,408594d1f69abc5138ae942c6413866f04d32b68a4e1d9d751ec5e67dcd4285d,800,800,128702
4762,,,https://truflo.com.my/wp-content/uploads/2019/10/TF-RA-2W-1.jpg,e0d6be0f48a452487c7a47770e7c539f357b94d1fcf0a4805968199fd30a3dfd,1000,1000,255217
2653,,,https://www.cabana.com.my/images/virtuemart/product/CB476-BL-01.jpg,b5893f545f57e322a4ac915953911835211adb747b2d496c535be72c72f815eb,3334,3334,149810
