"source_position","item_code","uom","display_name","prior_status","opencode_decision","finish_exact","model_exact","url_live","source_ok","official_product_page","official_image_url","local_asset_path","rights_status","reason","human_action"
"201","ELE-D/L-MEG-YTA70Z1-15W-3000K","PCS","Megaman A70 E27 LED Bulb YTA70Z1 15W/3000K","pass-queue-waiting","pass","","","yes","yes","https://megaman.com.my/product/led-g-a-bulb/","https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg","","needs_permission","live ok; model token [yta70z1] on page","none"
"5","JOV-WAT-HEA-SA20E","PCS","Joven Instant Water Heater","p300-pass1","pass","","","yes","yes","https://www.joven-electric.com/my/products/instant-water-heater/sa-series.html","https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/s/a/sa20e_-_feature_image_2026.jpg","","needs_permission","live ok; model token [sa20e] on page","none"
"227","ELE-D/L-MEG-YTP38Z1-10W","PCS","Megaman LED Stick Bulb E27 YTP38Z1 10W/6500K","pass-queue-waiting","pass","","","yes","yes","https://megaman.com.my/product/led-stick/","https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg","","needs_permission","live ok; model token [ytp38z1] on page","none"
"232","ELE-D/L-MEG-YTP38Z1-10W-4000K","PCS","Megaman LED Stick Bulb E27 YTP38Z1 10W/4000K","pass-queue-waiting","pass","","","yes","yes","https://megaman.com.my/product/led-stick/","https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg","","needs_permission","live ok; model token [ytp38z1] on page","none"
"7","JOV-WAT-HEA-SA8E","PCS","Joven SA8E Instant Water Heater","p300-pass1","pass","","","yes","yes","https://www.joven-electric.com/my/products/instant-water-heater/sa-series.html","https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/5/1/511801001-1.jpg","","needs_permission","live ok; model token [] on page","none"
"165","BOS-2608-522-405","PCS","Impact Bit PH2 X 65MM","pass-queue-waiting","fail","","","yes","no","https://www.bosch-pt.com.my/my/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/","https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/137x77/o469856v82_2608522405_bo_pro_u_f_1.png","","needs_permission","image:404 ct=text/html","requeue_search"
"195","BOS-2608-522-406","PCS","Impact Bit PH2 X 110MM","pass-queue-waiting","fail","","","yes","no","https://www.bosch-pt.com.my/my/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/","https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/137x77/o469860v82_2608522406_bo_pro_u_f_1.png","","needs_permission","image:404 ct=text/html","requeue_search"
"11","JOV-WAT-HEA-SL30E-WHI-RS","PCS","Joven (white) Instant Water Heater SL30E-RS","p300-pass1","pass","","","yes","yes","https://www.joven-electric.com/my/sl30e-rs-instant-water-heater-5100601.html","https://www.joven-electric.com/media/catalog/product/cache/81feca21a488f339124f3c58fa0f1a2e/5/1/5100601001-4_2.jpg","","needs_permission","live ok; model token [sl30e] on page","none"
"155","FAN-CEI-DEKA-CF5DC56MB","UNIT","Deka Ceiling Fan F5 Dc~pro Matt Blk 56","pass-queue-waiting","fail","","","yes","yes","https://deka.my/f5-dc-pro/","https://deka.my/wp-content/uploads/2025/07/F5-DC-PRO-MB-Jpg.jpg","","needs_permission","model-token-not-on-page:[cf5dc56mb]","requeue_search"
"53","STA-GRI-SG6100","UNIT","Stanley Grinder 620W","pass-queue-waiting","pass","","","yes","yes","https://my.stanleytools.global/product/sg6100-xd/620w-100mm-slim-small-angle-grinder","https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SG6100_1.jpg","","needs_permission","live ok; model token [sg6100] on page","none"
"247","HOS-FLE-GLO-60""","PCS","Glotool Flexible Tube F1/2 X F12 X 60","pass-queue-waiting","pass","","","yes","yes","https://www.sonichardware.com.my/categories-listing/product/2116-glotool-flexible-tube-stainless-steel-f1-2-x-f1-2","https://www.sonichardware.com.my/images/com_hikashop/upload/01_1223683543.jpg","","needs_permission","live ok; model token [] on page","none"
"2","JOV-WAT-HEA-SL30IP-BLK","PCS","Joven (black) Instant Water Heater SL30IP","p300-pass1","pass","","","yes","yes","https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html","https://www.joven-electric.com/media/catalog/product/cache/81feca21a488f339124f3c58fa0f1a2e/s/l/sl30ip_black_2026_1.jpg","","needs_permission","live ok; model token [sl30ip] on page","none"
"265","BOS-0601-6A0-0L0","UNIT","Gkf 550 Router","pass-queue-waiting","pass","","","yes","yes","https://www.bosch-pt.com.my/my/en/products/gkf-550-06016A00L0","https://www.bosch-pt.com.my/my/en/ocsmedia/316066-82/product-image/166x164/palm-router-pro-gkf-550-06016a00l0.png","","needs_permission","live ok; model token [] on page","none"
"276","DC-DCSM03-100EK","SET","Cordless Brushless Angle Grinder 20V","pass-queue-waiting","pass","","","yes","yes","https://www.dongchengtool.com/product/detail/1642205372810","https://dongcheng.obs.ap-southeast-1.myhuaweicloud.com/cms/2024/10/20/1732062890048/DCSM03-100.jpg","","needs_permission","live ok; model token [dcsm03] on page","none"
"1","JOV-WAT-HEA-SL30IP-BLK-RS","PCS","Joven (black) Instant Water Heater SL30IP-RS","p300-pass1","pass","","","yes","yes","https://www.joven-electric.com/my/sl30ip-rs-instant-water-heater-5101501.html","https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/5/1/5101501002-1.jpg","","needs_permission","live ok; model token [sl30ip] on page","none"
"120","BOS-0601-227-1L2","UNIT","Gsb 13RE Impact Drill (blow Mode Set)","pass-queue-waiting","fail","","","yes","no","https://www.bosch-pt.com.my/my/en/products/gsb-13-re-06012271L2","https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/750x422/o260232v54_lv-144432-12-GSB13RE_stat_01.png","","needs_permission","image:404 ct=text/html","requeue_search"
"182","STA-DRI-SCD10D2K","UNIT","Stanley 12V Tower Up Drill/driver 2.0AH","pass-queue-waiting","pass","","","yes","yes","https://theleedenstore.com.my/product/stanley-scd10d2k-b1-12v-brushed-cordless-drill-driver-with-2-0ah-battery-1-5a-charger/","https://theleedenstore.com.my/wp-content/uploads/2024/11/STENLEY-CORDLESS-SERIES_STANLEY-SCD10D2K-B1-12V-BRUSHED-CORDLESS-DRILL-DRIVER-WITH-2.0AH-BATTERY-1.5A-CHARGER-PHOTO-1.jpg","","needs_permission","live ok; model token [scd10d2k] on page","none"
"24","SHO-SOR-SRTSA830","PCS","Sorento 450MM Shower Arm","p300-pass1","fail","","","yes","no","https://sorentomasterclub.com.my/international/index.php/products-menu/sorento-mobile/bathroom-mobile/showerbidet-mobile/showerarm-mobile/srtsa830-detail","https://www.sorento.com.my/media/attachments/2024/09/19/sorento-catalog-2024.pdf#page=64","","needs_permission","image:200 ct=application/pdf","requeue_search"
"196","BOS-2608-522-407","PCS","Impact Bit PH2 X 150MM","pass-queue-waiting","fail","","","yes","no","https://www.bosch-pt.com.my/my/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/","https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/137x77/o466604v82_2608522407_bo_pro_u_f_1.png","","needs_permission","image:404 ct=text/html","requeue_search"
"262","BOS-0600-8A7-AL0","UNIT","Aquatak 125 High P/cleaner","pass-queue-waiting","pass","","","yes","yes","https://www.bosch-diy.com/my/en/p/universalaquatak-125-06008a7al0","https://www.bosch-diy.com/imagestorage/en-my/universalaquat-125-100043700-hires-png-rgb-oneux-244958_w_1600_h_800.png","","needs_permission","live ok; model token [] on page","none"
"18","JOV-WAT-HEA-SB11IP-BLK-RS","PCS","Joven (blk) Instant Water Heater","pass-queue-waiting","pass","","","yes","yes","https://www.joven-electric.com/my/sb11ip-rs-4-2kw-instant-water-heater-5111102.html","https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/s/b/sb11ip-rs_4.2kw_black__1.jpg","","needs_permission","live ok; model token [sb11ip] on page","none"
"28","TOI-TRP-WC2300-S","SET","Saniware One Piece Washdown Closet","p300-pass1","fail","","","no","no","https://saniware.com/product/one-piece-washdown-closet-wc-2300-s250mm/","https://saniware.com/wp-content/uploads/2025/05/WC-2300.jpg","","needs_permission","page:; image: ct=","requeue_search"
"272","SIN-CKS7406","PCS","Cabana Kitchen Sink CKS7406","pass-queue-waiting","pass","","","yes","yes","https://cabana.com.my/index.php/products/kitchen/kitchen-sink/undermount-kitchen-sink/cks7406-detail","https://cabana.com.my/images/virtuemart/product/CKS7406-02.jpg","","needs_permission","live ok; model token [cks7406] on page","none"
"26","JOV-WAT-HEA-SB11IP-WHI","PCS","Joven (white) Instant Water Heater SB11IP","pass-queue-waiting","pass","","","yes","yes","https://www.joven-electric.com/my/sb11ip-instant-water-heater-5110201.html","https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/s/b/sb11ip_white__1.jpg","","needs_permission","live ok; model token [sb11ip] on page","none"
"3","JOV-WAT-HEA-SL30IP-WHI","PCS","Joven (white) Instant Water Heater SL30IP","p300-pass1","pass","","","yes","yes","https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html","https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/s/l/sl30ip_white_2026-2_1.jpg","","needs_permission","live ok; model token [sl30ip] on page","none"
"151","STA-IMP-DRI-STDH7213V","UNIT","Stanley Percussion Drill 800W+VP","pass-queue-waiting","pass","","","yes","yes","https://asia.stanleytools.global/product/stdh7213v-b1/13mm-800w-percussion-drill","https://asia.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/STDH7213V_A1.jpg","","needs_permission","live ok; model token [stdh7213v] on page","none"
"94","JOV-WAT-FIL-JP200","PCS","Joven (red) Water Purifier","pass-queue-waiting","pass","","","yes","yes","https://www.joven-electric.com/my/jp200-water-purifier.html","https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/5/1/5111304001-4.jpg","","needs_permission","live ok; model token [jp200] on page","none"
"34","SIN-SOR-SRTKS2429-BL","PCS","Sorento S/steel 304 Kitchen Sink-black","p300-pass1","fail","","","yes","no","https://sorento.com.my/","https://www.sorento.com.my/media/attachments/2024/09/19/sorento-catalog-2024.pdf#page=94","","needs_permission","image:200 ct=application/pdf; model-token-not-on-page:[srtks2429,srtks2429bl]","requeue_search"
"119","STA-HAM-SBD715D2K","UNIT","Stanley Fatmax 20V Brushless Hammer Drill","pass-queue-waiting","pass","","","yes","yes","https://my.stanleytools.global/product/sbd715d2k-b1/20v-brushless-hammer-drill-kit-crystal-box-100-pc","https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SBD715D2K_2.jpg","","needs_permission","live ok; model token [sbd715d2k] on page","none"
"249","BOS-0601-9K3-0L2","UNIT","Gsr Batt. Screwdriver 185-LI","pass-queue-waiting","pass","","","yes","yes","https://www.bosch-pt.com.my/my/en/products/gsr-185-li-06019K30L2","https://www.bosch-pt.com.my/my/en/ocsmedia/363991-54/scope-of-supply-image/1434x828/cordless-drill-driver-pro-gsr-185-li-06019k30l2.png","","needs_permission","live ok; model token [185li] on page","none"
"4","JOV-WAT-HEA-SL30IP-WHI-RS","PCS","Joven (white) Instant Water Heater SL30IP-RS","pass-queue-waiting","pass","","","yes","yes","https://www.joven-electric.com/my/sl30ip-rs-instant-water-heater-5101501.html","https://www.joven-electric.com/media/catalog/product/cache/322a816fef176a546d56690fda5291c3/5/1/5101501001-2.jpg","","needs_permission","live ok; model token [sl30ip] on page","none"
"132","STA-PRE-WAS-BEPW1800T","UNIT","Black+decker Vertical Pressure Washer 125 BAR","pass-queue-waiting","pass","","","yes","yes","https://asia.blackanddecker.global/product/bepw1800t-b1/bd-124-bar-pressure-washer","https://asia.blackanddecker.global/ASIA/PRODUCT/IMAGES/HIRES/BEPW1800T_1.jpg","","needs_permission","live ok; model token [bepw1800t] on page","none"
"159","STA-PRE-WAS-BEPW1750","UNIT","Black+decker Pressure Washer 120BAR","pass-queue-waiting","pass","","","yes","yes","https://asia.blackanddecker.global/product/bepw1750-b1/1500w-high-pressure-washer-wheels-1740-psi","https://asia.blackanddecker.global/ASIA/PRODUCT/IMAGES/HIRES/BEPW1750_1.jpg","","needs_permission","live ok; model token [bepw1750] on page","none"
"55","TOI-TRP-WC-2110A-S","SET","Saniware Eco Seat Cover Top&bottom Washdown Two-piece Closet","pass-queue-waiting","fail","","","no","no","https://saniware.com/product/wc-2110a-s200/","https://saniware.com/wp-content/uploads/2021/03/WC-2110A-S200.jpg","","needs_permission","page:; image: ct=","requeue_search"
"46","CAB-SAN-SWBC-SS6411","SET","Saniware Bathroom Cabinet Set Water Tap SWBC-SS6411","p300-pass1","fail","","","no","no","https://saniware.com/product/swbc-ss6411/","https://saniware.com/wp-content/uploads/2025/04/SWBC-SS6411-1.jpeg","","needs_permission","page:; image: ct=","requeue_search"
"56","TOI-TRP-WC-2122A-S","SET","Saniware Washdown Closet WC-2122A-S250MM","pass-queue-waiting","fail","","","no","no","https://saniware.com/product/wc-2122a-s300/","https://saniware.com/wp-content/uploads/2021/03/WC-2122A-S300.jpg","","needs_permission","page:; image: ct=","requeue_search"
"84","FAN-CEI-DEKA-CGNL54MB12","UNIT","Deka Ceiling Fan Geno Matt Black","pass-queue-waiting","pass","","","yes","yes","https://deka.my/geno-54-led/","https://deka.my/wp-content/uploads/2025/07/GENO-54LED-MB-Jpg.jpg","","needs_permission","live ok; model token [54led] on page","none"
"93","FAN-CEI-DEKA-CF66DC66MB12","UNIT","Deka Ceiling Fan F66 DC Matt Black","pass-queue-waiting","fail","","","yes","yes","https://deka.my/f66-dc/","https://deka.my/wp-content/uploads/2026/04/F66-2560X2560-BK.png","","needs_permission","model-token-not-on-page:[cf66dc66mb12]","requeue_search"
"124","SHO-SOR-SRTSS8730","PCS","Sorento Sliding BAR Shower Set - SRTSS8730","pass-queue-waiting","pass","","","yes","yes","https://www.sorento.com.my/sorento-bathroom/shower-bidet/sliding-bar/srtss8730-detail","https://sorento.com.my/images/stories/virtuemart/product/SRTSS8730-04.jpg","","needs_permission","live ok; model token [srtss8730] on page","none"
"108","KHI-POT-AP550","SET","Khind Thermos Pot 5.5L","pass-queue-waiting","pass","","","yes","yes","https://khind.com.my/products/khind-thermo-pot-ap550","http://khind.com.my/cdn/shop/files/AP550_LO_62af8a03-4546-442f-8e15-058caac09f14.jpg?v=1751809071","","needs_permission","live ok; model token [ap550] on page","none"
"116","FAN-CEI-DEKA-CF5DC46MB12","UNIT","Deka Ceiling Fan F5 DC~46 Pro Matt Blk","pass-queue-waiting","fail","","","yes","yes","https://deka.my/f5-dc-46-pro/","https://deka.my/wp-content/uploads/2025/07/F5-DC-46-PRO-MB-Jpg-OK.jpg","","needs_permission","model-token-not-on-page:[cf5dc46mb12]","requeue_search"
"137","GAS-STO-KHI-GS1516","SET","Khind - Infrared Gas Cooker (stainless Steel)","pass-queue-waiting","pass","","","yes","yes","https://khind.com.my/products/khind-infrared-gas-stove-igs1516","http://khind.com.my/cdn/shop/files/igs1516_220523172501.jpg?v=1751809784","","needs_permission","live ok; model token [gs1516] on page","none"
"140","KHI-COO-RC918T","SET","Khind - Rc 1.8L Teflon Pot (cream Magnolia)","pass-queue-waiting","pass","","","yes","yes","https://khind.com.my/products/khind-9-series-electric-rice-cooker-cream-magnolia-540704063","http://khind.com.my/cdn/shop/files/rc9t-larger-cream-lo_200621145353_36ee746f-d09f-4730-b54e-498a47b5b6ab.jpg?v=1751809454","","needs_permission","live ok; model token [rc918t] on page","none"
"146","KHI-COO-RCJ188","SET","Khind - Jar Rice Cooker 1.8L (mint)","pass-queue-waiting","pass","","","yes","yes","https://khind.com.my/products/khind-1-8l-jar-rice-cooker-rcj188","http://khind.com.my/cdn/shop/files/RCJ188_zalora_cover_3bbd0996-43a8-44a5-802e-d582f347d147.jpg?v=1751809117","","needs_permission","live ok; model token [rcj188] on page","none"
"25","SHO-SOR-SRTSA860-GM","PCS","Sorento 400MM Shower Arm","p300-pass1","pass","","","yes","yes","https://sorentomasterclub.com.my/international/index.php/products-menu/sorento-mobile/bathroom-mobile/showerbidet-mobile/showerarm-mobile/srtsa860-gm-detail","https://sorentomasterclub.com.my/international/images/virtuemart/product/SRTSA860-GM-(product).jpg","","needs_permission","live ok; model token [srtsa860] on page","none"
"163","EXH-FAN-KHI-12""-WHI-EF1201","SET","Khind 12 Exhaust Fan (off White)","pass-queue-waiting","pass","","","yes","yes","https://khind.com.my/products/khind-exhaust-fan-ef1201","http://khind.com.my/cdn/shop/files/Khind_20Exhaust_20Fan_20EF1201_thumbnail.jpg?v=1751809706","","needs_permission","live ok; model token [ef1201] on page","none"
"191","EXH-FAN-KHI-08""-WHI-EF8001","SET","Khind 8 Exhaust Fan (off White)","pass-queue-waiting","pass","","","yes","yes","https://khind.com.my/products/khind-exhaust-fan-ef8001","http://khind.com.my/cdn/shop/files/Khind_20Exhaust_20Fan_20EF8001_thumbnail_d9127cde-d554-45dc-b621-6ff1383e5c83.jpg?v=1751809705","","needs_permission","live ok; model token [ef8001] on page","none"
"211","KHI-TOA-BT808","SET","Khind Bread Toaster (mint)","pass-queue-waiting","pass","","","yes","yes","https://khind.com.my/products/khind-2-slices-bread-toaster-with-anti-dust-cover-bt808","http://khind.com.my/cdn/shop/files/BT808_cover_WH.jpg?v=1751809360","","needs_permission","live ok; model token [bt808] on page","none"
"240","TAP-SAN-SWS-304-3964","PCS","Saniware Sliver Kitchen W Sink Tap","pass-queue-waiting","fail","","","no","no","https://saniware.com/product/sws-304-3964/","https://saniware.com/wp-content/uploads/2021/03/SWS-304-3964.jpg","","needs_permission","page:; image: ct=","requeue_search"
"241","JUG-KHI-KET-EK5813","SET","Khind 1.7L Jug Kettle (white)","pass-queue-waiting","pass","","","yes","yes","https://khind.com.my/products/khind-electric-jug-kettle-ek5813","http://khind.com.my/cdn/shop/files/ek5813_220523154827.jpg?v=1751809735","","needs_permission","live ok; model token [ek5813] on page","none"
"254","STA-HAM-BRU-SBH900M2K","UNIT","Stanley Fatmax V20 Brushless Sds Plus Hammer Drill","pass-queue-waiting","pass","","","yes","yes","https://my.stanleytools.global/product/sbh900m2k-b1/20v-brushless-sds-hammer","https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SBH900M2K_1.jpg","","needs_permission","live ok; model token [sbh900m2k] on page","none"
"277","PUM-WTR-JHP4-40","UNIT","Water Pump Complete Set JHP4-40","pass-queue-waiting","pass","","","yes","yes","https://www.joven-electric.com/my/jhp-4-40-water-pump.html","https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/5/1/5130309001-1.jpg","","needs_permission","live ok; model token [jhp440] on page","none"
"266","STA-HIGH-PRE-WAS-K2","UNIT","Karcher K2 Power Vps High Pressure Washer","pass-queue-waiting","pass","","","yes","yes","https://www.karcher.com/my/en/home-and-garden/products/k2-power-vps-kap-p11180010","https://d1y4tv7o00gnfq.cloudfront.net/mam/11180010/mainproduct/166106/d2.jpg","","needs_permission","live ok; model token [] on page","none"
"131","STA-GRI-SCG400-SET","UNIT","Stanley 20V Grinder 1PC Charger (SC200)+2PCS Battery 2.0AH (SB202)","pass-queue-waiting","pass","","","yes","yes","https://my.stanleytools.global/product/scg400-b1/20v-grinder-tool-only","https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SCG400_1.jpg","","needs_permission","live ok; model token [scg400] on page","none"
"164","BOS-0601-9K3-1L2","UNIT","Gsb Batt. Impact Drill","pass-queue-waiting","pass","","","yes","yes","https://www.bosch-pt.com.my/my/en/products/gsb-185-li-06019K31L2","https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o363996v54_9gsb_185-li_sos_06019K31K2.png","","needs_permission","live ok; model token [185li] on page","none"
"42","CAB-SAN-SWBC-SS6615","SET","Saniware Bathroom Cabinet Set Water Tap SWBC-SS6615","p300-pass1","fail","","","no","no","https://saniware.com/product/swbc-ss6615/","https://saniware.com/wp-content/uploads/2025/04/SWBC-SS6615.jpeg","","needs_permission","page:; image: ct=","requeue_search"
"64","FAN-CEI-LED-RCF-MOZIA56-5BL-BT","PCS","Rubine Blk Timber LED Ceiling Fan","p300-pass1","pass","","","yes","yes","https://www.rubine.com.my/product/RCF-MOZIA56-5BL","https://www.rubine.com.my/files/product_img/IM00032.png","","needs_permission","live ok; model token [mozia56] on page","none"
"193","BOS-0601-228-1L2","UNIT","Gsb 16RE Impact Drill (blow Mode Set)","pass-queue-waiting","pass","","","yes","yes","https://www.bosch-pt.com.my/my/en/products/gsb-16-re-06012281L2","https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o260252v54_lv-84560-12-GSB_16_RE_dyn_highres_02.png","","needs_permission","live ok; model token [0601228] on page","none"
"76","FAN-CEI-RCF-MOZIA56-5B-BT","PCS","Rubine Blk Timber Ceiling Fan","p300-pass1","pass","","","yes","yes","https://www.rubine.com.my/product/RCF-MOZIA56-5B","https://www.rubine.com.my/files/product_img/IM00030.png","","needs_permission","live ok; model token [mozia56] on page","none"
"204","STA-PRE-WAS-BEPW1600L","UNIT","Black+decker Pressure Washer L 110 BAR","pass-queue-waiting","pass","","","yes","yes","https://asia.blackanddecker.global/product/bepw1600l-xd/110-bar-pressure-washer","https://asia.blackanddecker.global/ASIA/PRODUCT/IMAGES/HIRES/BEPW1600L_1.jpg","","needs_permission","live ok; model token [bepw1600l] on page","none"
