source_position,item_code,uom,display_name,prior_status,opencode_decision,finish_exact,model_exact,url_live,source_ok,official_product_page,official_image_url,local_asset_path,rights_status,reason,human_action
2865,LAD-H/D-STRO-DS08,UNIT,Strongman D/s H/d Ladder DSHD08 8STEP,candidate,pass,yes,yes,no,yes,https://b2b-uat.sunwaywinstar.com/my/strongman-ds-hd-ladder-dshd08-8step,https://myhwwsstorprod01.obs.my-kualalumpur-1.alphaedge.tmone.com.my/product_images/0000584_strongman-double-sided-heavy-duty-dshd08-8-step_510.png?AccessKeyId=IDRIC5ESEFAJ08W4Q4Q9&Expires=1787229446&Signature=Z3lDNPZdwZ3%2FjeKeLJmqRYoSvlc%3D,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\2865.png,needs_permission,"Page opened: same authorised distributor as DS07; DSHD08 8-step variant confirmed live in page HTML (also listed in DS07 page's related-items). Image signed URL now 403 (expired) but preserved local asset exists (88263 bytes).",Gemini must review pixels from local_asset_path (image URL expired). Request fresh distributor asset or owner permission.
3243,GRA-CAB-CB6644,,Cabana S/steel Floor Grating 4,candidate,pass,yes,yes,yes,yes,https://www.cabana.com.my/index.php/products/bathroom/floor-grating/cb6644-detail,https://www.cabana.com.my/images/virtuemart/product/CB6644.jpg,,needs_permission,"Page opened: official Cabana floor-grating detail page live; model token CB6644 found in page HTML; image URL HTTP 200 image/jpeg 63680 bytes, filename matches exact SKU.",Request Cabana media permission before production use.
3344,EXH-FAN-FN25A,,Dekka Apb 25A 10 Wall Exhaust Fan,candidate,pass,yes,yes,yes,yes,https://dekka-asia.com/?product=apb25a-10-exhaust-wall-fan,https://dekka-asia.com/wp-content/uploads/2019/11/d184e50360d3479b0af1f9f962baed1.jpg,,needs_permission,"Page opened: official DEKKA Asia product page 'APB25A/10 inch Exhaust Wall Fan' with specs (10-inch, 35W, 220-240V) - matches display name Apb 25A 10. Image URL HTTP 200 image/jpeg 481546 bytes on dekka-asia.com domain.",Request Dekka media permission before production use.
3427,HOO-CAB-CB8003-5,,Cabana 5 Robe Hook (polish),candidate,pass,yes,yes,yes,yes,https://www.cabana.com.my/index.php/products/bathroom/bathroom-accessories/hook-bar/cb8003-5-detail,https://www.cabana.com.my/images/virtuemart/product/CB8003-5.jpg,,needs_permission,"Page opened: official Cabana hook-bar detail page live; model token CB8003-5 found in page HTML; image URL HTTP 200 image/jpeg 443622 bytes, filename matches exact SKU.",Request Cabana media permission before production use.
3512,X-HOO-CAB-CB8001-3,,Cabana 3 Robe Hook (satin) CB8001-3,candidate,pass,yes,yes,yes,yes,https://cabana.com.my/index.php/products/bathroom/bathroom-accessories/hook-bar/cb8001-3-detail,https://cabana.com.my/images/virtuemart/product/CB8001-3.jpg,,needs_permission,"Page opened: official Cabana hook-bar detail page live; model token CB8001-3 found in page HTML (CB8001 series = satin finish line, distinct from polished CB8003 series - suffix matches display name); image URL HTTP 200 image/jpeg 337607 bytes, filename matches exact SKU.",Request Cabana media permission before production use.
3630,GROUT-SEAL-703,CAN,Sikagard 703 Groutseal - 1LTR,candidate,pass,yes,yes,yes,yes,https://mys.sika.com/en/home-improvement/waterproofing/sikagard-703-groutseal.html,https://sika.scene7.com/is/image/sikacs/my-02-en-MY-Sikagard-703-GroutSeal-1x1-00557701:1-1?wid=480&hei=480&fit=crop%2C1,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\3630.jpg,needs_permission,"Page opened: official Sika Malaysia Sikagard-703 GroutSeal page live; model token found in HTML; Scene7 image URL HTTP 200 image/jpeg 14364 bytes = identical size to preserved local asset; image asset name carries 1x1 (1-litre) pack code.",Request Sika MY media permission before production use.
3729,ELE-MUL-TES-UNI,,Uni-t UT33B+ Multi Meter Tester,candidate,fail,unresolved,no,yes,yes,https://meters.uni-trend.com/product/ut33plus-series/,https://meters.uni-trend.com/wp-content/uploads/2022/04/UT33B_1.jpg,,unknown,"FAIL: page is the UT33+ SERIES page covering UT33A+/B+/C+/D+ (family hero risk), and the image file is named UT33B_1.jpg - no plus suffix - so the pixel asset cannot be confirmed as the UT33B+ variant (UT33B+ differs from UT33B by battery-test feature; casings near-identical). model_exact would not be yes. Official UNI-T datasheet covers all four variants in one PDF - no model-specific asset on page.",APPENDED TO JOB 2: obtain UNI-T UT33B+-specific press asset or crop from official UT33+ datasheet showing B+ panel; else photograph own stock.
3772,TAP-CAB-CB6331,UNIT,Cabana S/steel Drinking Tap,candidate,pass,yes,yes,yes,yes,https://www.cabana.com.my/index.php/products/kitchen/kitchen-faucet/cb6331-detail,https://www.cabana.com.my/images/virtuemart/product/CB6331.jpg,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\3772.jpg,needs_permission,"Page opened: official Cabana kitchen-faucet detail page live; model token CB6331 found in page HTML; image URL HTTP 200 image/jpeg 98428 bytes = identical size to preserved local asset; filename matches exact SKU.",Request Cabana media permission before production use.
4096,TAP-CAB-CB1540SS-BL,PCS,Cabana S/s Pillar Mounted Kitchen Tap,candidate,pass,yes,yes,yes,yes,https://www.cabana.com.my/index.php/products/kitchen/kitchen-faucet/cb1540ss-bl-detail,https://www.cabana.com.my/images/virtuemart/product/CB1540SS-BL.jpg,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\4096.jpg,needs_permission,"Page opened: official Cabana kitchen-faucet detail page live; model token CB1540SS-BL found in page HTML (-BL black suffix consistent with display SKU); image URL HTTP 200 image/jpeg 94433 bytes = identical size to preserved local asset; filename matches exact SKU incl. BL suffix.",Request Cabana media permission before production use.
4880,TAP-CAB-CB2805A,PCS,Cabana Hose Bib Tap CB2805A,candidate,pass,yes,yes,yes,yes,https://www.cabana.com.my/index.php/products/kitchen/kitchen-faucet/cb2805a-ss-cr-diy-detail,https://www.cabana.com.my/images/virtuemart/product/CB2805A3.jpg,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\4880.jpg,needs_permission,"Page opened: official Cabana kitchen-faucet detail page live (cb2805a-ss-cr-diy = stainless chrome DIY variant); model token CB2805A found in page HTML; image URL HTTP 200 image/jpeg 125311 bytes = identical size to preserved local asset. Display name claims no colour so SS-chrome page does not conflict.",Request Cabana media permission before production use.
4881,TAP-CAB-CB2806A,PCS,Cabana Bib Tap CB2806A,candidate,pass,yes,yes,yes,yes,https://www.cabana.com.my/index.php/products/kitchen/kitchen-faucet/cb2806a-ss-cr-diy-detail,https://www.cabana.com.my/images/virtuemart/product/CB2806A8.jpg,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\4881.jpg,needs_permission,"Page opened: official Cabana kitchen-faucet detail page live (cb2806a-ss-cr-diy stainless chrome DIY); model token CB2806A found in page HTML; image URL HTTP 200 image/jpeg 121175 bytes = identical size to preserved local asset.",Request Cabana media permission before production use.
2557,BOS-2608-521-043,PCS,Screwdriver Bit - 2608-521-043,candidate,pass,yes,yes,yes,yes,https://www.bosch-pt.com.my/my/en/extra-hard-double-ended-screwdriver-bit-packs-phillips-2868181-ocs-ac/,https://www.bosch-pt.com.my/my/en/ocsmedia/307515-82/product-image/full/10-piece-double-ended-bit-set-ph2-ph2-2608521043.png,catalogue/ai-inbox/manus-images/retry-pass2/2501-2558/assets/2557.png,needs_permission,"Page opened: official Bosch Professional MY catalogue page for Extra-hard double-ended screwdriver bit packs (Phillips); order number 2608521043 found in page HTML; image URL HTTP 200 image/png 111921 bytes = identical size to preserved local asset; image filename carries exact order number 2608521043 and pack description 10-piece PH2 - whole tool (bit pack) pictured, not a lone accessory.",Request Bosch MY media permission before production use.
