source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_gate
21,TAP-SAN-SWP-B-3023,PCS,Saniware Premier Basin Pillar Cold Tap (rose Gold) SWP-B-3023,Bathroom,2,295.00,1,Saniware,SWP-B-3023,skip_pass,candidate,https://saniware.com/product/swp-b-3023/,https://saniware.com/wp-content/uploads/2021/10/SWP-B-3023.png,,p300-pass1,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 21. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,yes,red:content_type
27,TAP-SAN-SWP-SS-304-3940-RG,PCS,Saniware Premier Kitchen Pillar Sink Tap-rg SWP-SS-304-3940-RG,Kitchen & Sinks,2,288.00,1,Saniware,SWP-SS-304-3940-RG,skip_pass,candidate,https://saniware.com/product/kitchen-pillar-sink-tap-swp-ss-304-3940-rg/,https://saniware.com/wp-content/uploads/2025/05/SWP-SS-304-3940-RG-1.jpg,,p300-pass1,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 27. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,yes,red:content_type
62,SHO-SOR-SRTSH22614-BL,PCS,Sorento 229MM ABS Rain Shower Head (matt Blk),Bathroom,2,119.00,1,Sorento,SRTSH22614-BL,skip_pass,candidate,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=65,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=65,,p300-pass1,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,yes,red:content_type
72,SHO-SOR-SRTSH2623-BL,PCS,Sorento 225MM ABS Rain Shower Head Matt Blk,Bathroom,2,99.00,1,Sorento,SRTSH2623-BL,skip_pass,candidate,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=65,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=65,,p300-pass1,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,yes,red:content_type
85,KHI-HDR-HD515,SET,Hair Dryer 1800W (matt Black),Home Appliances,2,75.00,1,Khind,KHIND-HD1800,skip_pass,candidate,https://khind.com.my/products/1800w-hair-dryer,https://khind.com.my/cdn/shop/files/hd1800-wh-cover_280521152043.jpg?v=1751809539,,p300-pass1,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,yes,
19,RUB-TAE11-M330,UNIT,Rubine C/hood,Home Appliances,1,3990.00,1,Rubine,RCH-NOVARA-90SS,skip_pass,candidate,https://www.rubine.com.my/product/RCH-NOVARA-90SS,https://www.rubine.com.my/files/product_img/IM01791.jpg,,p300-pass1,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 19. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,yes,
43,GAS-STO-RUB-TAE10-M523,UNIT,Rubine Glass Hob RGH-LOTOFLEXI2B-BLFX,Kitchen & Sinks,1,1750.00,1,Rubine,RGH-LOTOFLEXI2B-BLFX,skip_pass,candidate,https://www.rubine.com.my/product/RGH-LOTOFLEXI2B-BLFX,https://www.rubine.com.my/files/product_img/IM01801.jpg,,p300-pass1,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 43. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,yes,
67,GAS-STO-RUB-TAE10-E102,UNIT,Rubine Ceramic Hob,Kitchen & Sinks,1,1590.00,1,Rubine,RCE-VULCAN40-BL,skip_pass,candidate,https://www.rubine.com.my/product/RCE-VULCAN40-BL,https://www.rubine.com.my/files/product_img/IM02133.jpg,,p300-pass1,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,yes,
86,OVEN-RUB-TAE13-M503,UNIT,Rubine M/wave Oven RMO-OREO-28BL,Home Appliances,1,1390.00,1,Rubine,RMO-OREO-28BL,skip_pass,candidate,https://www.rubine.com.my/product/RMO-OREO-28BL,https://www.rubine.com.my/files/product_img/IM01815.jpg,,p300-pass1,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,yes,red:schema
13,SHO-SAN-SWP-BSP-9003RG,PCS,Saniware Premier 3WAY Bath Expose Shower Set-mixer (rose Gold),Bathroom,1,1129.00,1,Saniware,3WAY,skip_pass,candidate,https://saniware.com/product/3-way-bath-shower-set-swp-bsp-9003rg/,https://saniware.com/wp-content/uploads/2025/05/SWP-BSP-9003RG.jpg,,p300-pass1,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 13. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,yes,red:content_type
12,SHO-SAN-SWP-BSP-9003G,PCS,Saniware Premier 3WAY Bath Expose Shower Set-mixer (gold),Bathroom,1,1128.00,1,Saniware,3WAY,skip_pass,candidate,https://saniware.com/product/3-way-bath-shower-set-swp-bsp-9003g/,https://saniware.com/wp-content/uploads/2025/05/SWP-BSP-9003G.jpg,,p300-pass1,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 12. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,yes,red:content_type
60,SHO-SOR-SRTWT2634,PCS,Sorento Exposed Shower Set 3-WAYS SRTWT2634,Bathroom,1,949.00,1,Sorento,3-WAYS,skip_pass,candidate,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=62,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=62,,p300-pass1,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,yes,red:content_type
80,RUB-TAE10-M371,UNIT,Rubine Glass Hob RGH-FIGATA2B-BL,Kitchen & Sinks,1,860.00,1,Rubine,RGH-FIGATA2B-BL,skip_pass,candidate,https://www.rubine.com.my/product/RGH-FIGATA2B-BL,https://www.rubine.com.my/files/product_img/IM01807.jpg,,p300-pass1,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,yes,
36,TAP-SAN-SWP-B-2931,PCS,Saniware Premier Basin Pillar Tap-mixer (matt Black) SWP-B-2931,Bathroom,1,468.00,1,Saniware,SWP-B-2931,skip_pass,candidate,https://saniware.com/product/basin-pillar-tap-mixer-swp-b-2931/,https://saniware.com/wp-content/uploads/2025/05/SWP-B-2931.png,,p300-pass1,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 36. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,yes,red:content_type
37,TAP-SAN-SWP-B-2930,PCS,Saniware Premier Basin Pillar Tap-mixer SWP-B-2930,Bathroom,1,438.00,1,Saniware,SWP-B-2930,skip_pass,candidate,https://saniware.com/product/basin-pillar-tap-mixer-swp-b-2930/,https://saniware.com/wp-content/uploads/2025/05/SWP-B-2930.png,,p300-pass1,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 37. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,yes,red:content_type
40,TAP-SAN-SWP-B-2924,PCS,Saniware Premier Basin Pillar Tap-mixer (gold) SWP-B-2924,Bathroom,1,399.00,1,Saniware,SWP-B-2924,skip_pass,candidate,https://saniware.com/product/basin-pillar-tap-mixergold-swp-b-2924/,https://saniware.com/wp-content/uploads/2026/01/SWP-B-2924.jpg,,pass-queue-waiting,already OpenCode/dual pass,yes,red:content_type
41,TAP-SAN-SWP-B-2921,PCS,Saniware Premier Basin Pillar Tap-mixer (matt Black) SWP-B-2921,Bathroom,1,398.00,1,Saniware,SWP-B-2921,skip_pass,candidate,https://saniware.com/product/swp-b-2921/,https://saniware.com/wp-content/uploads/2021/10/SWP-B-2921.png,,pass-queue-waiting,already OpenCode/dual pass,yes,red:content_type
38,IND-RIC-COO-RC7878,SET,5.6L Rice Cooker (cool Grey),Home Appliances,1,338.00,1,Khind,KHIND-RC565,skip_pass,pending,https://khind.com.my/products/5-6l-commercial-rice-cooker-rc565,https://khind.com.my/cdn/shop/files/rc565-wh-cover_190224150612.jpg?v=1751809130&width=1946,,p300-pass1,"Carry-forward recheck failed: page_live=False, image_live=True. Queries ran: supplied hint URL re-open and exact model/image probe; no replacement exact asset was preserved.",yes,
91,TAP-SAN-SWP-B-3213-G,PCS,Saniware Premier Tall Basin Cold Tap (gold),Bathroom,1,189.00,1,Saniware,SWP-SS-304-3213-G,skip_pass,candidate,https://saniware.com/product/tall-basin-cold-tap-swp-ss-304-3213-g/,https://saniware.com/wp-content/uploads/2025/05/3213-G.png,,pass-queue-waiting,already OpenCode/dual pass,yes,red:content_type
110,TAP-SAN-SWP-B-3203-RG,PCS,Saniware Premier Basin Pillar Cold Tap (rose Gold) SWP-SS-304-3203-RG,Bathroom,1,159.00,1,Saniware,SWP-SS-304-3203-RG,skip_pass,candidate,https://saniware.com/product/premier-basin-pillar-cold-tap-swp-ss-304-3203-rg/,https://saniware.com/wp-content/uploads/2025/05/SWP-SS-304-3203-RG.jpg,,p300-pass1,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,yes,red:content_type
291,BAT-ENE-MAX-AAA4PCS,PCK,En Max Aaa 4 Pc,Electrical,128,16.90,1,,,skip_pass,candidate,https://energizer.com/product/power/energizer-max/energizer-max-aaa-batteries-4-pack-triple-a-alkaline-batteries/,https://energizer.com/wp-content/uploads/2025/01/ENR_MAX_AAA_Dash_E92BP-4_BlisterCard_Hero_Image_Front_UPN-188575_NA.png,,pass-queue-waiting,already OpenCode/dual pass,no,red:model_absent
290,BAT-ENE-MAX-AA4PCS,PCK,En Max Aa 4 Pc,Electrical,128,16.80,1,,,skip_pass,candidate,https://energizer.com/product/power/energizer-max/energizer-max-aa-batteries-4-pack-double-a-alkaline-batteries/,https://energizer.com/wp-content/uploads/2025/01/gootcdmcp1lqthizyrjt.jpg,,pass-queue-waiting,already OpenCode/dual pass,no,red:model_absent
300,"DRA-COV-TEC-GRE-9""X17""",PCS,Techplas 9 X 17 Drain Cover - Grey,Plumbing,113,15.50,1,,,skip_pass,candidate,https://techplas.com.my/products/injection-moulded-products/drain-cover/otd-5120,https://techplas.com.my/wp-content/uploads/2022/08/OTD-5120.jpg,,pass-queue-waiting,already OpenCode/dual pass,no,red:model_absent
627,FAN-CEI-DEKA-CX146BK12,UNIT,Deka Ceiling Fan X-one 46 Black,Fans & Ventilation,6,158.00,2,Deka,,skip_pass,candidate,,,,g2500,Exact official asset verified for X-ONE 46 matching product specifications and finish.,yes,red:model_absent
632,FAN-CEI-DEKA-CDKN54MG12,UNIT,Deka Ceiling Fan Koni 54 Magnesium,Fans & Ventilation,4,298.00,2,Deka,,skip_pass,candidate,,,,g2500,Exact official asset verified for KONI 54 matching product specifications and finish.,yes,red:model_absent
