ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
6723,1624,TAP-SAN-SWP-B-3203,PCS,Basin Pillar Cold Tap SWP-SS-304-3203,Bathroom,4,118.00,3,,SWP-SS-304-3203,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6724,2241,KGR-PAI-ROA-LIN-3103,TIN,5L Kangaroo Road Line Marking Pai,Paint & Sundries,4,118.00,3,,JREC3103-BLA[EX,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6725,1503,GAS-STO-BGC-848,SET,Butterfly S/s Double Gas Cooker,Home Appliances,4,115.00,3,,BGC-848,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6726,1618,FAN-TAB-BTF-8001,SET,Butterfly 8 Table Fan (grey+white),Fans & Ventilation,4,115.00,3,,BTF-8001,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6727,2288,PYE-WOO-VAR-4L,TIN,PYE Wood VARNISH-4LITRE,Paint & Sundries,4,108.00,3,,VARNISH-4LITRE,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6728,1642,BLE-MID-MBL-6010W,PCS,Midea Table Blender 1.25L 600W,Home Appliances,4,105.00,3,,MBL-6010W,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6729,1672,TAP-SIN-CAV-CA3818P,PCS,Cavallo Double Tube Sink Tap-pillar,Kitchen & Sinks,4,103.00,3,,CA3818P,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6730,1733,CIMA-2822-66-96W,SET,Ceiling Light Ic Control,Lighting,4,95.00,3,,2822/6/L/96W,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6731,1744,ELE-PEN-102/BK-E27,PCS,Pendant Lamp Black 102/BK,Lighting,4,92.00,3,,102/BK,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6732,2377,DUC-HOS-D-011,PCS,Alum Ducting Hose,Outdoor & Garden,4,89.90,3,,D-011,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6733,1658,COC-SIN-DOU-TY6688W,PCS,Double Sink Tap,Kitchen & Sinks,4,89.50,3,,TY6688W,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6734,1962,LOC-COL-RK502,SET,Colex Key-a-like Anti Cut Padlock RK-502,Locks & Security,4,87.50,3,,RK-502,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6735,2441,LET-BOX-HW309,PCS,0339 Metal Letter Box (321X218X80MM),Doors & Hardware,4,85.00,3,,321X218X80MM,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6736,1751,TAP-SIN-CAV-CA3311P,PCS,Double Tube Sink Tap-pillar,Kitchen & Sinks,4,79.50,3,,CA3311P,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6737,1877,WAL-DOW-B212/1W,SET,B212/1 Wall Lamp,Lighting,4,73.00,3,,B212/1,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6738,2418,CUT-SICKLE-JM22W,PCS,Sickle Harvesting Palm WHITE30,Outdoor & Garden,4,69.90,3,,WHITE30,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6739,1886,SPR-BID-B2021,PCS,Bliton 304 S/steel Bidet Spray,Bathroom,4,67.90,3,,B2021,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6740,1873,SPR-BID-B7011,PCS,Bliton Bathroom Bidet Set,Bathroom,4,57.90,3,,B7011,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6741,1853,"CHA-SAW-CHAIN-3610-14""",PCS,14 Stihl Chain,"Rope, Chain & Netting",4,57.00,3,STIHL,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6742,1940,SWI-SOC-ELE-TSGD913,PCS,13A Universal Track Socket Gold-blue LED (GD913),Lighting,4,52.90,3,,GD913,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6743,1941,SWI-SOC-ELE-TSR913,PCS,13A Universal Track Socket Red-blue LED (R913),Lighting,4,52.90,3,,R913,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6744,2116,SWI-SOC-ELE-TSBK13,PCS,13A Flat Pin Tracks Socket Black-blue LED (BK13),Lighting,4,52.90,3,,BK13,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6745,2117,SWI-SOC-ELE-TSGD13,PCS,13A Flat Pin Tracks Socket Gold-blue LED (GD13),Lighting,4,52.90,3,,GD13,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6746,2115,SPR-BID-HEA-LUX-LT2020,SET,Luxtec Spray Bidet Set,Bathroom,4,52.50,3,,LT-2020,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6747,1182,MEA-TAP-GLO-A050M,PCS,Glotool Measuring Tape (type A) 50M,Hand Tools,4,49.00,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6748,2065,TOO-BOX-NIE-H/D-175,PCS,Nietz 175 H/d Duty Tool Box 50523175,Hand Tools,4,45.90,3,Nietz,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6749,2068,BID-SAN-SBD-304-60075,PCS,S600 S/s Spray Bidet Set HOLDER&1.2MM Flexible Hose,Bathroom,4,45.00,3,,S600,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6750,1802,TOO-CUT-SNI-W1012B,PCS,Tin Cutter 300MM,Power Tools,4,44.50,3,,W1012B,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6751,2017,ELE-SOL-W2803,PCS,Electric Solder Iron,Home Appliances,4,39.80,3,,W2803,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6752,2162,SHO-CAB-CSA404,PCS,Cabana S/steel Shower Arm 450MM - Satin,Bathroom,4,37.90,3,,CSA404,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6753,2105,TAP-WALL-I301,PCS,Wall Sink Tap I301 Wtc Tic,Kitchen & Sinks,4,35.90,3,,I301,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6754,2107,BBQ-STO-ZC1115,PCS,"14""X10 Bbq Stove",Home Appliances,4,35.90,3,,X10,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6755,1218,NIE-PLU-SOC-50046916,PCS,Nietz Spark Plug W/magnetic (6PT) 50046916,Electrical,4,34.80,3,Nietz,6PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6756,2336,WEL-ELE-NSW-308L-3.2MM,KGS,Nihonweld Electrode X 3.2MM,Welding,4,34.00,3,,NSW308L,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6757,1712,TOO-LEV-SUN-9200MM,PCS,Glotool Magnetic Spirit Level 48,Power Tools,4,32.90,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6758,1262,NIE-SOC-IMP-THI-1/2-21MM,PCS,Nietz Thin Wall Deep Imp Socket 6PT 50141221 21MM,Electrical,4,30.80,3,Nietz,6PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6759,1296,NIE-SOC-IMP-THI-1/2-19MM,PCS,Nietz Thin Wall Deep Imp Socket 6PT 50141219 19MM,Electrical,4,28.90,3,Nietz,6PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6760,1438,TOO-NIE-SOC-HDL-13MM,PCS,Nietz T Hdl Deep Socket Wrch (6PT)50050213 13MM,Electrical,4,28.80,3,Nietz,6PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6761,2220,BOS-2608-603-729,PCS,Diamond Blade For Tile,Abrasives & Cutting,4,28.80,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6762,1814,TOO-LEV-SUN-900MM,PCS,Glotool Magnetic Spirit Level 36,Power Tools,4,27.50,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6763,2213,NIE-JOI-UNI-12MM,PCS,Nietz Dr Universal Joint 1/2 50046840,Hand Tools,4,27.50,3,Nietz,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6764,2252,ELE-SOL-W0301C,PCS,Ex Heat Electric Solder Iron 60W,Home Appliances,4,26.50,3,,W0301C,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6765,1061,TOO-HAM-SLE-GT03LB,PCS,Glotool Sledge Hammer 3LB,Hand Tools,4,25.90,3,Glotool,3LB,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6766,1475,TOO-NIE-SOC-HDL-08MM,PCS,Nietz T Hdl Deep Socket Wrch (6PT)50050208 8MM,Electrical,4,25.90,3,Nietz,6PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6767,1038,TAR-SHT-GT2-08X10,SHT,Glotool PE Tarp Sheet - 8 X 10 (GT02),Building Materials,4,24.90,3,Glotool,GT02,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6768,2322,TAP-WAL-JOPEX-QSTW01W,PCS,Jopex Sink Tap,Kitchen & Sinks,4,24.80,3,,WALL-QSTW01W,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6769,1439,VAL-SAN-SW-SS-AV-77,PCS,Saniware Angle Valve SW-SS-AV-77,Plumbing,4,24.00,3,Saniware,SW-SS-AV-77,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6770,2270,TAP-PIL-JOPEX-QSTP01W,PCS,Jopex Pillar Sink,Kitchen & Sinks,4,23.90,3,,TAP-QSTP01W,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6771,1474,TOO-COM-GLO-27MM,PCS,Glotool Combination Wrench 27MM,Hand Tools,4,23.50,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6772,2120,TOO-LEV-W0093D600,PCS,Aluminium Level (600MM),Power Tools,4,22.80,3,,W0093D,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6773,1851,TOO-NIE-SOC-KEY-L06MM,PCS,Nietz 1/2 IN Drive Long Allen Bxsocket 50240106 6MM,Power Tools,4,21.90,3,Nietz,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6774,1843,BOS-1617-014-138,SET,Carbon Brush Gsh 388/ Gsh 500/ Gsh 5,Power Tools,4,21.50,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6775,1116,TOO-HAM-SLE-GT02LB,PCS,Glotool Sledge Hammer 2LB,Hand Tools,4,20.90,3,Glotool,2LB,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6776,1434,NIE-SOC-HAN-DEE-06P-1/2-22MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042022 22MM,Electrical,4,20.60,3,Nietz,6PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6777,1917,BOS-TER-FEMALE-CON-IW-TCF10/25,PCS,Terminal Female Connector 10-25,Power Tools,4,20.50,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6778,1103,BOS-2608-595-077,PCS,Hss-g Metal Bit 10.0MM,Power Tools,4,19.80,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6779,1471,NIE-SOC-HAN-DEE-06P-1/2-20MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042020 20MM,Electrical,4,19.20,3,Nietz,6PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6780,2207,TOO-LEV-W0093B400,PCS,Aluminium Level (400MM),Power Tools,4,18.90,3,,W0093B,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6781,1626,TOO-COM-GLO-25MM,PCS,Glotool Combination Wrench 25MM,Hand Tools,4,18.50,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6782,1508,NIE-SOC-HAN-DEE-06P-1/2-17MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042017 17MM,Electrical,4,17.60,3,Nietz,6PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6783,2244,TOO-LEV-W0093A300,PCS,Aluminium Level (300MM),Power Tools,4,16.90,3,,W0093A,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6784,1538,NIE-SOC-HAN-DEE-06P-1/2-12MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042012 12MM,Electrical,4,16.80,3,Nietz,6PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6785,1539,NIE-SOC-HAN-DEE-12P-1/2-14MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045014 14MM,Electrical,4,16.80,3,Nietz,12PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6786,2438,CUT-TUR-BWM-100MM,PCS,Glotool 100MM Turbo Granite Wheel Bwms,Abrasives & Cutting,4,16.50,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6787,1639,TOO-HAM-CLA-GT25MM,PCS,Glotool Claw Hammer 25MM,Hand Tools,4,15.50,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6788,2320,PYE-WOO-VAR-250ML,TIN,PYE Wood VARNISH-250ML,Paint & Sundries,4,13.50,3,,VARNISH-250ML,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6789,1643,BOS-2608-634-994,PCS,Jigsaw Blade T345XF,Power Tool Accessories,4,13.30,3,Bosch,T345XF,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6790,1627,"TOO-NIE-SOC-HAN-1/2""-22MM",PCS,Nietz Dr Chrome Socket (12PT)50043022 22MM,Electrical,4,12.90,3,Nietz,12PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6791,2585,TOO-PLI-LOC-GT175,PCS,Glotool Locking Plier 7,Hand Tools,4,12.90,3,Glotool,,reopen,pending,,,,manus-2559-2608,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries.",yes,open,,,
6792,2027,BOS-2608-900-570,PC,Hex 9 Multi Purpose D/bit 4 X 45 X 90MM,Power Tools,4,12.30,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6793,1688,"TOO-NIE-SOC-HAN-1/2""-20MM",PCS,Nietz Dr Chrome Socket (12PT)50043020 20MM,Electrical,4,11.70,3,Nietz,12PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6794,1742,BOS-2608-634-503,PCS,Jigsaw Blade T118BF,Power Tool Accessories,4,11.50,3,Bosch,T118BF,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6795,2248,BOS-1619-PC0-389,PCS,Carbon Brush Gsb 600 (c),Power Tools,4,10.90,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6796,1813,TOO-COM-GLO-20MM,PCS,Glotool Combination Wrench 20MM,Hand Tools,4,10.20,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6797,1774,"TOO-NIE-SOC-HAN-1/2""-17MM",PCS,Nietz Dr Chrome Socket (12PT)50043017 17MM,Electrical,4,9.90,3,Nietz,12PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6798,1752,BOS-2608-667-446,PCS,Jigsaw Blade For PVC,Power Tool Accessories,4,9.30,3,Bosch,T102H,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6799,1861,TOO-COM-GLO-18MM,PCS,Glotool Combination Wrench 18MM,Hand Tools,4,9.20,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6800,1823,BOS-2608-680-259,PCS,Sds + Drill Bit S3 5 X 100/160MM,Power Tool Accessories,4,8.80,3,Bosch,100/160MM,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6801,1319,NIETZ-MOU-FLA-WHE-57122100,PCS,Nietz Mounted Flap Wheel 57122100,Abrasives & Cutting,4,7.90,3,Nietz,25X25X6,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6802,1875,"TOO-NIE-SOC-HAN-1/2""-08MM",PCS,Nietz Dr Chrome Socket (12PT)50043008 8MM,Electrical,4,7.80,3,Nietz,12PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6803,1876,"TOO-NIE-SOC-HAN-1/2""-13MM",PCS,Nietz Dr Chrome Socket (12PT)50043013 13MM,Electrical,4,7.80,3,Nietz,12PT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6804,1992,TOO-COM-GLO-16MM,PCS,Glotool Combination Wrench 16MM,Hand Tools,4,7.30,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6805,2361,"TOO-CHI-NIE-5""",PCS,Nietz Centre Punch 120MM 551-84-412,Power Tools,4,6.80,3,Nietz,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6806,1951,FIT-BUT-ELB-32X32MM,PCS,Buteline PE Elbow 32X32MM,Plumbing,4,5.60,3,Buteline,32X32MM,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6807,1258,BOS-2608-578-114,PCS,Masonry Drill Bit 3MM X,Power Tool Accessories,4,4.30,3,Bosch,30/60MM,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6808,1313,BRU-END-HAW-509062,PCS,Glotool E/brush (b) 19MM,Power Tool Accessories,4,3.90,3,Glotool,509062-9009C,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6809,2307,TOO-COM-GLO-07MM,PCS,Glotool Combination Wrench 07MM,Hand Tools,4,3.90,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6810,1139,BATH-CBFAL5568,PCS,Cab 5IN1 Bath Furn. Set-blk (alum),Bathroom,3,599.00,3,,5IN1,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6811,1179,BOS-GMAW-180DH,UT,I-weld MIG Welding Machine 180A,Welding,3,519.00,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6812,1654,PUM-WTR-IPA370IQC,UNIT,I-pump Auto Peripheral Pump 0.5HP,Pumps & Water,3,515.00,3,,0.5HP,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6813,1208,SIN-CAB-CKS317,PCS,Cabana S/steel Kitchen Sink CKS317,Kitchen & Sinks,3,469.00,3,,CKS317,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6814,1211,BATH-CBF3611,PCS,Cab Bath Furn.-bl,Bathroom,3,469.00,3,,CBF3611,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6815,1212,BATH-CBF3612,PCS,Cab Bath Furn.-wh,Bathroom,3,469.00,3,,CBF3612,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6816,1788,PUM-WTR-IPA750,UNIT,I-pump Automatic Pump,Pumps & Water,3,439.00,3,,IPA750,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6817,2325,BOX-ICE-200LTR,PCS,Insulated Ice Box (ks) 200LTR,Housewares,3,429.00,3,,200LTR,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6818,2420,LAD-ALU-WEL-D08,UNIT,Alum Welded Ladder - D08,Ladders & Access,3,399.00,3,,D08,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6819,1298,SIN-CAB-CKS319,PCS,Cabana S/s Kitchen Sink,Kitchen & Sinks,3,378.00,3,,CKS319,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6820,2166,WEL-MAC-STW-160E,UNIT,Starweld Welding Machine Acc. Mma 160E,Welding,3,369.00,3,,160E,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6821,1885,PAI-SPR-GUN-TM-71,UNIT,Haupon Eletric Paint Spray Gun (home Painter),Paint & Sundries,3,359.00,3,,TM-71,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6822,2501,LAD-ALU-WEL-D07,UNIT,Alum Welded Ladder - D07,Ladders & Access,3,359.00,3,,D07,reopen,pending,https://nietz.com.my/product-category/general-hardware/ladders/,,,recover-pass1,Q: nietz.com.my official site live; ladders category lists Double Sided HD / Double Extension / etc. but no 'Alum Welded Ladder D07' product name/code.,yes,open,,,
6823,1260,FAN-STA-OS-26SF,PCS,Osaki Industrial Stand Fan 26,Fans & Ventilation,3,349.00,3,,OS-26SF,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6824,1323,SHO-CAB-CSS8801,PCS,Cab Exposed Shower Set,Bathroom,3,349.00,3,,CSS8801,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6825,1324,SHO-SAN-SSP-6005503SS,PCS,S600 3WAY Bath Shower Set For Water Heater,Bathroom,3,328.00,3,,S600,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6826,1980,DC-S1P-FF02-180,SET,Polisher / DSP02-180,Power Tools,3,325.00,3,,DSP02-180,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6827,1327,TOW-SRT764-24-CR,PCS,Srt Moveable Towel Shelf 600MM (chrome),Bathroom,3,319.00,3,,SRT764-24-CR,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6828,1979,DC-M1Y-FF02-185,SET,Electric Circular Saw (1100W),Power Tools,3,318.00,3,,DMY02-185,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6829,1291,FAN-CEI-KDK-K14X2,SET,Kdk Ceiling Fan 56 Pbr,Fans & Ventilation,3,309.00,3,,K14X2,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
6830,1325,TAP-CAB-CB4942-BL,PCS,Cabana High Basin Cold Tap (matt Black),Bathroom,3,298.00,3,,CB4942-BL,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes,open,,,
