source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,model_exact,finish_exact,match_confidence,tiers_run,queries_log,pages_log,notes
7364,"FAS-SCR-TD-HRW 640- 1 1/2""""",PCK,pending,,,,,,,,,T1,q:Spandex wood screw TD HRW 640 Malaysia,,"Strong lead kmlighting.my PDP 'MK Brand ... TD Screw with Rubber Washer (TD-HRW Type-17)' quoting '#12 X 1.5"" (TD-HRW 640)' = exact size/model (search excerpt seen this round; page NOT opened, image NOT byte-checked); conflict to resolve first: display says 'Spandex Screw' while page brands it MK (Menara Kerjaya Fasteners Sdn Bhd); authorisation unverifiable."
7656,PAI-GAL-J603S,PCS,pending,,,,,,,,,,,,Identifier J603S (pail mould/supplier code) never queried - search provider rate-walled mid-batch (HTTP 429); run targeted query next pass before rejecting as housewares commodity.
7746,ELE-TUB-LED-CAS-TL-140,SET,pending,,,,,,,,,T1,"q:""Cielo"" D2 T8 LED casing fitting",,"T1 returned unrelated 'Cielo' marks only (Pablo Cielo pendant, Enedo CIELO LED driver); no source for 'Cielo D2' T8 casing fitting (big hole); looks like a local/Sarawak trade brand without indexed PDP; try T2/T3 (Malay/Chinese terms, brand-owner hunt)."
6399,GAS-LIG-081,PCS,reject,,,,,,,,,T1,"q:""349"" flexible refillable gas lighter",,"'349' is a supplier line number, not a brand/model; T1 surfaced only generic UK/EU flexible refillable lighters; commodity lighter has no OEM product page."
7716,LIN-FUS-63A,PCS,pending,,,,,,,,,,,,Sesco-pattern 63A fuse link; branded HRC fuse links exist so one T1 pass is owed before any reject; search provider rate-walled before any query ran.
6987,NUM-60MM-E,PCS,reject,,,,,,,,,,,,"Custom-cut ACP signage letter, unbranded made-to-order item; no OEM product page can exist."
7493,DRI-CER-BLI-06MM(+),PCS,pending,,,,,,,,,T1,q:Blimax multi ceramic cross drill bit gold 6mm,,"BLIMAX Multi Ceramic Cross Drill Bit gold 6mm confirmed to exist but ONLY via MY marketplace (Shopee) listing; Blimax is a real tool-accessory brand yet no official/distributor site surfaced in T1; escalate T2 (blimax.com.my/.sg, distributor catalogues)."
7320,"PAI-BRU-SEL-1""""",PCS,pending,,,,,,,,,,,,Major brand (Selleys/DuluxGroup); BOTH search attempts hit HTTP 429 rate wall before any query executed; unconsumed T1 - retry e.g. Selleys all purpose paint brush site:selleys.com.my.
7689,SHH-BLK-NYL-210/15-BK,PCS,pending,,,,,,,,,,,,Black nylon fishing/netting line 100G; codes 210/15 and '(308)' unresolvable without a query; search provider rate-walled before any search ran; park one T1/T2 attempt (black nylon fishing line 100g 210/15) next pass.
6976,TOO-HAN-SPA-T12MM,PCS,reject,,,,,,,,,,,,Unbranded T-handle spanner; generic hand tool with no model identity; no OEM product page possible.
7690,SHH-BLK-NYL-210/9-BK,PCS,pending,,,,,,,,,,,,"Same family as SHH-BLK-NYL-210/15-BK (210/9 100G black nylon, '(308)'); rate-walled before any query; park one T1/T2 attempt next pass."
7373,CUT-SAW-HANDLE,PCS,reject,,,,,,,,,T1,q:Supersawman handsaw handle,,Dedicated T1 query returned nothing relevant anywhere (only unrelated US 'SuperSaw' mini-chainsaw brand); Supersawman handsaw handle has no web presence beyond stores; reject honestly rather than force a match.
7745,WEL-COL-BOD-1.6MM,PCS,reject,,,,,,,,,,,,"Generic TIG torch collet body (WP-17/18/26-series consumable), unbranded; without torch-brand context no OEM page can be matched."
6380,TAB-PVC-187-15,MTR,reject,,,,,,,,,T1,"q:PVC table cloth roll ""137cm"" 25m thick Malaysia",,Importer-design PVC table cloth roll 137cm x 25m; '494-10'/'Thick 107' are trade design codes; T1 surfaced only marketplaces and made-in-china factories; commodity with no OEM presence.
7684,TAB-PVC-480-11,MTR,reject,,,,,,,,,T1,"q:PVC table cloth roll ""137cm"" 25m thick Malaysia",,"Same family as TAB-PVC-187-15; design code '480-11'; importer-design commodity roll, no OEM product page."
