source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,model_exact,finish_exact,match_confidence,tiers_run,queries_log,pages_log,notes
7295,"AER-RO-JOI-4""+2""",PCS,pending,,,0,0,0,,,low,1,"q:""Aerico"" RO joint water filter",,websearch ran but returned nothing relevant to Aerico RO joint 4+2 inch; park
7334,SHH-ROD-S2904150,PCS,pending,,,0,0,0,,,low,1,"q:""Santec"" 2696 fishing rod Hornycorn",,"model family confirmed on retailer pages only (2696 series; 2696-165 = 5ft6in; 4-10LB solid transparent); qualifying official/authorised source not found; leads: fishinglinestore.com Santec brand page, 1stopfishingbahau.com product page (retailers); Shopee/Lazada excluded - park"
7349,"SHH-ROU-LAN-NET-19X1/2""",PCS,reject,,,0,0,0,,,low,1,,,Unbranded commodity landing net; no OEM identifiable - honest reject
7669,TOO-DRI-MA039,PCS,reject,,,0,0,0,,,low,1,,,Generic SDS auto-locking drill chuck accessory; MA039 reads as supplier mould code with no brand detectable - honest reject
5222,COC-BAS-CVL-6065,PCS,pending,,,0,0,0,,,low,1,q:Cavallo 6065 basin tap [no results],,Cavallo sanitary brand plausible; no basin-tap PDP found; provider outage - park
6421,IND-CEM-KEM-GREY-20KG,BAG,pending,,,0,0,0,,,low,1,q:Kemgrip adhesive cement grey 20kg Malaysia [provider 429] | q:Kemgrip tile adhesive grey 20kg Malaysia [provider 429] | q:Kemgrip adhesive cement grey 20kg [no results],,all search attempts failed (provider HTTP 429 / engine outage); T1 incomplete - park
7655,ALP-SHO-ACC,UNIT,reject,,,0,0,0,,,low,1,,,Unbranded commodity shower stop-valve accessory (ALP reads as internal grouping not a brand) - honest reject
4868,KGR-OXI-59A1LIT,TIN,pending,,,0,0,0,,,low,1,,,no usable search this pass; Stove Brand possibly literal brand name for green oxide paint 59A; needs T2 normalisation next pass
6390,X-DOR-LOC-CYL-02103,SET,pending,,,0,0,0,,,low,1,,,model-like string Br 579 AC cylindrical lock unresolved; X-DOR prefix brand unknown; needs T2/T3 next pass
7370,TOO-CLA-G-RED-200,PCS,reject,,,0,0,0,,,low,1,,,Unbranded commodity G-clamp (CLA = clamp category marker); honest reject
7641,TAP-SKC-UNC-10MM,SET,pending,,,0,0,0,,,low,1,"q:""SKC"" hand tap UNC Malaysia",p:http://www.skc-taps.com/english/03/index.html (200) | p:http://taikuang.com.my/products/cutting-tools/hss-taps-dies/hss-hand-taps/hss-unc-hand-taps/skc-hand-taps-unc-8-detail.html (200),Official OEM page of SKC Thread Tool Mfg (tap maker) opened this round for UNC hand taps; page size table quotes 3/8 among UNC sizes; only official image is one shared series photo _image/unc.jpg covering ALL UNC sizes -> FAMILY-HERO risk vs per-size SKU so parked; MY distributor Tai Kuang page photo skc24.png also generic; unc.jpg not byte-checked (host stalled)
6731,OIL-COM-AIRVON-AV06810P,TIN,pending,,,0,0,0,,,low,1,q:Airbank AV06810P compressor oil [no results],,Airbank mineral compressor oil AV06810P not found; provider outage - park
7382,SHH-NYL-NET-8,PCS,reject,,,0,0,0,,,low,1,,,Unbranded commodity fishing mesh net - honest reject
