source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,model_exact,finish_exact,match_confidence,tiers_run,queries_log,pages_log,notes
7770,ELE-STA-HOL,PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Fluorescent starter holder, likely unbranded fitting; verify next pass.",
7613,FAS-HOO-EYE-16#,PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. duplicate_listing paired with FAS-HOO-EYE-10#; hook-and-eye commodity, research jointly next pass.",
7719,IND-SCP-WOO25,PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. duplicate_listing of IND-SCP-WOO100 family (Gd Scraper 1/2/4 sizes).",
7657,X-STR-GUN-NED-6IN,PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. 6"" gunny/sacking needle, packaging commodity; no OEM expected, confirm next pass.",
7568,FAS-HOO-EYE-10#,PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Hook-and-eye #10 commodity fastener; parked for next pass.",
7771,"ELE-PVC-ELB-BLUE-3/4""",PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Blue PVC inspection elbow 3/4"" - possibly MY conduit-brand item (e.g. Electraco/Manlex class); needs search to identify OEM.",
3120,"DOR-72'WX71.7/8""",SET,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Made-to-order white casement window 72""W x 71-7/8""H w/ 5mm green reflective glass; local fabrication, no OEM PDP expected.",
7768,"SHE-LEA-1""X3""",KGS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Lead sheet sold by KGS, commodity mill product; no branded PDP expected.",
7767,PVC-STRAPPING-PURPLE,KGS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Purple PVC strapping roll by weight; possible packaging-brand match (e.g. Signode/MIP class) unverifiable this sitting.",
7769,TAB-PVC-515-11,MTR,pending,,,,,,,,T1|T2,"q:PVC table cloth roll 137cm ""515"" Malaysia | q:PVC table cloth roll 137cm ""515-11""",,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Print-number 515-11 + ""Thick 107"" suggests numbered design code from a MY table-cloth converter (e.g. Rose/Lily-class rolls); engines returned only generic PVC pages. Retry T2 next pass.",
280,"DOR-HIN-JTC-SSS-4""",SET,pending,,,,,,,low,T2,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Reopen blocked: prior T1 found marketplace-only (excluded); planned T2 normalisation (SMR stainless hinge 4x3x2.0mm, JTC=supplier code) not executable with all engines down. Stays pending.",
270,CIMA-DL-L-199Y-RND-18W-CIELO-DL,SET,candidate,https://www.cimalighting.com.my/product/cielo-199-driver-on-board-led-downlight-12w-18w-sirim-lampu-siling-rumah-round-square-downlight-4-6-white-lights-home-room-ceiling-lighting,https://cdn1.sgliteasset.com/eluxelig/images/product/product-5938895/uhFmFf0o67779ee60c274_1735892710.jpg,1000,1000,1176635,"CIELO III 199Y LED downlight 18W round - page SKU ""DL-L/199Y/18W/CIE/DL"" quoted verbatim in HTML JSON-LD","Daylight 6500K (SKU suffix /DL; page text ""COLOUR: DAYLIGHT 6500K / COOL..."")",medium,T2(reopen close-out),q:(prior-sitting hint) cimalighting.com.my Cielo 199 driver-on-board LED downlight,p:https://www.cimalighting.com.my/product/cielo-199-driver-on-board-led-downlight-12w-18w-sirim-lampu-siling-rumah-round-square-downlight-4-6-white-lights-home-room-ceiling-lighting (200),"Re-opened known lead THIS round. Page description: CIELO 199 Driver On Board LED Downlight SIZE 4""/6"" WATTAGE 12W/18W LUMEN 800lm/1200lm SHAPE ROUND/SQUARE; variant SKU list contains exact DL-L/199Y/18W/CIE/DL. Byte check: 200 image/jpeg 1176635 bytes, 1000x1000px. Caveat: one hero image serves sibling variants (12W/18W, round/square, DL/840/WW) on same PDP - same-listing variant hero, not cross-SKU theft; flag FAMILY-HERO? if another 199-series row resolves to same CDN file. Brand-official Malaysian webstore (cimalighting.com.my), SIRIM claimed on page."
106,ELE-HOL-TC818-E27,PCS,reject,,,,,,,low,T4(archive),q:archive.org/wayback/available?url=taicon.com.my API check,p:http://archive.org/wayback/available?url=taicon.com.my (200) | p:http://archive.org/wayback/available?url=www.taicon.com.my (200),"Reopen escalation: Wayback Machine availability API returns ZERO archived snapshots of taicon.com.my/www.taicon.com.my - combined with prior DNS NXDOMAIN + marketplace-only presence, no official source exists or ever existed to crop from. Reject confirmed.",
16,ELE-BUL-E27-3W-RED,PCS,reject,,,,,,,low,T4(archive),q:archive.org/wayback/available?url=taicon.com.my API check (shared with pos 106),p:http://archive.org/wayback/available?url=taicon.com.my (200),"Same Taicon finding as pos 106: no live domain, no Wayback snapshots ever. Colour-specific SKU (red) has no official image anywhere. Reject confirmed.",
287,ELE-D/L-ECO-3030-24W,PCS,reject,,,,,,503-24W,6500K daylight,low,T2(blocked),,,"Prior T1 verdict stands: HSP 503-24W unverifiable, closest hit FSL FSP503 is a different brand = mislabeled listing; item_code says ECO-3030-24W while display says HSP 503-24W (internal contradiction). Planned T2 re-query blocked by search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Reject retained on prior evidence."
