source_position|item_code|uom|display_name|category|detected_brand|detected_model
4589|SHH-LINE-WHI-NO.80|PCS|(bs)long White M. L No. 80|Fishing & Tackle||NO.80
5605|CLI-BAT-CLI-0050AMP|SET|L/duty Battery Clip 50AMP|Electrical||50AMP
4021|BNW-BOL-SS304-M12-35MM|PCS|SS 304 Bolt - M12 X 35MM|Fasteners & Fixings||M12
2825|SINK-PROTECTOR-A90|PCS|Sink Protector A90|Kitchen & Sinks||A90
6763|FAS-SCR-DRY-WHI-6#2"|PCK|Hunter/wh - Drywall Screw 6 X2 (20PCS/PCK)|Fasteners & Fixings||20PCS/PCK
4863|FAS-SCR-CSK-3/4" X 6G|PCK|Sr Csk Tapping Screw 3/4 X 6G (20PCS/PCK)|Fasteners & Fixings||20PCS/PCK
2906|FAS-SCR-DS520HW-MET|BOX|10 X 3/4 Self Drilling Screw (500PCS/BOX)|Fasteners & Fixings||500PCS/BOX
3695|SWI-SOC-ELE-E0815B|PCS|Elegance 15A Round Pin Swi Soc Neon-blk (E0815B)|Electrical||E0815B
3746|SWI-SOC-ULT-M041MG|PCS|Ultra 16A 4 GANG 1 Way-matte Grey (M041MG)|Electrical||M041MG
4040|SWI-SOC-ELE-E021B|PCS|Elegance 2 GANG 1 Way-black (E021B)|Electrical||E021B
3795|SWI-SOC-MK-S2893|PCS|Mk Whi Sp 15A Switch Socket - Slimline Plus|Electrical||S2893
3887|FAS-BOL-EXP-TRAC150-M12-140-80|PCS|M12 X 140 X 80 Brain Hook Expansion Bolt|Fasteners & Fixings||M12
3101|IND-CAS-SWI-INS-BRA-2"|PCS|2 DL5 Tpe Insertion Rod Swivel Caster W Brake|Fishing & Tackle||DL5
3114|TOO-CLA-F-BLI-12"|PCS|Blimax Quick Release F CLAMP-12|Hand Tools||CLAMP-12
3046|CUT-SAW-STA-MINI-992020807|PCS|Mini Hacksaw (220MM/ 8-3/4")|Hand Tools||220MM/
4179|TAP-BIB-PVC-J2BC01W|PCS|Jopex PVC 20MM|Plumbing||BIBTAP-2BC01W
3407|HAT-STR-CM042|PCS|42CM Straw Hat|Other||CM042
3612|SHH-HOOK-EWDX4007|PKT|No. 7 (20'S) Eagle Wave Hook|Fishing & Tackle||DX-400
4813|TOO-DRV-MAG-TTC8|PCS|Tajima TTC8 Magnetic Nut Driver M8 X 65MM|Fasteners & Fixings||TTC8
5180|TOO-DRV-2WAY-38MMX6MM|PCS|Blimax 2WAY Screw 1/2|Fasteners & Fixings||2WAY
5092|CAP-03.00UF-440V|EA|Capacitor 400V Italy Square|Electrical||CPI-03.00UF
3031|HAR-SHOE-HE450-20G|PCS|Shoe Adhesive Hardex|Chemicals & Adhesives||HE-450
5165|FIT-YG232-ELB-3/8"-BRA|PCS|Brass Equal Elbow 3/8|Plumbing||YG232
5253|DRI-BIT-SV005|PCS|2 (+-) Sensui Power Bit X110MM|Power Tool Accessories||X110MM
3167|DOR-LOC-CAM-X16MMX90|PCS|Target 9007 CAMLOCK-16MM|Doors & Hardware||CAMLOCK-16MM
3647|FIT-YG228R-NIP-REC-3/8"X1/4"-B|PCS|Brass Reduced Nipple 3/8"X1/4 YG228R|Plumbing||X1/4
3648|FIT-YG251-SOC-10MM-BRA|PCS|Y Brass Connector 10MM|Plumbing||YG251
5954|BNW-WAS-SPR-18MM|PCK|Bsw Spring Washer 3/4 (8PCS/PCK)|Fasteners & Fixings||8PCS/PCK
5691|ELE-PVC-NUT-TC3X10|PCS|Umc 3 X10 PVC Nut Box|Fasteners & Fixings||X10
4608|FLO-MOC-30PS13|PCS|12 X 12 Floor Tiles 30PS13|Flooring||30PS13
4496|FAS-RIV-PAT-3/16"X5/8"-PCK|PCK|Blind Rivet: Jaguar 3/16 X 5/8 (20PCS/PCK)|Fasteners & Fixings||20PCS/PCK
6630|NAI-CON-GAL-2"-PCK|PCK|2 Galvanised Steel Nail (20PCS/PCK)|Fasteners & Fixings||20PCS/PCK
6652|BNW-WAS-SPR-12MM|PCK|Bsw Spring Washer 1/2 (8PCS/PCK)|Fasteners & Fixings||8PCS/PCK
2990|FAS-SCR-DS665HW-MET|BOX|12 X 2.1/2 Self Drilling Screw (250PCS/BOX)|Fasteners & Fixings||250PCS/BOX
3570|SWI-SOC-ELE-E041B|PCS|Elegance 16A 4 GANG 1 Way-black (E041B)|Electrical||E041B
2864|IND-WHE-TYR-SOLI|PCS|ST22 Solid Wheel|Building Materials||ST22
4215|SWI-SOC-ELE-E012B|PCS|Elegance 16A 1 GANG 2 Way-black (E012B)|Electrical||E012B
3885|COC-STO-C012|PCS|Brass Stop Cock - C012 12MM|Plumbing||C012
2964|CUT-DIS-HIT-14X25.4MM|PCS|Cut Off Wheel 14 (355X2.8X25.4MM)|Abrasives & Cutting||355X2.8X25.4MM
4274|VAL-BAL-VIP-FF12MM|PCS|1/2 Vip Chrome Mini Valves 323FF|Plumbing||323FF
4297|VAL-ANG-CVL-CA9003|PCS|Cavallo Angle Valve CA9003 304SS|Plumbing||CA9003
2678|GUM-HAR-205|SET|Clear Epoxy Hardex 5 Min|Chemicals & Adhesives||HE-205
3527|TOL-BUS-BUT-YG886|PCS|Dual Push Button|Other||YG886
4596|SWI-SOC-ULT-M021W|PCS|Ultra 16A 2 GANG 1 Way-white (M021W)|Electrical||M021W
3620|AER-4MC8|PCS|Aerico 4MC8|Other||4MC8
2886|HOL-GAT-10MM|PCS|Gate Holder 10MM (T92)|Doors & Hardware||T92
5064|CAB-LUG-06-6|PCK|Cable Lug 6-6 (10PCS/PCK)|Electrical||10PCS/PCK
4896|FIT-YG235-TEE-3/8"-BRA|PCS|Brass Equal Tee 3/8|Plumbing||YG235
4949|TAP-BIB-JOPBC01W|PCS|Jopex BIBTAP-BC01W 15MM|Plumbing||BIBTAP-BC01W
4061|SAF-SPE-PIC-ST21-CLE|PCS|Picasaf Protective Eyewear-clear ST21|Safety & Workwear||ST21
4843|SWI-SOC-MK-1G1W-S4781|PCS|Mk 1GANG 1WAY Wide Rocker Socket|Electrical||1GANG
5292|FIT-SS232-ELB-1/2"-SUS304|PCS|SS Equal Elbow 1/2|Plumbing||SS232
5322|SWI-POL-1WAY-1GANG|PCS|Pol 1GANG 1WAY Switch Socket|Electrical||1GANG
4376|SHH-HOOK-9290BN14|PKT|Sode Hook No. 14(13'S)|Fishing & Tackle||9290BN
4255|CUT-ELE-EDM-4100|PCS|4 X 100 Gold Elephant Mop Disc|Housewares||EDM-4100
5660|FIT-YG237-SOC-3/8"-BRA|PCS|Brass Equal Socket 3/8|Electrical||YG237
