source_position|item_code|uom|display_name|category|detected_brand|detected_model
4312|FAS-BOL-EXP-TRAC130-M8X90X50|PCS|M8 X 90 X 50 Brain Hook Expansion Bolt|Fasteners & Fixings||TRAC130
4600|WAL-PLU-S/S-CC228-M12X100MM|PCS|S/steel Wall Plug - K103-304 M12X100MM CC228|Fasteners & Fixings||K103-304
2675|DOR-HAN-DK063-NA-L|PCS|Dekko Na-l Casement Handle|Doors & Hardware||DK063
4739|FAS-BOL-EXP-OAC120-M6X70X40|PCS|Brain Expansion Eye Bolt OAC120 M6X70X40|Fasteners & Fixings||OAC120
4272|TIE-CAB-BLA-8"|PKT|8 Black Cable Tie (20PCS/PCK)|Rope, Chain & Netting||20PCS/PCK
4384|BRU-RAD-4X642R|PCS|1-1/2"X642R Radiator Brush|Automotive||X642R
6141|HOL-POR-E27|PCS|E27 Porcelin Holder Wire|Electrical||E27
4431|SHH-SINKER-HOLE-NO.4|PCK|Hole Sinker No. 4 (3PCS/PCK)|Fishing & Tackle||3PCS/PCK
5855|ELE-SOC-PLU-SATELITE|PCK|F Satelite Screw Plug (2PCS/PCK)|Fasteners & Fixings||2PCS/PCK
5552|FIT-YG245-NIP-1/4"-BRA|PCS|Brass Equal Nipple 1/4|Plumbing||YG245
3884|BNW-BOL-SS304-M12-30MM|PCS|SS 304 Bolt - M12 X 30MM|Fasteners & Fixings||M12
3624|DOR-KNO-CLEAR|PCK|Local PVC Cabinet Handle (2PCS/PCK)|Doors & Hardware||2PCS/PCK
3946|CLI-HOS-GP-2.3/4"|PCS|Gp S/steel Hose CLIP-2.3/4 (44-67MM)|Outdoor & Garden||CLIP-2.3/4
2955|MEA-TAP-BLI-7.5M-B7|PCS|Blimax Measuring Ds Luban Tape 7.5M LB7|Hand Tools||LB7
3959|SWI-SOC-ULT-M012MG|PCS|Ultra 16A 1 GANG 2 Way-matte Grey (M012MG)|Electrical||M012MG
3914|FAS-SCR-DRY-WHI-6#1.1/2"BOX|BOX|Hunter/wh - Drywall Screw 6 X1-1/2|Fasteners & Fixings||X1-1/2
2643|X-ELE-BUL-D/L-HOME-25W|PCS|Hermanns Ens Spiral 25W|Power Tools||6500K
3272|PLA-BAG-RUB-30X40|PCK|30 X 40 X PE (B1KG)|Packaging||B1KG
2734|HAR-BON-NAIL-RS880-75G|PCS|Bonding Nail:hardex 75G|Fasteners & Fixings||RS880
1719|PAI-SPR-PMT-004|CAN|Paint Master Spray Paint - No. 4 Matt Black|Paint & Sundries||NO.4
2925|PAI-ROL-FRA-7"|PCS|Smr F380 Paint Roller Frame 7|Paint & Sundries||F380
3825|SHH-FROG-STFM-55MM|PCS|Huangxin/huizhu Frog W/spiner 3.0CM|Fishing & Tackle||10898H
3034|HOS-CON-EG4111-40200017|PCS|Ecogreen - Hose Quick Connector / 1/2|Outdoor & Garden||EG4111
5068|FIT-HDPE-TEE-MAL-25MMX1/2"|PCS|HDPE Tee Male 25MMX1/2|Plumbing||25MMX1/2
5365|FIT-YG237-SOC-1/4"-BRA|PCS|Brass Equal Socket 1/4|Electrical||YG237
3832|BNW-BOL-SS304-M12-40MM|PCS|SS 304 Bolt - M12 X 40MM|Fasteners & Fixings||M12
4447|FAS-RIV-PAT-5/32X5/8-PCK|PCK|Blind Rivet: Jaguar 5/32 X 5/8 (20PCS/PCK)|Fasteners & Fixings||20PCS/PCK
6226|DRI-HSS-TWI-05MM|PCS|Blimax Hss Twist Drill BIT-3/16|Power Tool Accessories||BIT-3/16
2673|CUT-DIS-ARC06|PCS|Aracut Glass & Tile Grinding|Abrasives & Cutting||A-505A
3781|ELE-D/L-HOME-HGD604-18W-6500K|PCS|Hms Downlite Hgd 604/18W 6500K|Electrical||604/18W
3747|TAP-SIN-BOL-PVC-1-1/4"+1-1/2"|PCS|Otosani 1-1/4"+1-1/2 2IN1 PVC Flexible Bottle Trap (anti-odor)|Plumbing||2IN1
3830|VAL-ANG-CVL-CA9008|PCS|Cavallo Angle Valve CA9008 304SS 2-WAY|Plumbing||CA9008
3998|ELE-D/L-HSP-301-18W-6500K|PCS|Hms Downlite Hsp 301-18W 6500K|Electrical||301-18W
3054|IND-CAS-SWI-INS-2"|PCS|2 DL5 Tpe Insertion Rod Swivel Caster|Fishing & Tackle||DL5
4121|SWI-SOC-ULT-M0813BMG|PCS|Ultra 13A Flat Pin Swi Sock (large ROCKER)(M0813BMG)|Electrical||M0813BMG
