source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
3313,DOR-VIE-SGD-DV3779AC,PCS,AC St. Guchi Door Viewer 180,Doors & Hardware,50.2,3,,SGAC-DV3779,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3314,ELE-D/L-MGM-MQTL2048-3000K,PCS,Mgm 2 1/2 7W Eye Ball Ww,Electrical,50.2,3,,MQTL2048,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3315,"FAS-RIV-PAT-1/8""X3/4""-BOX",BOX,Blind Rivet: Jaguar 1/8 X 3/4 (1000PCS/BOX),Fasteners & Fixings,50.2,3,,1000PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3316,FLO-PVC-27y082-06-25MTR,ROLL,Wangsaga Floor Mat Linoleum 27Y465-16,Flooring,50.2,3,,27Y465-16,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3317,FLO-PVC-27y279-14-25MTR,ROLL,Wangsaga Floor Mat Linoleum 27Y496-10,Flooring,50.2,3,,27Y496-10,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3318,FLO-PVC-27y384-02-25MTR,ROLL,Wangsaga Floor Mat Linoleum 27Y 396-17,Flooring,50.2,3,,27Y,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3319,FLO-PVC-27y399-03-25MTR,ROLL,Wangsaga Floor Mat Linoleum 27Y 042-10,Flooring,50.2,3,,27Y,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3320,FLO-PVC-27y410-11-25MTR,ROLL,Wangsaga Floor Mat Linoleum 27Y 404-04,Flooring,50.2,3,,27Y,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3321,FLO-PVC-27y465-01-25MTR,ROLL,Wangsaga Floor Mat Linoleum 27Y 311-04,Flooring,50.2,3,,27Y,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3322,FOAM-PU-VT268,PCS,V-tech Pu Foam 750ML,Other,50.2,3,,VT268,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3323,GAR-SHE-JM202,PCS,Jayamata Pruning Shear 7-1/2,Outdoor & Garden,50.2,3,,JM-202,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3324,GAS-REG-SUM-LPG382,UNIT,Bossman Low Pressure Gas Regulator 182,Home Appliances,50.2,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3325,HDPE-VAL-BAL-PP-COMP-MALE-25MM,PCS,PP Compression Ballvalve Male- 25MMX3/4,Other,50.2,3,,25MMX3/4,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3326,HHD-CIS-DUAL-GDPC2000,SET,Gdpc 2000 L/l Plastic Cistern White,Bathroom,50.2,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3327,HHD-TOI-PAP-HOL-YG474,PCS,S/steel Toilet Paper,Bathroom,50.2,3,,YG474,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3328,HOS-HOL-EAG-EG3100,PCS,Eagle Plastic Hose Holder,Outdoor & Garden,50.2,3,,EG-3100,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3329,"IND-CAS-SWI-LSC-2""",PCS,2 DL5 Tpe L Base Swivel Caster,Fishing & Tackle,50.2,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3330,INS-IS6082-BWL-250,NOS,Close Couple Wash Down WC,Plumbing,50.2,3,,S-TRAP-250MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3331,LAD-ALU-WORKER-SS10,UNIT,Worker SS10 S/side Alum. Ladder (LDS10-MF),Ladders & Access,50.2,3,,SS10,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3332,LOC-GLO-BRA-GLBBC30,PCS,Glocks Brass Padlock GLBBC30,Locks & Security,50.2,3,,GLBBC30,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3333,MEA-TAP-STA-POW-8.0M,PCS,8M/26 X 1 Powerlock Tape Ruler,Hand Tools,50.2,3,,8M/26,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3334,NAIL-TUFTING-TN-8225-BOX,BOX,U Clip Tufting Nail 25MM X 8.5MM (80PCS/BOX),Fasteners & Fixings,50.2,3,,80PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3335,ROO-FEL-1MX10M,ROLLS,1M X 10M Roofling Felt,Building Materials,50.2,3,,30LBS,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3336,SCA-CAM-SQ10KG,PCS,Camry- Spring Scale Sq / 10KG,Housewares,50.2,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3337,SCA-CAM-SQ20KG,PCS,Camry- Spring Scale Sq / 20KG,Housewares,50.2,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3338,SHH-SINKER-NO.5,PCS,Single Head Sinker No. 5 (1PCS/PCK),Fishing & Tackle,50.2,3,,1PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3339,TAP-SIN-CVL-6053,PCS,Cavallo 6053 Wall Sink Tap,Kitchen & Sinks,50.2,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3340,TOO-PLI-DIA-D306-150MM,PCS,D306 Diagonal Pliers 150MM,Power Tools,50.2,3,,D306,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3341,TOO-WRE-KEY-ASUMA-MALK001-C,SET,10PCS (mm) Asuma Alenkey,Power Tools,50.2,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3342,X-INS-6015,NOS,Leece One Piece Water Closet - S Trap,Plumbing,50.2,3,,IS6015,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3343,CUT-ELE-EFM430,PCS,Gold Elephant Flexible Grinding Disc,Abrasives & Cutting,50.1,3,,EFM-430,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3344,EXH-FAN-FN25A,PCS,Dekka Apb 25A 10 Wall Exhaust Fan,Fans & Ventilation,50.1,3,,,,,,pending,,pending,RESEARCHED,Dekka Electrical Appliances,APB25A/10,10 inch,Dekka APB25A/10 Exhaust Wall Fan,https://dekka-asia.com/?product=apb25a-10-exhaust-wall-fan,Official manufacturer product page,1A,https://dekka-asia.com/wp-content/uploads/2019/11/d184e50360d3479b0af1f9f962baed1.jpg,EXACT_SKU,99,98,"Official Dekka page identifies APB25A/10, 10-inch six-blade exhaust wall fan, 35 W, 220–240 V/50 Hz, dimensions 345x132x350mm; exact official image URL preserved.",APB20A/8 and APB30A/12 siblings were not substituted; exact APB25A/10 page and asset retained.,"Exact manufacturer model, size, specifications and exact official image preserved; no material conflict.",NONE,NONE,VERIFIED_CANDIDATE,candidate,needs_permission,/home/ubuntu/work/full_catalogue_image_pass/assets/3301_3400/3344.jpg,4c48d0dde7420c508d7ace00b5ff275f7051164a73c4260c45624ca02d63e101,481546
3345,"FAS-SCR-TAP-CSK-10#1""-BOX",BOX,10 X1 Csk Self Tapping Screw-flat Head (500PCS/BOX),Fasteners & Fixings,50.1,3,,500PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3346,HOS-CLE-01230,COIL,13MM X 30M Clear Hose,Outdoor & Garden,50.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3347,"IND-CAS-FIX-1.25""",PCS,1.25 DL5 Tpe Fixed Caster,Building Materials,50.1,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3348,LAD-ALU-WOR-AP-2405,UNIT,Worker 05 Step Household Step Alum. Ladder,Ladders & Access,50.1,3,,AP-2405,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3349,LOC-APL-110-40MM-KA2PCS-S/S,SET,Armor S/steel Padlock APL-110-40MM KA2PCS SUS-304,Locks & Security,50.1,3,,APL-110-40MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3350,MEA-TAP-CHTR-3002,PCS,Takado Measuring Tape PVC Case 7.5M X 25MM,Hand Tools,50.1,3,,CHTR-3002,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3351,PAI-BRU-633-050MM,DOZ,Paint Brush 633 X 50MM,Paint & Sundries,50.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3352,PAI-SPR-PMT-030,CAN,Paint Master Spray Paint - No. 30 Peach Red,Paint & Sundries,50.1,3,,NO.30,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3353,PAI-SPR-PMT-035,CAN,Paint Master Spray Paint - No. 35 Gold,Paint & Sundries,50.1,3,,NO.35,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3354,PAI-SPR-PMT-142,CAN,Paint Master Spray Paint - No. 142 Anti-rust Brown,Paint & Sundries,50.1,3,,NO.142,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3355,RAI-BOO-KRK-Y43#,PAIR,Rainshoes - 43 (10) 7000YLW,Curtains & Blinds,50.1,3,,7000YLW,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3356,SCA-CAM-EI02HS-3KG,PCS,Camry-digital Weighing Scale,Housewares,50.1,3,,EI-02HS/EI-3-02HS/3KG,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3357,SHH-FOA-FLO-FF0225,PCS,X 17MM Exori Foam Float,Fishing & Tackle,50.1,3,,FF02-25,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3358,SHH-FOA-FLO-FF0230,PKT,X 20MM Exori Foam Float,Fishing & Tackle,50.1,3,,FF02-30,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3359,SHH-FOA-FLO-FF0235,PKT,X 22MM Exori Foam Float,Fishing & Tackle,50.1,3,,FF02-35,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3360,SHH-FOA-FLO-FF0240,PKT,X 24MM Exori Foam Float,Fishing & Tackle,50.1,3,,FF02-40,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3361,SWI-ADA-MS3106N,PCS,Morries Uk Plug Travel Adaptor,Electrical,50.1,3,,MS3106N,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3362,SWI-SH387-4MM,PCS,S/s Swivels 4MM (double Eyes),Electrical,50.1,3,,SH387,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3363,TOO-DRV-STA-3X150MM-9960651830,PCS,"Cushion Grip S/dr Std - (1/8""X6"")",Power Tools,50.1,3,,3X150MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3364,TOO-ELE-TES-PEN-W0226,PCS,Auto Motive Circuit Tester,Power Tools,50.1,3,,W0226,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3365,WEL-REG-IW-23CR,PCS,I-weld CO2 Regulator,Welding,50.1,3,,CO2,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3366,BAT-STA-SB204,PCS,Battery Lithium-ion V20 4.0AH,Electrical,50.0,3,,V20,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3367,"CLI-HOS-GP-5""",PCS,Gp S/steel Hose CLIP-5 (76-127MM),Outdoor & Garden,50.0,3,,CLIP-5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3368,DOR-CLO-MASTER,PCS,Keymaster Door Closer,Doors & Hardware,50.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3369,ELE-PEN-5183/3-E27,PCS,5183/3 Pendant Lamp,Lighting,50.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3370,"FAS-SCR-DRY-BLA-6#1-1/2""BOX",BOX,Hunter/bk - Drywall Screw 6,Fasteners & Fixings,50.0,3,,6#X1-1/2,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3371,GAR-RAK-MET-22T,PCS,22T Metal Rake,Outdoor & Garden,50.0,3,,22T,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3372,HOO-CAB-CB8006-3,UNIT,Cabana 3 Robe Hook (satin) CB8006-3,Doors & Hardware,50.0,3,,CB8006-3,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3373,"HOS-FLE-VIP-PP18""",PCS,PP-18 White Nylon Vip Flexible Tube,Outdoor & Garden,50.0,3,,PP-18,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3374,HOS-REL-EAG-3050/DL,PCS,Eagle Hose Reel Trolley (3050/DL),Fishing & Tackle,50.0,3,,3050/DL,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3375,"IND-CAS-SWI-LSCB-2""",PCS,2 DL5 Tpe L Base Swivel Caster W Brake,Fishing & Tackle,50.0,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3376,IND-IRON-HIN-3.0,PCS,3.0MM Iron Welding Hinges Pin,Home Appliances,50.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3377,LOC-COL-TA401,PCS,Colex Single Titanium Coated Padlock TA-401,Locks & Security,50.0,3,,TA-401,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3378,LOC-COL-ZA401,PCS,Safety Chrome Plated Padlock ZA-401,Safety & Workwear,50.0,3,,ZA-401,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3379,LOC-ENT-EPO-H041/SC,SET,Epo Entrance Lock Set (H041/SC),Locks & Security,50.0,3,,H041/SC,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3380,RAI-BOO-KRK-B38M,PAIR,Rainshoes - 38 (5) 6000BLK,Curtains & Blinds,50.0,3,,6000BLK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3381,RAI-BOO-KRK-B43M,PAIR,Rainshoes - 43 (10) 6000BLK,Curtains & Blinds,50.0,3,,6000BLK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3382,RIV-HAND-HR008,PCS,Hand Riveter - Jp,Other,50.0,3,,HR008,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3383,SAF-SHO-NK85-6,PAIR,Neuking NK85 Black 06,Safety & Workwear,50.0,3,,NK85,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3384,SAF-SHO-NK85-9,PAIR,Neuking NK85 Black 09,Safety & Workwear,50.0,3,,NK85,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3385,SWI-SOC-ULT-M021MG,PCS,Ultra 16A 2 GANG 1 Way-matte Grey (M021MG),Electrical,50.0,3,,M021MG,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3386,TOI-TRP-C101S-WHT,NOS,Water Closet S Trap - White,Plumbing,50.0,3,,C101S,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3387,TOO-WRE-1EMHT020,PCS,Eastman 3/4 Square Tap Handle,Doors & Hardware,50.0,3,,E0074,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3388,X-BAT-ENE-MAX+-AAA2PCS,PCK,Enr Max Alk Aa 12 PCS,Power Tools,50.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3389,X-GAR-CHI-JM-24,PCS,Jayamata T-shape Oil Palm Harvesting Hook,Power Tools,50.0,3,,JM-24,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3390,ANG-EAV901SS,PCS,Eav 901 SS Elise Double Open Angle (SUS304),Other,49.9,3,,SUS304,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3391,ANT-KILL-BAIT,PCK,Ant Killing Bait 35GM,Other,49.9,3,,35GM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3392,BEA-PUL-EAS-E0061,PCS,Altea X 6 Bearing Puller,Other,49.9,3,,E0061,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3393,BNW-B&N-RBN-212-BOX,BOX,Sr G. I Boit & Nut 1/4 X 1 1/4 (box),Fasteners & Fixings,49.9,3,,RBN-212,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3394,BNW-B&N-RBN-230-BOX,BOX,Sr G. I Boit & Nut 1/4 X 3 (box),Fasteners & Fixings,49.9,3,,RBN-230,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3395,BROO-HOO-CLIP4H3C,PCS,DL5 Sus 304 4 Hook Broom Holder,Housewares,49.9,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3396,CHA-PVC-BEL-G6MM,MTR,Cn/kh PVC (green),"Rope, Chain & Netting",49.9,3,,CHAIN-6MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3397,CLI-ELE-CAB-18MM40S,BOX,Cable Clip 18MM/40'S,Electrical,49.9,3,,18MM/40,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3398,"CLI-HOS-GP-7/8""",PCS,Gp S/steel Hose Clip - 7/8 (13-23MM),Outdoor & Garden,49.9,3,,13-23MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3399,"CUT-DIS-S400-4""",PCS,Sawman S400 Diamond Wheel 4,Abrasives & Cutting,49.9,3,,S400,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3400,CUT-SAW-MFS300,UNIT,(300W) Power Action Multi Function Saw,Abrasives & Cutting,49.9,3,,MFS300,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
