source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
3029,GAS-REF-RG2,PCS,RG-2 18ML Neon Mini Lighter Gas Refill,Home Appliances,51.5,3,,RG-2,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3030,GRE-TOYO-350GM,TIN,Toyo MP2 Lithium Ep Grease,Other,51.5,3,,MP2,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3031,HAR-SHOE-HE450-20G,PCS,Shoe Adhesive Hardex,Chemicals & Adhesives,51.5,3,,HE-450,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3032,HOS-BW14/15-1004512-26,PCS,HP Hose Black+decker,Outdoor & Garden,51.5,3,,BW14/15,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3033,HOS-CON-EG-368-CLIPS,PCS,Eagle (EG-368) : Tap Adapter With Clips,Outdoor & Garden,51.5,3,,EG-368,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3034,HOS-CON-EG4111-40200017,PCS,Ecogreen - Hose Quick Connector / 1/2,Outdoor & Garden,51.5,3,,EG4111,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3035,ICE-COO-INO-23LTR-THBW/JUMBO-K,PCS,Inova 23LTR. Jumbo K Ice Cooler W/rice Ladle,Other,51.5,3,,23LTR.,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3036,PUM-WTR-ADE-AWJ2-5,UNIT,Adelino S/s Mul. Stage Centrifugal Auto. Pump,Pumps & Water,51.5,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3037,SCA-CAM-SQ15KG,PCS,Camry- Spring Scale Sq / 15KG,Housewares,51.5,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3038,SELF-HOO-SIN-GS304SH,PCS,No Drill Self Adhesive Single Hook,Power Tools,51.5,3,,SUS304,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3039,SWI-SOC-ELE-E0813B,PCS,Elegance 13A Flat Pin Double Pole Swi Soc-blk (E0813B),Electrical,51.5,3,,E0813B,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3040,TIE-CAB-WHI-8MMX300MM,PCK,"White PVC Cable Ties (12"")",Electrical,51.5,3,,8MMX300MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3041,TOO-CUT-BOLW0121A,PCS,Bolt Cutter 900MM,Fasteners & Fixings,51.5,3,,W0121A,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3042,WAL-PLU-JWP-8MM,PCK,Jaw Wall Plug 8MM (10PCS/PCK),Fasteners & Fixings,51.5,3,,10PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3043,X-ADH-TAP-MWP037A,PCS,Vago Seal Tape,Power Tools,51.5,3,,12MMX0.075MMX15M,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3044,AUT-POL-AUT-MET75ML,PCS,Autosol Metal,Other,51.4,3,,POLISH-75ML,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3045,COV-JAC-L/B-2XL,PCS,L/blue Jacket (r) : 2XL,Outdoor & Garden,51.4,3,,2XL,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3046,CUT-SAW-STA-MINI-992020807,PCS,"Mini Hacksaw (220MM/ 8-3/4"")",Hand Tools,51.4,3,,220MM/,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3047,"FAS-SCR-CSK-3/4"" X 6G - BOX",BOX,Sr Csk Tapping Screw 3/4 X 6G (1000PCS/BOX),Fasteners & Fixings,51.4,3,,1000PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3048,FAS-SCR-TD650HW-WOOD-400PCS,BOX,12X2 Self Drilling Scrw (400PCS/BOX),Fasteners & Fixings,51.4,3,,12X2,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3049,FAS-SCR-TECH-METAL-65MM-BOX,BOX,Techscrew-metal Screw X 65MM (200PCS/BOX),Fasteners & Fixings,51.4,3,,200PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative searches found identity leads for Adelino AWJ2-5, Autosol Metal Polish 75 ml and Black+Decker BW14/BW15 hose, but exact image evidence was not preserved or official access was unavailable. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
