source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
2911,SCP-FIL-POW-464GM,BOX,Scin Powder Filla,Paint & Sundries,52.2,3,,464GM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2912,SWI-ADA-3388-931L,PCS,Taicon 3388 Multi Travel Adaptor,Electrical,52.2,3,Taicon,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2913,SWI-T/SOC-1540B-5M1G,SET,1G Extension Socket Sp,Electrical,52.2,3,,EXT-1540B,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2914,TOO-ELE-GUN-RKEY-3802-40W,PCS,40W R'key Electric Soldering Iron - 3802,Home Appliances,52.2,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2915,BUT-STOP-0201,PCS,Stop Button,Other,52.1,3,Buteline,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2916,CUT-TIL-BLI-BLM800,SET,Blimax Laser Tile Cutter (laser),Flooring,52.1,3,,MACHINE-C850,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2917,DOR-STO-TRANSP-38MM,PCS,Transparent Door Stopper,Doors & Hardware,52.1,3,,25X38MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2918,DRI-26170(4-12),PCS,Br 6250 Hex Shank Step Drill 4-12MM,Power Tool Accessories,52.1,3,,4-12MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2919,ELE-PEN-81218/1-E27,PCS,81218/1 Pendant Lamp Round Base,Lighting,52.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2920,"FAS-SCR-CSK-1 1/4"" X 6G - BOX",BOX,Sr Csk Tapping Screw 1 1/4 X 6G (1000PCS/BOX),Fasteners & Fixings,52.1,3,,1000PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2921,GAS-STO-HM-HGB-1690,UNIT,Homa Plus Cast Iron Automatic Stove (31A)-1690,Home Appliances,52.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2922,KGR-KIM-1L-9222,TIN,1 Litre KIMTONE-9222,Paint & Sundries,52.1,3,,KIMTONE-9222,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2923,LOC-CZS-L40MM,PCS,Czs 360 Padlock L40MM,Locks & Security,52.1,3,,L40MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2924,NP-BAR-B800-5L,UNIT,5L Bintang Automative Refinish B800 Black (basic),Other,52.1,3,,B800,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2925,"PAI-ROL-FRA-7""",PCS,Smr F380 Paint Roller Frame 7,Paint & Sundries,52.1,3,,F380,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2926,TOO-COM-W0287I-16MM,PCS,Com Ratchet Wrench 16MM,Hand Tools,52.1,3,,W0287I,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2927,TOO-NIE-SCR-EXT-12/240,SET,Nietz 5 Screw Extractor Set 12/240 50149805,Fasteners & Fixings,52.1,3,Nietz,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2928,WIN-HOO-PIN-8406,PCK,Sr Pin Hook 8406 (25PCS/PCK),Doors & Hardware,52.1,3,,25PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2929,CUT-PRU-PAS-W815,PCS,W815 By-pass Pruner 200MM,Abrasives & Cutting,52.0,3,,W815,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2930,ELE-D/L-PHL-59466-RD-4000K,SET,59466 Meson 17 1200 150 Round 4000K,Electrical,52.0,3,,4000K,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2931,"FAS-SCR-CSK-1 1/4"" X 8G",PCK,Sr Csk Tapping Screw 1 1/4 X 8G (20PCS/PCK),Fasteners & Fixings,52.0,3,,20PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2932,"FAS-SCR-F/H-1 1/4"" X 8# BOX",BOX,Sr F/h Self Drilling Screw 1 1/4 X 8 (1000PCS/BOX),Fasteners & Fixings,52.0,3,,1000PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2933,GUN-TAC-IMT,PCS,Arrow Iron Cover Mini Tacker,Home Appliances,52.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2934,HOS-NET-MIK-19MM,COIL,Mikasa Net Hose - 19MM X 50M,Outdoor & Garden,52.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2935,"IND-CAS-H/DUTY-MCLSCB-4""",PCS,4 DL5 H/duty Mcl Swivel Caster W Double Brake,Fishing & Tackle,52.0,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2936,KGR-KIM-1L-9213,TIN,1 Litre KIMTONE-9213,Paint & Sundries,52.0,3,,KIMTONE-9213,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2937,KGR-KIM-1L-9221,TIN,1 Litre KIMTONE-9221,Paint & Sundries,52.0,3,,KIMTONE-9221,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2938,LOC-CZS-40MM,PCS,40MM Czs 360 Padlock,Locks & Security,52.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2939,PIP-HDPE-25MM-N-SIRIM,COIL,HDPE Pipe 25MM (non-sirim),Plumbing,52.0,3,,PN12.5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2940,SAF-HEL-PRO-YEL,PCS,Progruard Safety Helmet - Yellow,Safety & Workwear,52.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2941,SHH-REEL-DH200,PCS,Baitcasting Reel 18+1BB (left),Fishing & Tackle,52.0,3,,18+1BB,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2942,TOO-PLI-CIR-WSS175B,PCS,External Circlip Pliers Straight 175MM,Power Tools,52.0,3,,WSS175B,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2943,TOO-PLI-NOSW508200,PCS,F508 Long Nose Pliers 200MM,Power Tools,52.0,3,,F508,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2944,TOO-WRE-KEY-W0198A,SET,9PCS Extralong Ball Point W0198A,Power Tools,52.0,3,,W0198A,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2945,ABR-PAP-621-527,SHT,G60 Ewd Hand Sanding Sheet,Abrasives & Cutting,51.9,3,,G60,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2946,DOR-SET-ATH-130,SET,Mb Armor Double Handleset,Doors & Hardware,51.9,3,,ATH-130/60-70MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2947,"FAS-SCR-CSK-1"" X 6G - BOX",BOX,Sr Csk Tapping Screw 1 X 6G (1000PCS/BOX),Fasteners & Fixings,51.9,3,,1000PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2948,"HHD-SOC-YG241-1/2""X50MM",PCS,"Mxm Brass Connector 1/2""X50MM",Bathroom,51.9,3,,X50MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2949,HOS-FLE-MMAN-F13X6,PCS,M'man S/steel Flexible Hose - F13 X 6,Outdoor & Garden,51.9,3,,F13,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2950,HOS-REL-EAG-EG2030#,PCS,Eagle Hose Reel 20M Hose (EG2030 ),Fishing & Tackle,51.9,3,,EG2030,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2951,IND-WIR-MES-1212-18GX100,ROLL,Wire Mesh 1/2/ X 1/2 X 3 X 18G,Electrical,51.9,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2952,LAD-ALU-WORKER-DS06,UNIT,Worker DS06 D/side Alum. Ladder (LDD06-MF),Ladders & Access,51.9,3,,DS06,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
2953,LOC-COL-RB401,PCS,Colex Anti- Cut Long Shackkle Padlock RB-401,Locks & Security,51.9,3,,RB-401,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Exact official/authoritative pages were probed for Philips 59466, Proguard yellow helmet and Buteline 0201, but no exact model+image evidence was preserved. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
