source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
3212,TIM-BUI-HAG-EH711,PCS,Hager Built IN Timer,Electrical,50.7,3,,EH711,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3213,TOO-HAM-WOOD-BLI-27MM,PCS,Blimax Wood Claw,Hand Tools,50.7,3,,HAMMER-27MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3214,TOO-PLI-CIRWSB175,PCS,External Circlip Pliers Bent Nose 175MM,Power Tools,50.7,3,,WSB175,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3215,TOO-WRE-ADJW300,PCS,Adjustable Wrench 300MM,Hand Tools,50.7,3,,WNS300B,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3216,VER-MAR-3M-HRZTL,PAIR,3M Vehicle Marking Hrztl Vert,Other,50.7,3,,600X150MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3217,WIN-HOO-PIN-8430,PCK,Sr Pleak Hook 8430 (10PCS/PCK),Doors & Hardware,50.7,3,,10PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3218,"X-FAS-SCR-CSK-3/4"" X 8G - BOX",BOX,Sr Csk Tapping Screw 3/4 X 8G (1000PCS/BOX),Fasteners & Fixings,50.7,3,,1000PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3219,BOS-2607-010-079,PCS,Anti Splintering Device Gst 65,Power Tools,50.6,3,Bosch,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3220,BOX-ICE-5LTR-RED/BLUE/GRE,PCS,5LTR Cooler Box,Housewares,50.6,3,,5LTR,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3221,DOR-STO-25X25MM,PCS,Red Rubber Door Stopper,Doors & Hardware,50.6,3,,25X25MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3222,ELE-LED-SOL-YB-L10507-34W,SET,Marviss 34W Outdoor Sensor Solar Light (L10517),Electrical,50.6,3,,L10517,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3223,ELE-T5-4-CIELO-W/W,PCS,Cielo T5 LED Fitting 4FT 18W WW-830,Plumbing,50.6,3,,4FT,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3224,FAS-BOL-EXP-12100,PCS,Sh Expansion Bolt M12 X 100,Fasteners & Fixings,50.6,3,,M12,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3225,FAS-RIV-PAT-5/32X1/2-BOX,BOX,Blind Rivet: Jaguar 5/32 X 1/2 (500PCS/BOX),Fasteners & Fixings,50.6,3,,500PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3226,"FAS-SCR-CSK-1 1/2"" X 8G",PCK,Sr Csk Tapping Screw 1 1/2 X 8G (20PCS/PCK),Fasteners & Fixings,50.6,3,,20PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3227,HOS-CLE-01630,COIL,16MM X 30M Clear Hose,Outdoor & Garden,50.6,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3228,"IND-CAS-FIX-1.5""",PCS,1.5 DL5 Tpe Fixed Caster,Building Materials,50.6,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3229,JQB-JUMP-XPRESS-ULTRA,UNIT,Jqb Jump Starter Jumpxpress Ultra,Power Tools,50.6,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3230,NAI-ROO-SUP-P50MM-1KGS,KG,E. G Roofing Nail - Plain 50MM 1KGS,Fasteners & Fixings,50.6,3,,1KGS,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3231,PLA-BAG-W1000-2227,PCK,22 X 27 X Tbag Aa,Packaging,50.6,3,,WHITE/1KG,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3232,PSN-NC-EG4000PSK,PCS,4L Binchotan Thermo Pot,Home Appliances,50.6,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3233,SAF-BOX-ASM-250-E1,UNIT,"Aero Digital Home Safe, 250X350X300MM, 14KG",Locks & Security,50.6,3,,250X350X300MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3234,SWI-PLK-NEO-1380N,PCS,Plk 20A Neon Heater Switch,Electrical,50.6,3,,1380N,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3235,SWI-T/BOX-540A,SET,Extension Box Sp PP100-540A,Electrical,50.6,3,,PP100-540A,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3236,TOO-CLA-GW473160,PCS,Heavy G-shape Clamp 6,Hand Tools,50.6,3,,W0473F,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3237,TOO-HAN-T-STA-12MM,PCS,1/2 Dr Sliding T-bar 243MM/9-1/2,Power Tools,50.6,3,,243MM/9-1/2,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3238,ABR-PAP-621-530,SHT,G120 Ewd Hand Sanding Sheet,Abrasives & Cutting,50.5,3,,G120,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3239,BOA-GYP-09MM,PCS,4 X 8 X 9.0MM Prima Flat Sheet,Building Materials,50.5,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3240,BOS-2609-110-015,PCS,Pin Spanner (for Sag),Hand Tools,50.5,3,Bosch,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3241,CUT-DIS-ARC02,PCS,4 (A909) Sensui Diamond Grinding Bla,Abrasives & Cutting,50.5,3,,A909,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3242,"FAS-SCR-TAP-CSK-6#2-1/2""-BOX",BOX,"6 X2-1/2""CSK Self Tapping Screw-flat Head (500PCS/BOX)",Fasteners & Fixings,50.5,3,,X2-1/2,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3243,GRA-CAB-CB6644,UNIT,Cabana S/steel Floor Grating 4,Bathroom,50.5,3,,CB6644,,,,pending,,pending,RESEARCHED,Cabana / Sorento,CB6644,Matt / 120 x 120 mm,Cabana CB6644 Floor Trap,https://www.cabana.com.my/index.php/products/bathroom/floor-grating/cb6644-detail,Official manufacturer product page,1A,https://www.cabana.com.my/images/virtuemart/product/CB6644.jpg,EXACT_SKU,99,98,"Official Cabana page identifies CB6644 Floor Trap, 120 x 120 mm, Matt; exact official image URL preserved.",CB6624 and other floor-grating siblings were not substituted; exact CB6644 model retained.,"Exact manufacturer model, size, finish and exact official image preserved; no material conflict.",NONE,NONE,VERIFIED_CANDIDATE,candidate,needs_permission,/home/ubuntu/work/full_catalogue_image_pass/assets/3201_3300/3243.jpg,598ac40989921c1dd8b1122e1f87ae3fbe4b8667d858e507337873e00eca4a69,63680
3244,HHD-STO-JYMT-200MM,PCS,8 Jayamata Sharpening Stone,Bathroom,50.5,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3245,NAIL-TUFTING-TN-7220-BOX,BOX,U Clip Tufting Nail 20MM X 7.3MM (100PCS/BOX),Fasteners & Fixings,50.5,3,,100PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3246,PAI-BRU-680-025MM,DOZ,Paint Brush 680 X 25MM,Paint & Sundries,50.5,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3247,PYE-FLE-SEAL-4.5KG-GREY,TIN,PYE Flexible Seal 4.5KG (grey),Building Materials,50.5,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3248,SAF-SHO-SUP-40#,PAIR,Supersonic Safety Shoes 40 (6 ),Safety & Workwear,50.5,3,,SK500,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3249,SAF-SHO-SUP-41#,PAIR,Supersonic Safety Shoes 41 (7 ),Safety & Workwear,50.5,3,,SK500,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3250,SHH-SINKER-NO.1/4,PCK,Single Head Sinker No. 1/4 (10PCS/PCK),Fishing & Tackle,50.5,3,,10PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3251,SHO-HEA-LUX-LT8367,PCS,Luxtec Cp Shower Head Holder,Bathroom,50.5,3,,LT-8367,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3252,SWI-PLU-MK-654-13A,PCS,Mk 654 Whi 13A Plug Top 3PIN,Electrical,50.5,3,,3PIN,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3253,TOI-CAS-WD012,UNIT,Luton Close Couple 200MM S Trap,Plumbing,50.5,3,,WD012,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3254,TOO-CUT-BOLW0117A,PCS,Bolt Cutter 350MM,Fasteners & Fixings,50.5,3,,W0117A,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3255,WIR-BRC-66C-45M,ROLL,66C X 45M Brc,Other,50.5,3,,66C,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3256,BAS-CAB-CKS332BK,UNIT,Cabana Basket (430X260),Housewares,50.4,3,,430X260,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3257,"BRA-SHE-S/S-G785-08""",SET,G785 304 H/duty Shelf Bracket 8,Housewares,50.4,3,,G785,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3258,BRO-MOP-400,PCS,No. 400 Mop Broom With Handle,Doors & Hardware,50.4,3,,NO.400,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3259,CON-CAB-600A,PCS,Glotool Cable Connector 600A,Electrical,50.4,3,Glotool,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3260,DOR-STO-RUB-RED-38MM,PCS,"Door Stopper Rubber Red 1-1/2""X1-7/8",Doors & Hardware,50.4,3,,X1-7/8,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3261,DOR-STO-SGD-024SS,PCS,SS St. Guchi Hat & Coat Hook Door Stopper,Doors & Hardware,50.4,3,,SGDS-024,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3262,ELE-PEN-81219/3-E27,PCS,81219/3 Pendant Lamp Round Base,Lighting,50.4,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3263,"FAS-SCR-F/H-3/4"" X 8# BOX",BOX,Sr F/h Self Drilling Screw 3/4 X 8 (1000PCS/BOX),Fasteners & Fixings,50.4,3,,1000PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3264,"FAS-SCR-TAP-CSK-6#2""-BOX",BOX,6 X2 Csk Self Tapping Screw-flat Head (500PCS/BOX),Fasteners & Fixings,50.4,3,,500PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3265,FIT-HDPE-TEE-25MM,PCS,HDPE Tee Equal 25MM,Plumbing,50.4,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3266,GAR-CUT-LIN-YEL-TL01,ROLL,TL01 Sq Trimmer Line (3LBS),Outdoor & Garden,50.4,3,,TL01,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3267,GUM-HAR-VT210SG,PCS,High Performance Sealant-grey,Chemicals & Adhesives,50.4,3,,VT-210SG,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3268,HOL-BOT-MA034-A,SET,Bott H/duty Cycle Hole Cu,Other,50.4,3,,40MMX200MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3269,HOO-CAB-CB802-5,UNIT,Cabana Hook BAR (polish) CB802-5,Doors & Hardware,50.4,3,,CB802-5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3270,LAD-ALU-WORKER-DS09,UNIT,Worker DS09 D/side Alum. Ladder (LDD09-MF),Ladders & Access,50.4,3,,DS09,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3271,NAIL-TUFTING-TN-7225,PCK,U Clip Tufting Nail 25MM X 7.3MM (10PCS/PCK),Fasteners & Fixings,50.4,3,,10PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3272,PLA-BAG-RUB-30X40,PCK,30 X 40 X PE (B1KG),Packaging,50.4,3,,B1KG,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3273,SCP-PLA-EXT-5KG,CAN,5KG Scp Exterior Skim Plasta,Paint & Sundries,50.4,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3274,TOO-TIN-CUT-W608A,PCS,Tin Cutter 200MM W608A,Power Tools,50.4,3,,W608A,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3275,WAL-DOW-YB-K7503M/G/AB,PCS,Outdoor Gate Light YB-K7503M/G/AB,Doors & Hardware,50.4,3,,YB-K7503M/G/AB,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3276,WEL-TOR-YAM-CUT,PCS,Yamato Cutting Torch,Lighting,50.4,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3277,WIN-BRA-DOU-7009,PCK,Sr Double Bracket 7009 (7002) X,Doors & Hardware,50.4,3,,10PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3278,ABR-PAP-621-539,SHT,G800 Ewd Hand Sanding Sheet,Abrasives & Cutting,50.3,3,,G800,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3279,"DL5SS-HOS-NIPP-3/4""X19MM",PCS,DL5 Hose Nipple 3/4 X 19MM,Outdoor & Garden,50.3,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3280,"FAN-STA-SINO-18""",SET,Sino 18 (ssfc) Stand Fan,Fans & Ventilation,50.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3281,"FAS-RIV-PAT-1/8""X1/2""-BOX",BOX,Blind Rivet: Jaguar 1/8 X 1/2 (1000PCS/BOX),Fasteners & Fixings,50.3,3,,1000PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3282,"FAS-SCR-F/H-1 1/2"" X 8#",PKT,Sr F/h Self Drilling Screw 1 1/2 X 8 (20PCS/PCK),Fasteners & Fixings,50.3,3,,20PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3283,"FAS-SCR-F/H-1 1/4"" X 8#",PKT,Sr F/h Self Drilling Screw 1 1/4 X 8 (20PCS/PCK),Fasteners & Fixings,50.3,3,,20PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3284,GUN-T-7006-MINI,PCS,Fiesto Mini Tufting Gun,Fasteners & Fixings,50.3,3,,T-7006,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3285,"HOS-FLE-VIP-PP16""",PCS,PP-16 White Nylon Vip Flexible Tube,Outdoor & Garden,50.3,3,,PP-16,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3286,"IND-CAS-SWI-2""",PCS,2 DL5 Tpe 360 Degree Swivel Caster,Fishing & Tackle,50.3,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3287,KGR-FLO-COA-9284,TIN,Kangaroo Floor Coat 9284 - Windsor Green,Paint & Sundries,50.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3288,LOC-COL-TA501,PCS,Colex Single Titanium Coated Padlock TA-501,Locks & Security,50.3,3,,TA-501,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3289,LOC-CZS-30MM,PCS,30MM Czs 360 Padlock,Locks & Security,50.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3290,LOC-SGD-APL-99-50MM3PC,SET,Armor Anti-cut Padlock APL-99-50MM KA-3PCS,Locks & Security,50.3,3,,APL-99-50MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3291,PAI-BRU-NIP-18MM,PCS,7 Roller Refill Polyester 18MM,Paint & Sundries,50.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3292,PAI-BRU-NIP-TR841N,BAG,4 Roller Refill Polyester,Paint & Sundries,50.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3293,RAI-BOO-KRK-B39M9000,PAIR,Korakoh Rain Shoes Blk - 6/39,Curtains & Blinds,50.3,3,,M9000,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3294,RAI-BOO-KRK-B42M,PAIR,Rainshoes - 42 (9) 6000BLK,Curtains & Blinds,50.3,3,,6000BLK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3295,ROP-PP-12MM,MTR,12MM P. P Rope,"Rope, Chain & Netting",50.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3296,SHE-CAB-CB799,UNIT,Cabana Glass Shelf (25CM),Building Materials,50.3,3,,CB799,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3297,SHH-BELL-SINGL-PSC115,PCS,Single Fishing Bell PSC115,Fishing & Tackle,50.3,3,,PSC115,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3298,"TOO-BUTE-CLMP-CT8-32MM 1""",PCS,"32MM (1"") Bute Clamp Tool - CT-8",Hand Tools,50.3,3,,CT-8,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3299,TOO-COM-W0287B-09MM,PCS,Com Ratchet Wrench 09MM,Hand Tools,50.3,3,,W0287B,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3300,"TOO-DRV-STA-PH0-1/8""X5""",PCS,"Cushion Grip S/dr PHILIPS-1/8""X5""X0PT ( 0X125MM)",Power Tools,50.3,3,,PHILIPS-1/8,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
