source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
3515,DOR-BEA-AGD-108/SN,PCS,Armor Ball Bearing Door Guard,Doors & Hardware,49.4,3,,ADG-108/SN,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3516,ELE-CAB-PVC-4.00MM-GRE-MTR,MTR,Ktk PVC Cable Green 100M -mtr,Electrical,49.4,3,,4.0MM2,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3517,ELE-T5-3'-CIELO-D/L,PCS,Cielo T5 LED Fitting 3FT 14W,Plumbing,49.4,3,,3FT,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3518,"FAS-SCR-DRY-WHI-6#1.1/4""-BOX",BOX,Hunter/wh - Drywall Screw 6 X1-1/4,Fasteners & Fixings,49.4,3,,X1-1/4,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3519,FAS-SCR-ZPH-DSMHO520-BOX,BOX,Sr Zph Self Drilling Screw (1000PCS/BOX) DSM-HO520,Fasteners & Fixings,49.4,3,,1000PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3520,FAS-SCR-ZPH-DSMHO620-BOX,BOX,Sr Zph Self Drilling Screw (500PCS/BOX) DSM-HO620,Fasteners & Fixings,49.4,3,,500PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3521,IND-WIR-MES-2525-18GX100,ROLL,Wire Mesh 1 X 1 X3 X18G X100,Electrical,49.4,3,,X18G,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3522,JAC-SCI-1.5T,PCS,Scissor Jack 1.5T,Automotive,49.4,3,,1.5T,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3523,LOC-GLO-BRA-GLBBC20,PCS,Glocks Brass Padlock GLBBC20,Locks & Security,49.4,3,,GLBBC20,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3524,PAI-SPR-PMT-133,CAN,Paint Master Spray Paint - No. 133 Diamond Blue,Paint & Sundries,49.4,3,,NO.133,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3525,PYE-JNT-COM-SUR-5KG,TIN,PYE Joint Compound Surface 5KG,Building Materials,49.4,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3526,SWI-SOC-ELE-PTGY600,PCS,600MM Power Tracks (surface)-grey (GY600),Electrical,49.4,3,,GY600,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3527,TOL-BUS-BUT-YG886,PCS,Dual Push Button,Other,49.4,3,,YG886,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3528,ACC-MAR-EURO-1A,PCS,Marlino Press Control,Other,49.3,3,,EURO-1A,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3529,BLI-HSS-HOL-SAW-25MM,PCS,Blimax Hss Hole SAW-25MM,Power Tool Accessories,49.3,3,,SAW-25MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3530,BNW-B&N-RBN-250-PCK,PCK,Sr G. I Boit & Nut 1/4 X 5 (10PCS/PCK),Fasteners & Fixings,49.3,3,,10PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3531,BOA-GYP-03.2MM-X4'X4',PCS,4 X 4 X 3.2MM Prima Flat Sheet,Building Materials,49.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3532,DOR-SHU-LOC-SGD-H322,PCS,Armor Roller Shutter,Locks & Security,49.3,3,,LOCK-H322,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3533,ELE-D/L-HOME-2103-18W-6500K,PCS,Hermanns Downlite -rd -6500K,Electrical,49.3,3,,6500K,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3534,"ELE-PVC-CAS-1""",LGTH,Kancil 1 X 6FT PVC Casing,Electrical,49.3,3,,6FT,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3535,FAS-SCR-DS645HW-MET,BOX,12 X 1.3/4 Self Drilling Screw (400PCS/BOX),Fasteners & Fixings,49.3,3,,400PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3536,FAS-SCR-TECH-METAL-50MM-PCK,PCK,Techscrew-metal Screw X 50MM (50PCS/PCK),Fasteners & Fixings,49.3,3,,50PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3537,FAS-SCR-TECH-WOOD-50MM-PCK,PCK,Techscrew-wood Screw X 50MM (50PCS/PCK),Fasteners & Fixings,49.3,3,,50PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3538,HOS-GAR-GRE-160330-MTR,MTR,Br 83030 PVC Green Garden Hose 16X3.0MM,Outdoor & Garden,49.3,3,,16X3.0MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3539,KGR-REM-PAI-1000ML,TIN,910 Paint Remover 1 Liter,Paint & Sundries,49.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3540,LOC-APL-110-40MM-S/S,PCS,Armor S/steel Padlock APL-110-40MM SUS-304,Locks & Security,49.3,3,,APL-110-40MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3541,PAI-ROL-SPM175,SET,Paint Master Paint Roller Set 7,Paint & Sundries,49.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3542,ROP-PE-10MM,MTR,10MM P. E Rope,"Rope, Chain & Netting",49.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3543,SAF-HEL-YEL,PCS,PVC Uvee Safety Helmet-yel,Safety & Workwear,49.3,3,,810-YL,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3544,SHH-LURE-SPM210XMW,PCS,2.4 60MM 2.5G Eupro K2 Soft Lure (8'S)MIX Clr,Fishing & Tackle,49.3,3,,SPM2-10XMW,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3545,STR-NYL-1.6KGM,ROLL,1.5KG Nylon String (medium),"Rope, Chain & Netting",49.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3546,TOI-BAS-BRA,PCS,Basin Bracket,Bathroom,49.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3547,"TOO-DRV-STA-PH1-3/16""X8""",PCS,"Cushion Grip S/dr PHILIPS-3/16""X8""X1PT ( 1X200MM)",Power Tools,49.3,3,,PHILIPS-3/16,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3548,TOO-ELE-PUMW0617,PCS,Tin Suction Pump,Pumps & Water,49.3,3,,W0617,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3549,TOO-FIL-BCC-4.0200MM,CARD,Bahco Chain Saw File 168-8-4.0-3P 5/321IN,Hand Tools,49.3,3,,168-8-4.0-3P,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3550,TOO-NIE-TAM-T10,PCS,Nietz E/long Tamper Tx-star Wrench (red) 53283010,Hand Tools,49.3,3,Nietz,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3551,TOO-NIE-TAM-T45,PCS,Nietz E/long Tamper Tx-star Wrench (red) 53283045,Hand Tools,49.3,3,Nietz,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3552,WRE-RAT-RN17X21,PCS,Glory Ratchet Wrenches RN17 X 21,Other,49.3,3,,RN17,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3553,X-FLO-MOC-N966AG,PCS,"16""X16 Floor Tiles N966AG",Power Tools,49.3,3,,X16,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3554,X-LAD-D/S-DS09,UNIT,D/sided Ladder DS07,Ladders & Access,49.3,3,,DS07,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3555,AER-DOU-WAT-FIL,UNIT,Aerico Double Water Filter,Pumps & Water,49.2,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3556,BROO-HOO-CLIP-5H4C,PCS,DL5 Sus 304 Broom Holder,Housewares,49.2,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3557,"CAR-PLI-BS-230218-8""",PCS,Bosi (BS-230218) Carpenter Plier 8,Hand Tools,49.2,3,,BS-230218,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3558,CHA-BLO-CHI-1.5TON-2.5M,PCS,China Chain Block X 2.5M,Lifting & Rigging,49.2,3,,1.50TON,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3559,CIMA-5867/L/24W,SET,L/ceiling Lamp 22W L/day Light (G2) 5867,Lighting,49.2,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3560,CLI-ELE-CAB-10MM100'S,BOX,Cable Clip 10MM/100'S,Electrical,49.2,3,,10MM/100,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3561,CUT-DIS-B07-F1GP-180,PCS,"7""-180CSA, General Purpose / F1GP",Abrasives & Cutting,49.2,3,,180CSA,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3562,DOR-H&S-BS115MM,DOZ,Rb Hasp & STAPLE-115MM,Fasteners & Fixings,49.2,3,,STAPLE-115MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3563,"FAS-SCR-TAP-PAN-8#3/4""",BOX,8 X3/4 Ph Self Tapping Screw-pan Head (20PCS/PCK) (BOX),Fasteners & Fixings,49.2,3,,X3/4,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3564,GUN-TRA-T50,PCS,Air Tracker - T50,Fasteners & Fixings,49.2,3,,T50,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3565,HDPE-VAL-BAL-PP-COMP-20MM,PCS,20MM PP Compression Ballvalve,Other,49.2,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3566,HOS-CON-MEN-ECO4036,PCS,Ecogreen- Hose Mender / 3/4,Outdoor & Garden,49.2,3,,EG4036,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3567,MAR-PAI-BLACK,PCS,Mungyo Paint Marker:black,Paint & Sundries,49.2,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3568,SAF-COA-CLI-GREEN-08995,PCS,Clip On Elastic Vest-lemon Green,Safety & Workwear,49.2,3,,E7361,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3569,SAF-SPE-MK-SSE-919-BLK,PCS,Mr. Mark Patriot Safety Spectacle-black,Safety & Workwear,49.2,3,,MK-SSE-919,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3570,SWI-SOC-ELE-E041B,PCS,Elegance 16A 4 GANG 1 Way-black (E041B),Electrical,49.2,3,,E041B,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3571,TAP-WIR-3MSCTBLUE,PCS,3M Blue Gu Vinyl Elec Tape 150,Plumbing,49.2,3,,18MMX5MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3572,TOO-FIL-BES-KY103,PCS,Bestul Handle File,Hand Tools,49.2,3,,KY-103,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3573,TOO-SHE-PURW822B,PCS,SS By-pass Pruners 200MM,Power Tools,49.2,3,,W822B,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3574,TOO-WRE-BELW0020B,PCS,"Belt Wrench 9""/225MM",Hand Tools,49.2,3,,W0020B,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3575,TOR-LIG-HEA-KX1805,PCS,KX1805 Head Light,Other,49.2,3,,KX1805,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3576,TRIM-ZINC-YKA006,PCS,Zinc Alloy Trimmer Head,Building Materials,49.2,3,,YKA006,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3577,VAL-ANG-CVL-CA9001,PCS,Cavallo SS Angle Valve,Plumbing,49.2,3,,CA9001,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3578,X-AMBA-155,PCS,Aimer Recessed Paper Holder (155WX165HX70D),Power Tools,49.2,3,,155WX165HX70D,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3579,"BRA-SHE-YG782-12""",PAIR,White H/duty Shelf Bracket 12,Housewares,49.1,3,,YG782,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3580,"BRA-SHE-YG782-14""",PAIR,White H/duty Shelf Bracket 14,Housewares,49.1,3,,YG782,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3581,BROO-HOO-CLIP-LIAO-Z130006,PCS,Mop & Broom Holder (3HOLDER+4HOOKS) - Liao,Housewares,49.1,3,,3HOLDER+4HOOKS,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3582,CLI-ELE-CAB-SPR-25MM,PCK,Tc 25MM PVC Spring/u Clip (25PCS/PCK),Electrical,49.1,3,,25PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3583,COP-ROD-LOC-12MMX5FT,PCS,Local Copper Rod 12MM X 5FT,Other,49.1,3,,5FT,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3584,"CUT-PAR-AK350-12""",PCS,Parang Atap 12,Abrasives & Cutting,49.1,3,,AK350,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3585,CUT-SCI-24052(S02),PCS,S02 8 1/2 Scissors W/rubber Handle,Doors & Hardware,49.1,3,,S02,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3586,ELE-HOL-260ET-E27,PCS,Sl E27 Lamp Holder,Lighting,49.1,3,,E27,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3587,FAS-RIV-PAT-5/32X3/4-PCK,PCK,Blind Rivet: Jaguar 5/32 X 3/4 (20PCS/PCK),Fasteners & Fixings,49.1,3,,20PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3588,"FAS-SCR-CSK-1"" X 8G - BOX",BOX,Sr Csk Tapping Screw 1 X 8G (1000PCS/BOX),Fasteners & Fixings,49.1,3,,1000PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3589,"FAS-SCR-DRY-BLA-6#1""BOX",BOX,Hunter/bk - Drywall Screw 6 X1,Fasteners & Fixings,49.1,3,,6#X1,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3590,GAR-SAW-XS9041,PCS,Asuma H/duty Pruning Saw,Outdoor & Garden,49.1,3,,XS9041,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3591,GAR-SPA-TYP-U,PCS,U Type Black Bali Spade,Outdoor & Garden,49.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3592,GUM-PVC-V-TECH-100GM,CAN,Pro-spec Selleys Ps PVC Pipe Adhesive Glue 100ML,Chemicals & Adhesives,49.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3593,HHD-FLU-M0676-L110W-50MM,PCS,L110-W'TECHPLAS Flapper Outlet Valve,Plumbing,49.1,3,,L110-W,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3594,HOO-CAB-CB802-3,UNIT,Cabana Hook BAR (polish) CB802-3,Doors & Hardware,49.1,3,,CB802-3,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3595,"HOS-FLE-VIP-PP12""",PCS,PP-12 White Nylon Vip Flexible Tube,Outdoor & Garden,49.1,3,,PP-12,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3596,"IND-CAS-H/DUTY-MCLFC-4""",PCS,4 DL5 H/duty Mcl Fixed Caster,Building Materials,49.1,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3597,KGR-COM-0.5KG,TIN,Kangaroo Brand 1/2 KG Bituminous Compound,Paint & Sundries,49.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3598,LAD-ALU-WOR-AP-2404,UNIT,Worker 04 Step Household Step Alum. Ladder,Ladders & Access,49.1,3,,AP-2404,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3599,LAS-MK-CON-9039,SET,Mr. Mark 05 Line Laser Level 360° Rotary Laser,Power Tools,49.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
3600,LOC-VIR-4115,PCS,Viro 4115 Cp Armoured Padlock,Locks & Security,49.1,3,,62MM-ITALY,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
