source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
3611,SAF-SPE-PIC-ST21-SMO,PCS,Picasaf Protective Eyewear-smoke ST21,Safety & Workwear,49.1,3,,ST21,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3612,SHH-HOOK-EWDX4007,PKT,No. 7 (20'S) Eagle Wave Hook,Fishing & Tackle,49.1,3,,DX-400,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3613,SWI-SOC-ELE-PTBK1000,PCS,1000MM Power Tracks (surface)-black (BK1000),Electrical,49.1,3,,BK1000,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3614,SWI-SOC-ELE-PTGY1000,PCS,1000MM Power Tracks (surface)-grey (GY1000),Electrical,49.1,3,,GY1000,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3615,TOI-PAP-ROL-PVC-9102,PCS,Toilet Paper Roller,Bathroom,49.1,3,,TPE-9102,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3616,"TOO-CLA-F-BLI-8""",PCS,Blimax Quick Release F CLAMP-8,Hand Tools,49.1,3,,CLAMP-8,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3617,TOO-CLA-GW473200,PCS,Heavy G-shape Clamp 8,Hand Tools,49.1,3,,W0473G,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3618,TOO-COM-W0305R-19*21MM,PCS,2 Open Wrench (19*21MM),Hand Tools,49.1,3,,19*21MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3619,"TOO-NYL-PLU-COU-5/16""",PCS,Nylon Quick Coupler 5/16 Hose NSH-20,Outdoor & Garden,49.1,3,,NSH-20,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3620,AER-4MC8,PCS,Aerico 4MC8,Other,49.0,3,,4MC8,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3621,CHA-BAT-MKX-BATTERY-15A-A,UNIT,Mark-x Battery Charger (15A-A)(15AMP),Electrical,49.0,3,,15A-A,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3622,CUT-DEW-DW4724,PCS,"Diamond Blade, Turbo",Abrasives & Cutting,49.0,3,,DW4724,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3623,CUT-DIS-MARK-12300-P024,PCS,Mr. Mark P24 Master Fibre Disc - Blk,Abrasives & Cutting,49.0,3,,P24,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3624,DOR-KNO-CLEAR,PCK,Local PVC Cabinet Handle (2PCS/PCK),Doors & Hardware,49.0,3,,2PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3625,DOR-PVC-OAK-M26-P,PCS,British Domain/link 31 X 82 PVC Folding Door,Doors & Hardware,49.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3626,DOR-WOO-PLY,PCS,Plywood Door 33 3/4 X 83,Doors & Hardware,49.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3627,"FAS-RIV-PAT-3/16""X5/8""-BOX",BOX,Blind Rivet: Jaguar 3/16 X 5/8 (500PCS/BOX),Fasteners & Fixings,49.0,3,,500PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3628,"FAS-SCR-TAP-PAN-8#3/4""",PCK,8 X3/4 Ph Self Tapping Screw-pan Head (20PCS/PCK) (PCK),Fasteners & Fixings,49.0,3,,X3/4,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3629,GAS-STO-HEA-MQL100,PCS,100 Beehive Burner Head,Home Appliances,49.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3630,GROUT-SEAL-703,CAN,Sikagard 703 Groutseal - 1LTR,Other,49.0,3,,1LTR,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3631,HOS-FLE-DL5-FB50,PCS,DL5 50CM Flex. Extension Faucet (orange Tube),Electrical,49.0,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3632,HOS-FLE-LT8215-1.5M,PCS,Luxtec S/steel Flexsible Hose,Outdoor & Garden,49.0,3,,LT-8215,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3633,MAR-PAI-YELLOW,PCS,Mungyo Paint Marker:yellow,Paint & Sundries,49.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3634,NAIL-TUFTING-TN-7220,PCK,U Clip Tufting Nail 20MM X 7.3MM (10PCS/PCK),Fasteners & Fixings,49.0,3,,10PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3635,PAI-BRU-633-025MM,DOZ,Paint Brush 633 X 25MM,Paint & Sundries,49.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3636,REF-DELINEATOR-50M,SET,Picasaf PVC Delineator Reflective-red,Other,49.0,3,,50PCX50M,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3637,SAF-SHO-SUP-42#,PAIR,Supersonic Safety Shoes 42 (8 ),Safety & Workwear,49.0,3,,SK500,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3638,SHH-LINE-WHI-NO.300,PKT,(sf) Round White M. L. No. 300,Fishing & Tackle,49.0,3,,NO.300,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3639,TOO-TORX-W9913A,PCS,9PCS Long Arm Torx Key Set W9913A,Power Tools,49.0,3,,W9913A,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3640,X-AER-WAT-FIL-S/S1044,UNIT,Aerico S/s 1044 Water Filter + S/s Head,Pumps & Water,49.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3641,ARR-BAN-STE-APB1210,ROLL,Arrow Black Painted Band 12MM X 10M - Black,Other,48.9,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3642,BLI-HSS-HOL-SAW-20MM,PCS,Blimax Hss Hole SAW-20MM,Power Tool Accessories,48.9,3,,SAW-20MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3643,BNW-B&N-RBN-225,PCK,Sr G. I Boit & Nut 1/4 X 2 1/2 (10PCS/PCK),Fasteners & Fixings,48.9,3,,10PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3644,CYL-LOC-EPO-CL011-AC,SET,Epo Cylindrical Lever Lock (CL011 Ac),Locks & Security,48.9,3,,CL011,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3645,DRI-MIX-HEX-PAI,PCS,Blimax Hex Paint Mud,Paint & Sundries,48.9,3,,MIXER-100X600MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3646,"FAS-SCR-TAP-CSK-6#2-1/2""",PACK,"6 X2-1/2""CSK Self Tapping Screw-flat Head (10PCS/PCK)",Fasteners & Fixings,48.9,3,,X2-1/2,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3647,"FIT-YG228R-NIP-REC-3/8""X1/4""-B",PCS,"Brass Reduced Nipple 3/8""X1/4 YG228R",Plumbing,48.9,3,,X1/4,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3648,FIT-YG251-SOC-10MM-BRA,PCS,Y Brass Connector 10MM,Plumbing,48.9,3,,YG251,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3649,GAR-RAK-BLA-6T,PCS,6TEETH Framer Rake,Outdoor & Garden,48.9,3,,6TEETH,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3650,GAR-SPR-G850,PCS,Water Sprayer 500CC,Outdoor & Garden,48.9,3,,500CC,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3651,PAI-BRU-680-065MM,DOZ,Paint Brush 680 X 65MM,Paint & Sundries,48.9,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3652,ROP-PP-10MM,MTR,10MM P. P Rope,"Rope, Chain & Netting",48.9,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3653,TOO-DRV-STA-3X100MM-9960651810,PCS,"Cushion Grip S/dr Std - (1/8""X4"")",Power Tools,48.9,3,,3X100MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative identity leads were found for Sikagard-703 and DeWalt DW4724, but exact image assets were not preserved. Mungyo official evidence remained family-level only. No family/sibling images were substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
