source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
3111,SAF-SHO-NK80-11,PAIR,Neuking NK80 Black 11,Safety & Workwear,51.2,3,,NK80,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3112,SWI-CABLE-REEL-MS4000-7M,PCS,Morries 7M Portable Cable Reel,Fishing & Tackle,51.2,3,,MS4000,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3113,TOI-CAS-WD014-S,SET,Epson Close Couple S-trap 250MM,Plumbing,51.2,3,,WD014,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3114,"TOO-CLA-F-BLI-12""",PCS,Blimax Quick Release F CLAMP-12,Hand Tools,51.2,3,,CLAMP-12,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3115,"TOO-CUT-BOL-GT18""",PCS,Glotool Bolt Clipper 18,Fasteners & Fixings,51.2,3,Glotool,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3116,TOO-CUT-BOLW0118A,PCS,Bolt Cutter 450MM,Fasteners & Fixings,51.2,3,,W0118A,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3117,TOO-PAC-SET-TP16,SET,TP16 Manual Packing Machine & Plier,Hand Tools,51.2,3,,TP16,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3118,BBQ-GRI-JJD-B017,PCS,38X50CM Bbq Grid,Outdoor & Garden,51.1,3,,38X50CM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3119,CHA-CAP-SQU-EXT-19MM,PCK,Square External Cap 19MM (4PCS/PCK),Outdoor & Garden,51.1,3,,4PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3120,"DOR-72'WX71.7/8""",SET,"72'W X 71 7/8 H Pc White Casement Window Outer, Inner Frame 5MM Green Reflective",Doors & Hardware,51.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3121,DOR-HIN-SGD-DH753030,PCK,"(5""X3""X3.0MMX3PCS) 4BB St. Guchi Hinges",Doors & Hardware,51.1,3,,X3.0MMX3PCS,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3122,DOR-INS-KIT-180MM,PCS,200MM Bott Installation Kit,Doors & Hardware,51.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3123,FLO-PVC- NO.483-01,ROLL,PVC Flooring No. K35707,Flooring,51.1,3,,K35707,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3124,FLO-PVC-300-11,ROLL,PVC Flooring No. K36004,Flooring,51.1,3,,K36004,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3125,FLO-PVC-469-02,ROLL,PVC Flooring No. 470-21,Flooring,51.1,3,,NO.470-21,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3126,FLO-PVC-482-14,ROLL,PVC Flooring No. 090-30,Flooring,51.1,3,,NO.090-30,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3127,FLO-PVC-K32606,ROLL,PVC Flooring No. K36205,Flooring,51.1,3,,K36205,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3128,FLO-PVC-NO-K21114,ROLL,PVC Flooring No. K20901,Flooring,51.1,3,,K20901,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3129,FLO-PVC-NO-K23706,ROLL,PVC Flooring No. K11116,Flooring,51.1,3,,K11116,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3130,GAR-CUT-SCIW4143A,PCS,Multi-functional SS Scissors 150MM,Outdoor & Garden,51.1,3,,W4143A,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3131,GRA-CUT-21V,SET,Grass Cutter 21V Battery Cordless Grass Cutter,Power Tools,51.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3132,HHD-FLU-M0676-L110W-40MM,PCS,Techplas Flap Outlet Valve,Plumbing,51.1,3,,L110-W,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3133,HOS-NET-MIK-32MM,COIL,Mikasa Net Hose - 32MM X 40M,Outdoor & Garden,51.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3134,IND-SCP-FR9788-1,PCS,1 Faris W Handle Finishing Scraper,Doors & Hardware,51.1,3,,FR9788,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3135,IND-TRO-SMR1011B,PCS,"Smr Blue H'dle SS Trowel 4""X11",Hand Tools,51.1,3,,X11,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3136,KGR-FLO-COA-9282,TIN,Kangaroo Floor Coat 9282 - French Grey,Paint & Sundries,51.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3137,LOC-CYL-SGD-C3010/70MM,PCS,Ss/privacy St. Guchi Cyl Lock,Locks & Security,51.1,3,,SDCD-C3010/70MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3138,LOC-ENT-EPO-H061/AC,SET,Epo Entrance Lock Set (H061/AC),Locks & Security,51.1,3,,H061/AC,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3139,PAI-BRU-633-100MM,DOZ,Paint Brush 633 X 100MM,Paint & Sundries,51.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3140,SAF-SHO-NK80-08,PAIR,Neuking NK80 Black 08,Safety & Workwear,51.1,3,,NK80,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3141,SHH-SINKER-NO.6,PCS,Single Head Sinker No. 6 (1PC/PCK),Fishing & Tackle,51.1,3,,1PC/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3142,"SIN-STA-RAC-42""",SET,42 S/steel Sink Bracket,Kitchen & Sinks,51.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3143,TOO-COM-PLI-AC208,PCS,Combination Pliers 200MM AC208,Power Tools,51.1,3,,AC208,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3144,"TOO-DRV-STA-PH2-1/4""X10""-9960651710",PCS,"Cushion Grip S/dr PHILIPS-1/4""X10""X2PT ( 2X250MM)",Power Tools,51.1,3,,PHILIPS-1/4,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3145,"TOO-HOL-MAG-VESIC-3""-BMWH-3",PCS,3 Bossman Magnetic Weld Holder (25-LBS),Power Tools,51.1,3,,25-LBS,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3146,TOO-PLI-CUTW106,PCS,Side Cut Pliers 150MM,Power Tools,51.1,3,,WNS106D,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3147,TOO-TYR-LEV-W0014D,PCS,"Type Lever 24""/600MM",Power Tools,51.1,3,,W0014D,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3148,TOO-WRE-FOLW0408,PCS,8PCS Folding Box End Hex Key,Power Tools,51.1,3,,W0408,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
3149,TOO-WRE-FOLW0409,PCS,8PCS Folding Hex Key,Power Tools,51.1,3,,W0409,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,"Authoritative leads were found for Morries MS4000 and Epson/WD014, but exact image evidence was not preserved and the Epson/Boneo brand identity has a material conflict. Blimax category evidence did not identify exact CLAMP-12. Family/sibling images were not substituted; rows remain fail-closed PENDING.",Sibling/family images not substituted; exact variant unresolved.,Exact model and exact image evidence not preserved; fail-closed PENDING.,,,PENDING,pending,needs_permission,,,
