source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
2624,TAP-SIN-CAV-CA2080,PCS,Cavallo Flex Tube Sink Tap Pillar,Kitchen & Sinks,53.9,3,,CA2080,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2625,TOO-DRV-STA-6.5X125MM-9960651920,PCS,"Cushion Grip S/dr Std - (1/4""X5"")",Power Tools,53.9,3,,6.5X125MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2626,TOO-WRE-SET-69256,SET,9PC L/arm Ball Point Hex Key Set,Power Tools,53.9,3,,1.5MM-10MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2627,ACE-HAM-ANC-1/4X2,PCK,Ace Hammer Drive Anchor 650 1/4 X 2 (10PCS/PCK),Hand Tools,53.8,3,,10PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2628,BOS-2608-684-774,PCS,Hexagon Pointed Chisel,Hand Tools,53.8,3,Bosch,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2629,ELE-CAB-PVC-4.00MM-BLK-MTR,MTR,Ktk PVC Cable Black 100M -mtr,Electrical,53.8,3,,4.0MM2,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2630,ELE-D/L-LSM-96W-3CLR-SQ,PCS,LED Source Module 96W 3CLR (sq),Lighting,53.8,3,,3CLR,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2631,GAS-STO-HM-HGB-1680,UNIT,Homa Plus Cast Iron Automatic Stove (21A)-1680,Home Appliances,53.8,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2632,"IND-CAS-H/DUTY-MCLSC-6""",PCS,6 DL5 H/duty Mcl Swivel Caster,Fishing & Tackle,53.8,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2633,IND-TRU-300KG,UNIT,PVC Platform Hand Truck STP300 300KGS,Building Materials,53.8,3,,STP300,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2634,IND-TRU-FD150,SET,PVC Platform Handtruck FD150,Building Materials,53.8,3,,FD150,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2635,PAP-WALL-PARADISEII-AC9371-06,ROLL,Wallpaper Paradise Ii AC9371-06(10MX53CM),Paint & Sundries,53.8,3,,AC9371-06,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2636,RAI-BOO-KRK-B39M,PAIR,Rainshoes - 39 (6) 6000BLK,Curtains & Blinds,53.8,3,,6000BLK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2637,SWI-LAM-ADA-3041B22,PCS,B22 Nylon Lamp Adaptor (blk),Lighting,53.8,3,,B22,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2638,TANK-REC-450L,DRUM,450L Rectangular Tank (2),Other,53.8,3,,RT4.5CB,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2639,TOO-COM-GLO-08MM,PCS,Glotool Combination Wrench 08MM,Hand Tools,53.8,3,Glotool,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2640,TOO-PLI-CIRWHS175,PCS,Intl Plier Straight 175MM,Hand Tools,53.8,3,,WHS175B,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2641,TOO-WRE-PIP-A350MM,PCS,Glotool Pipe Wrench American Type 14,Hand Tools,53.8,3,Glotool,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2642,VAC-HYU-HD-1600,UNIT,Hyundai Vacuum Cleaner 1600W 30L,Chemicals & Adhesives,53.8,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2643,X-ELE-BUL-D/L-HOME-25W,PCS,Hermanns Ens Spiral 25W,Power Tools,53.8,3,,6500K,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2644,BRO-PLA-SB200,PCS,Plastic Broom 260G,Housewares,53.7,3,,SB200,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2645,DC-DSM09-100S,SET,Angle Grinder / DSM09-100S,Power Tools,53.7,3,,DSM09-100S,,,,pending,,pending,RESEARCHED,Dongcheng,DSM09-100S,100 mm / 800 W,Dongcheng DSM09-100S Angle Grinder,https://www.dongchengmalaysia.com/product/dsm09-100s/,Official regional manufacturer Malaysia product page,1B,https://www.dongchengmalaysia.com/wp-content/uploads/2024/11/images-2.jpg,EXACT_SKU,98,94,"Official Dongcheng Malaysia DSM09-100S page gives 800 W, 12000/min, 100 mm wheel and M10 spindle. The page exposes a single product image; visual review shows the blue/black angle grinder consistent with the exact page. Generic asset filename is recorded as a preservation caveat.",DSM10-100 and DSM05-100B are related grinders but were not substituted; exact DSM09-100S page and specs retained.,Exact regional manufacturer model page plus visually reviewed official image; no unresolved model or variant conflict.,NONE,NONE,VERIFIED_CANDIDATE,candidate,needs_permission,/home/ubuntu/work/full_catalogue_image_pass/assets/2601_2700/2645.jpg,05135c70115ded1cd38d1c161aa67455b44d18526ca4f50d6bd6abdc31019952,3590
2646,ELE-CEI-LIG-8910/500-36PCS,PCS,8910/500 Sq 36PCS Daylight L/ceiling Lamp,Lighting,53.7,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2647,FAS-ANC-PJA-0650,BOX,Glotool P. J. Anchor 1/4 X 2,Fasteners & Fixings,53.7,3,Glotool,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2648,"FAS-SCR-F/H-1"" X 8# BOX",BOX,Sr F/h Self Drilling Screw 1 X 8 (1000PCS/BOX),Fasteners & Fixings,53.7,3,,1000PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2649,FLO-PVC-NO-K24708,ROLL,PVC Flooring No. K35810,Flooring,53.7,3,,K35810,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2650,JAC-BOT-MAS-MHB-30TON,PCS,Masada Bottle Jack,Automotive,53.7,3,,MHB-30Y,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2651,JAC-FLO-ESKO-3TON-EK-J3075L,UNIT,Esko 3 Ton Low Profile Hyd Floor Jack (d. Pump),Lifting & Rigging,53.7,3,,EK-J3075L,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2652,KGR-KIM-1L-9216,TIN,1 Litre KIMTONE-9216,Paint & Sundries,53.7,3,,KIMTONE-9216,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2653,SHE-CAB-CB476-BLK,PCS,Cabana Corner Shelf S/s Matt Blk,Housewares,53.7,3,,CB476-BLK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2654,SWI-T/SOC-2540B-5M2G,SET,2G Extension Socket Sp,Electrical,53.7,3,,EXT-2540B,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2655,TOO-COM-W0287F-13MM,PCS,Com Ratchet Wrench 13MM,Hand Tools,53.7,3,,W0287F,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2656,"TOO-DRV-STA-PH0-1/8""X4""-9960651580",PCS,"Cushion Grip S/dr PHILIPS-1/8""X4""X0PT ( 0X100MM)",Power Tools,53.7,3,,PHILIPS-1/8,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2657,TOO-FIL-BCC-4.5200MM,CARD,Bahco Chain Saw File 168-8-4.5-3P 11/641IN (CARD),Hand Tools,53.7,3,,168-8-4.5-3P,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2658,TOO-HAM-CLA-MHT2839,PCS,Steel Handle Magnetic Claw,Hand Tools,53.7,3,,HAMMER-28X390MM,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2659,WAL-PLU-JWP-6MM,PCK,Jaw Wall Plug 6MM (10PCS/PCK),Fasteners & Fixings,53.7,3,,10PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2660,ADH-TAP-ADH-GT075,PCS,Globand Adhesive Tape 75MM X 10M,Chemicals & Adhesives,53.6,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2661,ELE-PEN-81219/3L-E27,PCS,Pendant Lamp Long Base 81219/3L,Lighting,53.6,3,,81219/3L,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2662,"FAS-SCR-P/H-1 1/2"" X 8#-500PCS/BOX",BOX,Sr P/h Self Drilling Screw 1 1/2 X 8 (500PCS/BOX),Fasteners & Fixings,53.6,3,,500PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2663,HOS-CLE-02530-MTR,MTR,25MM X 30M Clear Hose,Outdoor & Garden,53.6,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2664,LAD-ALU-WORKER-SS09,UNIT,Worker SS09 S/side Alum. Ladder (LDS09-MF),Ladders & Access,53.6,3,,SS09,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2665,LAM-LIG-T16W-60W,PCS,National Light Output T16W Light Capsule,Lighting,53.6,3,,T16W,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2666,MEA-TAP-SUN-10M,PCS,Sunlon M. Tape 10.0M/33,Hand Tools,53.6,3,,10.0M/33,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2667,SWI-T/SOC-MS3255-5-5M5G,PCS,Morries Extension Socket 5G 5M W Neon,Electrical,53.6,3,,MS3255-5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2668,"TOO-CUT-BOL-GT36""",PCS,Glotool Bolt Clipper 36,Fasteners & Fixings,53.6,3,Glotool,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2669,TOO-WRE-PIP-A250MM,PCS,Glotool Pipe Wrench American Type 10,Hand Tools,53.6,3,Glotool,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2670,WAL-DOW-071/1 W,PCS,Wall Light W-071/1,Lighting,53.6,3,,W-071/1,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2671,WEL-MAC-FIG-MMA160,UNIT,Fighter Inverter Welding Machine 160A,Welding,53.6,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2672,BRU-HAN0HAW-452135,PCS,Glotool 452135-3008 Steel Wire Brush,Electrical,53.5,3,Glotool,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2673,CUT-DIS-ARC06,PCS,Aracut Glass & Tile Grinding,Abrasives & Cutting,53.5,3,,A-505A,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2674,DOR-BELL-EB3303DB,PCS,Eurobell Digital Wireless Door Bell,Doors & Hardware,53.5,3,,EB-3303DB,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2675,DOR-HAN-DK063-NA-L,PCS,Dekko Na-l Casement Handle,Doors & Hardware,53.5,3,,DK063,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2676,GAR-SHE-TIG-H9622,SET,Telescopic Pruner Saw:tiger,Outdoor & Garden,53.5,3,,H-9622,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2677,GRA-CUT-BLA-GCD01,PCS,Cutting Grass,Outdoor & Garden,53.5,3,,DT-04,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2678,GUM-HAR-205,SET,Clear Epoxy Hardex 5 Min,Chemicals & Adhesives,53.5,3,,HE-205,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2679,"IND-CAS-H/DUTY-MCLSC-4""",PCS,4 DL5 H/duty Mcl Swivel Caster,Fishing & Tackle,53.5,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2680,IND-PUN-PVCB,PCS,PVC Thai Pongkis - Yellow,Building Materials,53.5,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2681,KOYA-GRE-KOY-2KG,JAR,2KG P525 All Purpose Grease,Chemicals & Adhesives,53.5,3,,P525,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2682,KOYA-GRE-P611-1/2KG,TIN,Koya P611 H/d Lithium Mp,Chemicals & Adhesives,53.5,3,,P611,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2683,LAD-ALU-WORKER-SS08,UNIT,Worker SS08 S/side Alum. Ladder (LDS08-MF),Ladders & Access,53.5,3,,SS08,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2684,PYE-CEM-CLE-1L,BOT,PYE Cem Cleaner,Chemicals & Adhesives,53.5,3,,118-1L,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2685,PYE-DRA-REM-R01-500ML,PCS,PYE Drain Clog Free Remover 500ML,Chemicals & Adhesives,53.5,3,,CLDR01,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2686,RIG-SHA-BOW-G209-20MM,PCS,Pin Type Bow Shackle (G209) 20 MM,Lifting & Rigging,53.5,3,,G209,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2687,SIN-CAV-CA215,PCS,SS Sink With Waste,Plumbing,53.5,3,,CA215,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2688,SWI-T/SOC-TAI-2G-2000,PCS,Taicon 2G Trailing Socket Neon-empty (2000),Electrical,53.5,3,Taicon,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2689,"TOO-LEV-MAG-3804X18""",PCS,T&t Magnetic Flat Aluminium Level - 3804X18,Power Tools,53.5,3,,3804X18,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2690,"TOO-LEV-MAG-3805X24""",PCS,T&t Magnetic Flat Aluminium Level - 3805X24,Power Tools,53.5,3,,3805X24,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2691,"TOO-LEV-SPE-3801X18""",PCS,Speed L/duty Flat Water Level - 3801X18,Power Tools,53.5,3,,3801X18,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2692,"TOO-LEV-SPE-3801X24""",PCS,Speed L/duty Flat Water Level - 3801X24,Power Tools,53.5,3,,3801X24,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2693,TOO-NIE-ALL-KEY-02.5MM,PCS,Nietz E/long Ball Point Satin Wrch 53252025 2.5MM,Power Tools,53.5,3,Nietz,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2694,TOO-PLI-CIR-GTES150,PCS,Glotool Circlip Plier - Ext Straight,Hand Tools,53.5,3,Glotool,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2695,TOO-PLI-CIR-GTIB150,PCS,Glotool Circlip Plier - Int Bent,Hand Tools,53.5,3,Glotool,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2696,BAT-ENE-SHD-AA2PCS,PCK,Eveready Shd Aa 2PC,Electrical,53.4,3,Eveready,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2697,BOS-2609-390-394,PCS,Sds Plus Flat Chisel 250MM,Power Tool Accessories,53.4,3,Bosch,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2698,BOS-2609-390-576,PCS,Sds Plus Pointed Chisel 250MM,Power Tool Accessories,53.4,3,Bosch,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2699,CHA-CAP-SQU-INT-16X51MM,PCK,Rectangular Internal Cap (4PCS/PCK),Outdoor & Garden,53.4,3,,4PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
2700,ELE-CEI-LIG-9392-300-3CLR,PCS,Ceiling Light 9392-300 3CLR,Lighting,53.4,3,,3CLR,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,,,,,,PENDING,pending,needs_permission,,,
