source_position,item_code,uom,display_name,category,detected_brand,detected_model,state,round_first_seen,round_last_touched,tiers_tried,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,image_sha256,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,researcher_decision,verifier_verdict,machine_gate,reason,human_action
7420,FIT-PVC-TEE-40MM,PCS,PVC Fitting Tee 40MM 1-1/2 Swv,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches) | q: ""PVC tee"" fitting SWV Malaysia supplier -shopee -lazada | q: PVC tee equal 25mm 15mm fitting supplier Malaysia hardware | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""PVC Fitting Tee 40MM 1-1/2 Swv"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
7302,FIT-PVC-TEE-50MM,PCS,PVC Fitting Tee 50MM 2 Swv,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches) | q: ""PVC tee"" fitting SWV Malaysia supplier -shopee -lazada | q: PVC tee equal 25mm 15mm fitting supplier Malaysia hardware | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""PVC Fitting Tee 50MM 2 Swv"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
7535,FIT-PVC-VAL-SOC-20MM,PCS,PVC Fitting Socket Valve 20MM 3/4,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches) | q: PVC ""socket valve"" fitting Malaysia supplier -shopee -lazada | q: ""valve socket"" PVC ball valve Malaysia plumbing supplier | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""PVC Fitting Socket Valve 20MM 3/4"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
7261,FIT-PVC-VAL-SOC-32MM,PCS,PVC Fitting Socket Valve 32MM 1-1/4,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches) | q: PVC ""socket valve"" fitting Malaysia supplier -shopee -lazada | q: ""valve socket"" PVC ball valve Malaysia plumbing supplier | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""PVC Fitting Socket Valve 32MM 1-1/4"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
7718,FIT-PVC-VAL-SOC-15MM,PCS,PVC Fitting Socket Valve 15MM 1/2,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches) | q: PVC ""socket valve"" fitting Malaysia supplier -shopee -lazada | q: ""valve socket"" PVC ball valve Malaysia plumbing supplier | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""PVC Fitting Socket Valve 15MM 1/2"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
7421,FIT-PVC-VAL-SOC-40MM,PCS,PVC Fitting Socket Valve 40MM 1-1/2,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches) | q: PVC ""socket valve"" fitting Malaysia supplier -shopee -lazada | q: ""valve socket"" PVC ball valve Malaysia plumbing supplier | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""PVC Fitting Socket Valve 40MM 1-1/2"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
7165,FIT-PVC-VAL-SOC-50MM,PCS,PVC Fitting Socket Valve 50MM 2,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches) | q: PVC ""socket valve"" fitting Malaysia supplier -shopee -lazada | q: ""valve socket"" PVC ball valve Malaysia plumbing supplier | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""PVC Fitting Socket Valve 50MM 2"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
5364,FIT-UPVC-BEN-ELB-82MM,PCS,U-pvc Bend (elbow) 82MM 3,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches; OEM-domain guesses asianpipes.com.my / panasiapipe.com did not resolve (DNS NXDOMAIN)) | q: ""U-PVC bend"" elbow Malaysia supplier -shopee -lazada | q: ""bend with door"" OR ""access bend"" PVC 110mm drainage Malaysia | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""U-pvc Bend (elbow) 82MM 3"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355; PVC-U Waste, Rainwater & Underground Drainage range) for a packshot of the required size, or shoot in-store."
6045,FIT-UPVC-BEN-ELB-110MM,PCS,U-pvc Bend (elbow) 110MM 4,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches; OEM-domain guesses asianpipes.com.my / panasiapipe.com did not resolve (DNS NXDOMAIN)) | q: ""U-PVC bend"" elbow Malaysia supplier -shopee -lazada | q: ""bend with door"" OR ""access bend"" PVC 110mm drainage Malaysia | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""U-pvc Bend (elbow) 110MM 4"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355; PVC-U Waste, Rainwater & Underground Drainage range) for a packshot of the required size, or shoot in-store."
7254,FIT-UPVC-BEN-ELB-50MM,PCS,U-pvc Bend (elbow) 50MM 2,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches; OEM-domain guesses asianpipes.com.my / panasiapipe.com did not resolve (DNS NXDOMAIN)) | q: ""U-PVC bend"" elbow Malaysia supplier -shopee -lazada | q: ""bend with door"" OR ""access bend"" PVC 110mm drainage Malaysia | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""U-pvc Bend (elbow) 50MM 2"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355; PVC-U Waste, Rainwater & Underground Drainage range) for a packshot of the required size, or shoot in-store."
7529,FIT-UPVC-BEN-ELB-32MM,PCS,U-pvc Bend (elbow) 32MM 1-1/4,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches; OEM-domain guesses asianpipes.com.my / panasiapipe.com did not resolve (DNS NXDOMAIN)) | q: ""U-PVC bend"" elbow Malaysia supplier -shopee -lazada | q: ""bend with door"" OR ""access bend"" PVC 110mm drainage Malaysia | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""U-pvc Bend (elbow) 32MM 1-1/4"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355; PVC-U Waste, Rainwater & Underground Drainage range) for a packshot of the required size, or shoot in-store."
7574,FIT-UPVC-BEN-ELB-40MM,PCS,U-pvc Bend (elbow) 40MM 1-1/2,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches; OEM-domain guesses asianpipes.com.my / panasiapipe.com did not resolve (DNS NXDOMAIN)) | q: ""U-PVC bend"" elbow Malaysia supplier -shopee -lazada | q: ""bend with door"" OR ""access bend"" PVC 110mm drainage Malaysia | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""U-pvc Bend (elbow) 40MM 1-1/2"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355; PVC-U Waste, Rainwater & Underground Drainage range) for a packshot of the required size, or shoot in-store."
7346,FIT-UPVC-BEN-ELB-W/D-50MM,PCS,U-pvc Bend (elbow) W/door 50MM 2,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches; OEM-domain guesses asianpipes.com.my / panasiapipe.com did not resolve (DNS NXDOMAIN)) | q: ""U-PVC bend"" elbow Malaysia supplier -shopee -lazada | q: ""bend with door"" OR ""access bend"" PVC 110mm drainage Malaysia | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""U-pvc Bend (elbow) W/door 50MM 2"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355; PVC-U Waste, Rainwater & Underground Drainage range) for a packshot of the required size, or shoot in-store."
6704,FIT-UPVC-CAP-110MM,PCS,U-pvc End Cap 110MM 4,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches; OEM-domain guesses asianpipes.com.my / panasiapipe.com did not resolve (DNS NXDOMAIN)) | q: ""U-PVC end cap"" PVC 110mm Malaysia supplier -shopee -lazada | q: PVC end cap 50mm solvent weld drainage fitting Malaysia | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""U-pvc End Cap 110MM 4"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355; PVC-U Waste, Rainwater & Underground Drainage range) for a packshot of the required size, or shoot in-store."
7519,FIT-UPVC-CAP-50MM,PCS,U-pvc End Cap 50MM 2,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice incl. one retry after ~20s, queries executed via Bing fallback and direct OEM-domain fetches; OEM-domain guesses asianpipes.com.my / panasiapipe.com did not resolve (DNS NXDOMAIN)) | q: ""U-PVC end cap"" PVC 110mm Malaysia supplier -shopee -lazada | q: PVC end cap 50mm solvent weld drainage fitting Malaysia | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater & Underground Drainage / PP-R / ABS / PE / Electrical families, no per-SKU model pages) | p: https://nyhardware.com.my/plumbing-and-buildings/pipe/pvc (HTTP 200; NY Hardware fittings catalogue: Socket (221) / P/T Socket (36) / Reducing Socket (586) / Tee (616) / P/T Tee (9) / Reducing Tee (882) / Valve Socket (56) / Bend (581) / End Cap (184), all unbranded trade goods) | Closing: no opened page contains any brand/model string for this item - the size designation ""U-pvc End Cap 50MM 2"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355; PVC-U Waste, Rainwater & Underground Drainage range) for a packshot of the required size, or shoot in-store."
