source_position|item_code|uom|display_name|category|detected_brand|detected_model
46|CAB-SAN-SWBC-SS6411|SET|Saniware Bathroom Cabinet Set Water Tap SWBC-SS6411|Bathroom|Saniware|SWBC-SS6411
56|TOI-TRP-WC-2122A-S|SET|Saniware Washdown Closet WC-2122A-S250MM|Bathroom|Saniware|WC-2122A-S250MM
93|FAN-CEI-DEKA-CF66DC66MB12|UNIT|Deka Ceiling Fan F66 DC Matt Black|Fans & Ventilation|Deka|F66
25|SHO-SOR-SRTSA860-GM|PCS|Sorento 400MM Shower Arm|Bathroom|Sorento|SRTSA860-GM
240|TAP-SAN-SWS-304-3964|PCS|Saniware Sliver Kitchen W Sink Tap|Kitchen & Sinks|Saniware|SWS-304-3964
254|STA-HAM-BRU-SBH900M2K|UNIT|Stanley Fatmax V20 Brushless Sds Plus Hammer Drill|Power Tool Accessories|Stanley|V20
277|PUM-WTR-JHP4-40|UNIT|Water Pump Complete Set JHP4-40|Pumps & Water||JHP4-40
266|STA-HIGH-PRE-WAS-K2|UNIT|Karcher K2 Power Vps High Pressure Washer|Power Tools|Stanley|
131|STA-GRI-SCG400-SET|UNIT|Stanley 20V Grinder 1PC Charger (SC200)+2PCS Battery 2.0AH (SB202)|Power Tools|Stanley|SC200
42|CAB-SAN-SWBC-SS6615|SET|Saniware Bathroom Cabinet Set Water Tap SWBC-SS6615|Bathroom|Saniware|SWBC-SS6615
64|FAN-CEI-LED-RCF-MOZIA56-5BL-BT|PCS|Rubine Blk Timber LED Ceiling Fan|Fans & Ventilation|Rubine|RCF-MOZIA56-5BL-BT
76|FAN-CEI-RCF-MOZIA56-5B-BT|PCS|Rubine Blk Timber Ceiling Fan|Fans & Ventilation|Rubine|RCF-MOZIA56-5B-BT
59|STA-GRI-SCG400-SOLO|UNIT|Stanley 20V Grinder|Power Tools|Stanley|SCG400
100|FAN-FLO-KHI-FF2005|PCS|20 Ind Floor Fan Black|Fans & Ventilation|Khind|KHIND-FF2005
15|FAN-CEI-DEKA-CF5DCL46MB12|UNIT|Deka Ceiling Fan F5 DC~46L Pro Matt Blk|Fans & Ventilation|Deka|DC~46L
17|TAP-SAN-SWP-B-2521|PCS|Saniware Premier Basin Pillar Tap-mixer SWP-B-2521|Bathroom|Saniware|SWP-B-2521
29|FAN-STA-KHI-SF1682|SET|Khind 16 Stand Fan|Fans & Ventilation|Khind|SF1682SE
31|TAP-SAN-SWP-B-3213|PCS|Saniware Premier Tall Basin Cold Tap|Bathroom|Saniware|SWP-SS-304-3213
22|OVEN-RUB-TAE13-M266|UNIT|Rubine Built-in Oven RBO-IA8X-70SS|Home Appliances|Rubine|RBO-IA8X-70SS
267|STA-PRE-WAS-K3-DEL|UNIT|Karcher Pressure Washer K3 Deluxe Premium|Power Tools|Stanley|
268|X-STA-PRE-WAS-K4|UNIT|Karcher K4 Basic High Pressure Cleaner|Power Tools|Karcher|
57|TOI-TRP-WC-SRTWC286-SH-S(250MM)|PCS|Sorento One Piece Washdown Flush Tech|Bathroom|Sorento|SRTWC286-SH-S
52|SHO-SOR-SRTWT2634-RG|PCS|Sorento Exposed Shower Set (matt Blk+rose Gold)|Bathroom|Sorento|SRTWT2634-RG
250|CHA-SAW-STIHL-MS230|UNIT|Stihl Chainsaw 18 Stihl Chain & Guide BAR|Rope, Chain & Netting|STIHL|MS230
73|SIN-SOR-SRTKS2426-BL|PCS|Sorento Kitch. Sink-blk Ultrasonic Nano Tech|Kitchen & Sinks|Sorento|S/S304
96|SHO-SOR-SRTWT9605RG|PCS|Sorento Exposed Shower Set 2WAYS SRTWT9605-RG|Bathroom|Sorento|2WAYS
6|SIN-SOR-SRTKS2406|PCS|Sorento S/s 304 Kitchen Sink Ultrasonic Nano Tech SRTS2406|Kitchen & Sinks|Sorento|SRTS2406
213|STI-BRU-CUT-FR3001|UNIT|Stihl Brush Cutter|Outdoor & Garden|STIHL|FR3001
122|SHO-SOR-SRTWT9600HP|PCS|Sorento Exposed Shower Set - 2WAYS SRTWT9600HP|Bathroom|Sorento|2WAYS
21|TAP-SAN-SWP-B-3023|PCS|Saniware Premier Basin Pillar Cold Tap (rose Gold) SWP-B-3023|Bathroom|Saniware|SWP-B-3023
27|TAP-SAN-SWP-SS-304-3940-RG|PCS|Saniware Premier Kitchen Pillar Sink Tap-rg SWP-SS-304-3940-RG|Kitchen & Sinks|Saniware|SWP-SS-304-3940-RG
39|FAN-STA-KHI-SF1663H|SET|Khind 16 Stand Fan (black)|Fans & Ventilation|Khind|SF1663H
62|SHO-SOR-SRTSH22614-BL|PCS|Sorento 229MM ABS Rain Shower Head (matt Blk)|Bathroom|Sorento|SRTSH22614-BL
72|SHO-SOR-SRTSH2623-BL|PCS|Sorento 225MM ABS Rain Shower Head Matt Blk|Bathroom|Sorento|SRTSH2623-BL
85|KHI-HDR-HD515|SET|Hair Dryer 1800W (matt Black)|Home Appliances|Khind|KHIND-HD1800
19|RUB-TAE11-M330|UNIT|Rubine C/hood|Home Appliances|Rubine|RCH-NOVARA-90SS
158|JOV-WAT-FIL-JWP20|PCS|Joven Water Filter|Pumps & Water|Joven|JWP20
43|GAS-STO-RUB-TAE10-M523|UNIT|Rubine Glass Hob RGH-LOTOFLEXI2B-BLFX|Kitchen & Sinks|Rubine|RGH-LOTOFLEXI2B-BLFX
184|BOS-0611-924-0L1|UNIT|Gbh Batt. Rotary Hammer|Power Tools|Bosch|185-LI
67|GAS-STO-RUB-TAE10-E102|UNIT|Rubine Ceramic Hob|Kitchen & Sinks|Rubine|RCE-VULCAN40-BL
86|OVEN-RUB-TAE13-M503|UNIT|Rubine M/wave Oven RMO-OREO-28BL|Home Appliances|Rubine|RMO-OREO-28BL
208|BOS-0601-068-000|UNIT|Gol 26D Optical Leveller|Power Tools|Bosch|26D
13|SHO-SAN-SWP-BSP-9003RG|PCS|Saniware Premier 3WAY Bath Expose Shower Set-mixer (rose Gold)|Bathroom|Saniware|3WAY
12|SHO-SAN-SWP-BSP-9003G|PCS|Saniware Premier 3WAY Bath Expose Shower Set-mixer (gold)|Bathroom|Saniware|3WAY
226|BOS-0611-338-9L1|UNIT|Gsh 5MX Demolition Hammer|Power Tools|Bosch|5MX
60|SHO-SOR-SRTWT2634|PCS|Sorento Exposed Shower Set 3-WAYS SRTWT2634|Bathroom|Sorento|3-WAYS
80|RUB-TAE10-M371|UNIT|Rubine Glass Hob RGH-FIGATA2B-BL|Kitchen & Sinks|Rubine|RGH-FIGATA2B-BL
36|TAP-SAN-SWP-B-2931|PCS|Saniware Premier Basin Pillar Tap-mixer (matt Black) SWP-B-2931|Bathroom|Saniware|SWP-B-2931
37|TAP-SAN-SWP-B-2930|PCS|Saniware Premier Basin Pillar Tap-mixer SWP-B-2930|Bathroom|Saniware|SWP-B-2930
40|TAP-SAN-SWP-B-2924|PCS|Saniware Premier Basin Pillar Tap-mixer (gold) SWP-B-2924|Bathroom|Saniware|SWP-B-2924
41|TAP-SAN-SWP-B-2921|PCS|Saniware Premier Basin Pillar Tap-mixer (matt Black) SWP-B-2921|Bathroom|Saniware|SWP-B-2921
38|IND-RIC-COO-RC7878|SET|5.6L Rice Cooker (cool Grey)|Home Appliances|Khind|KHIND-RC565
91|TAP-SAN-SWP-B-3213-G|PCS|Saniware Premier Tall Basin Cold Tap (gold)|Bathroom|Saniware|SWP-SS-304-3213-G
110|TAP-SAN-SWP-B-3203-RG|PCS|Saniware Premier Basin Pillar Cold Tap (rose Gold) SWP-SS-304-3203-RG|Bathroom|Saniware|SWP-SS-304-3203-RG
291|BAT-ENE-MAX-AAA4PCS|PCK|En Max Aaa 4 Pc|Electrical||
290|BAT-ENE-MAX-AA4PCS|PCK|En Max Aa 4 Pc|Electrical||
300|DRA-COV-TEC-GRE-9"X17"|PCS|Techplas 9 X 17 Drain Cover - Grey|Plumbing||
627|FAN-CEI-DEKA-CX146BK12|UNIT|Deka Ceiling Fan X-one 46 Black|Fans & Ventilation|Deka|
469|GAS-STO-KHI-GC6010|SET|Khind Gas Cooker|Chemicals & Adhesives|Khind|EPOXY-GC6010
632|FAN-CEI-DEKA-CDKN54MG12|UNIT|Deka Ceiling Fan Koni 54 Magnesium|Fans & Ventilation|Deka|
826|BOS-0601-6B3-0L1|UNIT|Gks 140 Circular Saw|Power Tools|Bosch|
640|FAN-CEI-DEKA-CCM34MG12|UNIT|Deka Ceiling Fan Concept Mini Magnesium|Fans & Ventilation|Deka|
991|BOS-0601-9H2-281|UNIT|Bosch Go 3 Cordless Screwdriver|Power Tools|Bosch|
