source_position,item_code,uom,display_name,category,official_product_page,official_image_url
227,ELE-D/L-MEG-YTP38Z1-10W,PCS,,,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg
232,ELE-D/L-MEG-YTP38Z1-10W-4000K,PCS,,,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg
7,JOV-WAT-HEA-SA8E,PCS,,,https://www.joven-electric.com/my/sa8e-instant-water-heater-511801001.html,https://www.joven-electric.com/media/catalog/product/5/1/511801001-1.jpg
165,BOS-2608-522-405,PCS,,,https://www.bosch-pt.com.ph/ph/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,https://www.bosch-pt.com.ph/binary/ocsmedia/optimized/767x431/o469856v82_2608522405_bo_pro_u_f_1.png
195,BOS-2608-522-406,PCS,,,https://www.bosch-pt.com.ph/ph/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,https://www.bosch-pt.com.ph/binary/ocsmedia/optimized/full/o469860v82_2608522406_bo_pro_u_f_1.png
155,FAN-CEI-DEKA-CF5DC56MB,UNIT,,,https://deka.my/f5-dc-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-PRO-MB-Jpg.jpg
196,BOS-2608-522-407,PCS,,,https://www.bosch-pt.com.ph/ph/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,https://www.bosch-pt.com.ph/binary/ocsmedia/optimized/full/o466604v82_2608522407_bo_pro_u_f_1.png
3,JOV-WAT-HEA-SL30IP-WHI,PCS,,,https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html,https://www.joven-electric.com/media/catalog/product/s/l/sl30ip_white_2026_1.jpg
93,FAN-CEI-DEKA-CF66DC66MB12,UNIT,,,https://deka.my/f66-dc/,https://deka.my/wp-content/uploads/2026/04/F66-2560X2560-BK.png
277,PUM-WTR-JHP4-40,UNIT,,,https://www.joven-electric.com/my/jhp-4-40-water-pump.html,https://www.joven-electric.com/media/catalog/product/5/1/5130309001-2.jpg
100,FAN-FLO-KHI-FF2005,PCS,,,https://khind.com.my/products/20-industrial-floor-fan,http://khind.com.my/cdn/shop/files/ssmy.zone-1731060431-FF2005_WH.jpg?v=1751808994
15,FAN-CEI-DEKA-CF5DCL46MB12,UNIT,,,https://deka.my/f5-dc-46l-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-46L-PRO-MB-Jpg-OK.jpg
29,FAN-STA-KHI-SF1682,SET,,,https://khind.com.my/products/khind-stand-fan-sf1682se,http://khind.com.my/cdn/shop/files/SF1682SE_BG_white_7fc568d3-0556-4785-a1de-68302f995233.jpg?v=1751809076
39,FAN-STA-KHI-SF1663H,SET,,,https://khind.com.my/products/16-stand-fan,http://khind.com.my/cdn/shop/files/sf1663h-cover_010721155036.jpg?v=1751809588
85,KHI-HDR-HD515,SET,,,https://khind.com.my/products/1800w-hair-dryer,http://khind.com.my/cdn/shop/files/hd1800-wh-cover_280521152043.jpg?v=1751809539
19,RUB-TAE11-M330,UNIT,,,https://www.rubine.com.my/product/RCH-NOVARA-90SS,https://www.rubine.com.my/files/product_img/IM01791.jpg
158,JOV-WAT-FIL-JWP20,PCS,,,https://www.joven-electric.com/my/jwp20-water-filter.html,https://www.joven-electric.com/media/catalog/product/5/1/5134612001-1.jpg
43,GAS-STO-RUB-TAE10-M523,UNIT,,,https://www.rubine.com.my/product/RGH-LOTOFLEXI2B-BLFX,https://www.rubine.com.my/files/product_img/IM01801.jpg
184,BOS-0611-924-0L1,UNIT,,,https://www.bosch-professional.com/sa/en/products/gbh-185-li-06119240L1,https://www.bosch-professional.com/sa/en/ocsmedia/397710-54/application-image/full/cordless-rotary-hammer-with-sds-plus-pro-gbh-185-li-06119240l1.png
67,GAS-STO-RUB-TAE10-E102,UNIT,,,https://www.rubine.com.my/product/RCE-VULCAN40-BL,https://www.rubine.com.my/files/product_img/IM02133.jpg
208,BOS-0601-068-000,UNIT,,,https://www.bosch-professional.com/gb/en/products/gol-26-d-0601068000,https://www.bosch-professional.com/binary/ocsmedia/optimized/full/o451656v54_GOL_26_D_SOS_0601068000_f4_V2.png
80,RUB-TAE10-M371,UNIT,,,https://www.rubine.com.my/product/RGH-FIGATA2B-BL,https://www.rubine.com.my/files/product_img/IM01807.jpg
38,IND-RIC-COO-RC7878,SET,,,https://khind.com.my/products/5-6l-commercial-rice-cooker-rc565,http://khind.com.my/cdn/shop/files/rc565-wh-cover_190224150612.jpg?v=1751809130
627,FAN-CEI-DEKA-CX146BK12,UNIT,,,https://deka.my/x-one-46/,https://deka.my/wp-content/uploads/2025/11/X-ONE-46-2560X2560-BK.png
469,GAS-STO-KHI-GC6010,SET,,,https://khind.com.my/products/khind-gas-cooker-gc6010,http://khind.com.my/cdn/shop/files/gc6010-hi_220523171908.jpg?v=1751809699
632,FAN-CEI-DEKA-CDKN54MG12,UNIT,,,https://deka.my/koni-54/,https://deka.my/wp-content/uploads/2025/07/KONI-54-MG-Jpg.jpg
640,FAN-CEI-DEKA-CCM34MG12,UNIT,,,https://deka.my/concept-mini/,https://deka.my/wp-content/uploads/2025/07/CONCEPT-MINI-MG-Jpg.jpg
