source_position,item_code,uom,official_product_page,official_image_url,researcher_decision,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,reason,human_action
252,BOS-0600-8A7-FLO,UNIT,https://www.bosch-diy.com/my/en/p/easyaquatak-110-06008a7fl0,https://www.bosch-diy.com/imagestorage/en-my/easyaquatak-110-100044179-hires-png-rgb-oneux-263458_w_1600_h_800.png,candidate,A,yes,yes,UNIT complete washer per scope of delivery gun/lance/hose/nozzles,needs_permission,q:bosch-diy my/en EasyAquatak 110 Malaysia | p:https://www.bosch-diy.com/my/en/p/easyaquatak-110-06008a7fl0 official MY page 'Order number 06008A7FL0 EAN 3165140939683' matches item BOS-0600-8A7-FLO; specs 110bar 1300W match display_name | img 3200x1800 501KB PNG VIEWED single-unit product shot clean bg | rights Bosch asset needs_permission
174,ELE-D/L-MEG-YTP45Z1-15W-3000K,PCS,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-11.jpg,candidate,A,yes,yes,PCS OK,needs_permission,q:"YTP45Z1" Megaman | p:https://megaman.com.my/product/led-stick/ 'YTP45Z1 | 15W | E27' '(3000K/...)' 3000K proven by text | img Untitled-11.jpg VIEWED single E27 stick 15W box | rights needs_permission
186,ELE-D/L-MEG-YTA70Z1-15W-4000K,PCS,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-6.jpg,pending,C,no,no,PCS OK,needs_permission,q:"YTA70Z1" Megaman | p:https://megaman.com.my/product/led-g-a-bulb/ 'YTA70Z1 | 15W' + CCT list proves 4000K under code | no isolated A70 image -> pending a70_shape_not_isolated
251,FAN-CEI-DEKA-CX156BK12,UNIT,https://deka.my/x-one-56/,https://deka.my/wp-content/uploads/2025/11/X-ONE-56-2560X2560-BK.png,candidate,A,yes,yes,UNIT full fan motor/blades/downrod,needs_permission,q:Deka X-One 56 site:.com.my | q:Deka fan official website Malaysia | p:https://deka.my/x-one-56/ official Deka Fan Malaysia brand site spec 'Model: X-ONE 56 Size 56in RPM224 CFM9041 Colour: BK WH DW' BK=black matches display Blk and CX156BK12 suffix | colour-specific product PNG 2560px black fan | rights Deka asset needs_permission
201,ELE-D/L-MEG-YTA70Z1-15W-3000K,PCS,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-6.jpg,pending,C,no,no,PCS OK,needs_permission,q:"YTA70Z1" Megaman | p:https://megaman.com.my/product/led-g-a-bulb/ 'YTA70Z1 | 15W' + 3000K listed | no isolated A70 image -> pending a70_shape_not_isolated
5,JOV-WAT-HEA-SA20E,PCS,https://www.joven-electric.com/my/sa20e-instant-water-heater-511601002.html,https://www.joven-electric.com/media/catalog/product/s/a/sa20e_-_feature_image_2026.jpg,candidate,A,yes,yes,PCS complete heater set with showerhead/hose/bracket,needs_permission,q:Joven SA8E SA20E official joven-electric | p:https://www.joven-electric.com/international/sa20e-instant-water-heater-511601002.html 'SA20e Instant Water Heater Compact Non-Pump' 2.2-5.2kW | p:https://www.joven-electric.com/my/sa20e-instant-water-heater-511601002.html MY-store twin live og sa20e_-_feature_image_2026.jpg title exact | rights Joven asset needs_permission
227,ELE-D/L-MEG-YTP38Z1-10W,PCS,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg,candidate,A,yes,yes,PCS E27 cap matches display_name,needs_permission,q:"YTP38B1" search surfaced sibling Z1 | p:https://megaman.com.my/product/led-stick/ 'YTP38Z1 | 10W | 720/810 | E27 | Ø38*118' (3IN1 listed separately) plain Z1 10W E27 6500K proven | img Untitled-7.jpg 580x580 VIEWED single screw-base stick + box marked 10W 720 Lumen E27 exact | rights needs_permission
232,ELE-D/L-MEG-YTP38Z1-10W-4000K,PCS,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg,candidate,A,yes,yes,PCS OK,needs_permission,q:Megaman YTP38Z1 | p:https://megaman.com.my/product/led-stick/ 'YTP38Z1 | 10W | E27' '(3000K/ 4000K&6500K)' 4000K proven by text | img Untitled-7.jpg VIEWED single E27 stick 10W box | rights needs_permission
7,JOV-WAT-HEA-SA8E,PCS,https://www.joven-electric.com/my/sa8e-instant-water-heater-511801001.html,https://www.joven-electric.com/media/catalog/product/5/1/511801001-1.jpg,candidate,A,yes,yes,PCS heater incl showerhead/hose/bracket accessories,needs_permission,q:Joven SA8E joven-electric | p:https://www.joven-electric.com/my/sa8e-instant-water-heater-511801001.html official MY store SKU 511801001 'SA8e Instant Water Heater Compact Non-Pump' spec 3.6kW 240V | original media 1000x1000 85KB VIEWED single white JOVEN slim casing red-knob unit + shower head set clean bg; no colour claim in display_name -> finish n/a-proven | rights Joven asset needs_permission
165,BOS-2608-522-405,PCS,https://www.bosch-pt.com.ph/ph/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,https://www.bosch-pt.com.ph/binary/ocsmedia/optimized/767x431/o469856v82_2608522405_bo_pro_u_f_1.png,candidate,A,yes,yes,PCS single bit 1 Pcs per OEM table,needs_permission,q:Bosch "2608522405" impact bit PH2 | p:https://www.bosch-pt.com.ph/ph/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/ official Bosch PT PRO Impact Double-Ended Bit page table row '2 608 522 405 | Length 65mm | 1 Pcs' matches PH2x65MM exactly; same page lists 406=110mm 407=150mm confirming sibling mapping | per-part ocsmedia PNG 767x431 for 2405 | rights Bosch asset needs_permission
195,BOS-2608-522-406,PCS,https://www.bosch-pt.com.ph/ph/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,https://www.bosch-pt.com.ph/binary/ocsmedia/optimized/full/o469860v82_2608522406_bo_pro_u_f_1.png,candidate,A,yes,yes,PCS single bit,needs_permission,q:Bosch "2608522406" | p:https://www.bosch-pt.com.ph/ph/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/ OEM table row '2 608 522 406 | 110mm | 1 Pcs' matches PH2x110MM | per-part PNG o469860 767x431 | rights needs_permission
11,JOV-WAT-HEA-SL30E-WHI-RS,PCS,https://www.joven-electric.com/my/sl30e-rs-instant-water-heater-5100601.html,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/5/1/5100601002-1_2.jpg,pending,B,no,yes,PCS heater with rainshower set,needs_permission,q:joven-electric SL30IP series category | p:https://www.joven-electric.com/my/products/instant-water-heater/sl30-series.html listing 'SL30e-RS Instant Water Heater' links /my/sl30e-rs-instant-water-heater-5100601.html thumbs 5100601002-*.jpg | display says (white) but gallery colour not isolated (site has 2-colour filter) -> pending white_variant_unproven bytes queued
155,FAN-CEI-DEKA-CF5DC56MB,UNIT,https://deka.my/f5-dc-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-PRO-MB-Jpg.jpg,candidate,A,yes,yes,UNIT full fan assembly,needs_permission,q:Deka F5 DC Pro CF5DC56MB | p:https://deka.my/f5-dc-pro/ official spec 'Model: F5 DC PRO Size 56in RPM222 CFM9041 Colour: MB MTW OAK LW RG CPW BG GYW' MB=matt black matches display Matt Blk 56 and CF5DC56MB | colour-specific jpg MB matt-black fan | rights needs_permission
247,HOS-FLE-GLO-60",PCS,NONE_FOUND,,pending,C,no,no,PCS flexible tube coil,unknown,q:Glotool flexible tube F1/2 F12 60 Malaysia | q:glotool garden hose official | NO official site retailer listing or catalogue entry found anywhere this pass -> pending brand_unverified_no_sources; escalate to manual sourcing
2,JOV-WAT-HEA-SL30IP-BLK,PCS,https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html,,pending,B,no,yes,PCS complete heater with slider bar set,needs_permission,q:joven SL30IP | p:https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html official SKU 5101401 'SL30iP Instant Water Heater' features 'Double Layer 2K Spray Paint Finish with 2 Colour Options' main gallery photo is WHITE sl30ip_white_2026_1.jpg; black option not isolated as separate asset -> pending black_variant_image_needed colour_unproven
276,DC-DCSM03-100EK,SET,https://www.thewwarehouse.com/product/dongcheng-cordless-brushless-angle-grinder-dcsm03-100ek,,pending,C,no,yes,SET grinder kit 2x4Ah batteries + charger + case per dealer listing,unknown,q:"DCSM03-100EK" Dongcheng angle grinder | q:Dongcheng DSM03-100 | p:https://www.thewwarehouse.com/product/dongcheng-cordless-brushless-angle-grinder-dcsm03-100ek 'DongCheng Cordless Brushless Angle Grinder DCSM03-100EK Battery 20V MAX 4.0Ah Wheel 100mm' scope 2 batt+charger+case matches SET | p:https://www.mengfatt.com.my/ourproducts/ 'DONG CHENG DCSM03-100EK 20V' dealer listing | NO DongCheng official EN/OEM page surfaced -> dealers only pending dongcheng_opaque_id_no_oem_page
1,JOV-WAT-HEA-SL30IP-BLK-RS,PCS,https://www.joven-electric.com/my/sl30ip-rs-instant-water-heater-5101501.html,,pending,B,no,yes,PCS heater with rainshower set,needs_permission,q:joven SL30IP-RS | p:https://www.joven-electric.com/my/products/instant-water-heater/sl30-series.html 'SL30iP-RS Instant Water Heater' links /my/sl30ip-rs-instant-water-heater-5101501.html SKU 5101501; 2-colour options stated on international twin page | black variant image not isolated from white in captured assets -> pending black_variant_image_needed colour_unproven
120,BOS-0601-227-1L2,UNIT,https://www.bosch-professional.com/mz/en/products/gsb-13-re-06012271K1,,pending,B,no,yes,UNIT drill in carrying case (blow-mode carton variant),needs_permission,q:GSB 13 RE 06012271L2 | q:bosch-diy GSB 13 RE 06012 | p:https://www.bosch-professional.com/mz/en/products/gsb-13-re-06012271K1 official page family 'GSB 13 RE Order number 0.601.227.1K1' also K2/K3 variants exist on ph region | item suffix 1L2 page NOT found on any Bosch regional site this pass -> pending variant_suffix_L2_page_missing model family proven
24,SHO-SOR-SRTSA830,PCS,https://www.sorento.com.my/bathroom/shower-bidet/shower-arm/srtsa830-detail,,pending,B,no,yes,PCS single shower arm,unknown,q:site:sorento.com.my SRTSA830 shower arm | p:https://www.sorento.com.my/bathroom/shower-bidet/shower-arm/srtsa830-detail indexed 'SHOWER ARM: SRTSA830 Shower Arm 304 Stainless Steel Length: 450 MM' matches display 450MM | sorento.com.my returns WAF 404 to both local fetcher AND webfetch tool -> page cannot be opened or byte-checked this session -> pending waf_blocked_no_bytes
196,BOS-2608-522-407,PCS,https://www.bosch-pt.com.ph/ph/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,https://www.bosch-pt.com.ph/binary/ocsmedia/optimized/full/o466604v82_2608522407_bo_pro_u_f_1.png,candidate,A,yes,yes,PCS single bit (slim vertical source art long edge 900px),needs_permission,q:Bosch "2608522407" | p:https://www.bosch-pt.com.ph/ph/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/ OEM table row '2 608 522 407 | 150mm | 1 Pcs' matches PH2x150MM | per-part PNG o466604 767x431 | rights needs_permission
18,JOV-WAT-HEA-SB11IP-BLK-RS,PCS,https://www.joven-electric.com/my/sb11ip-rs-4-2kw-instant-water-heater-5111102.html,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/s/b/sb11ip-rs_4.2kw_black_-2_1.jpg,pending,B,no,yes,PCS heater with rainshower set,needs_permission,q:joven SB11IP series | p:https://www.joven-electric.com/my/products/instant-water-heater/sb11-series.html two RS SKUs exist 'SB11iP-RS (4.2kW)' 5111102 with BLACK thumb sb11ip-rs_4.2kw_black_-2_1.jpg and 'SB11iP-RS (3.6kW)' 5111101 | catalogue gives no wattage -> ambiguous between 3.6/4.2 kW siblings -> pending kw_variant_unspecified black probable on 4.2kW page
28,TOI-TRP-WC2300-S,SET,https://saniware.com/product/wc2300-s250mm/,,pending,C,no,no,SET one-piece closet complete,unknown,q:saniware WC2300 washdown closet | NO WC2300 product page surfaced in saniware.com index results (only WC-2110A / WC-2122A families) -> pending wc2300_page_not_found saniware.com also network-blocked to local fetcher
26,JOV-WAT-HEA-SB11IP-WHI,PCS,https://www.joven-electric.com/my/sb11ip-instant-water-heater-5110201.html,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/s/b/sb11ip_white__1.jpg,pending,B,no,yes,PCS heater with slider bar set,needs_permission,q:joven SB11IP series | p:https://www.joven-electric.com/my/products/instant-water-heater/sb11-series.html 'SB11iP (3.6kW)' 5110201 second thumb WHITE sb11ip_white__1.jpg and separate 4.2kW dark-grey SKU 5110202 | catalogue omits wattage -> ambiguous 3.6 vs 4.2 sibling; white thumb belongs to 3.6kW page -> pending kw_variant_unspecified
3,JOV-WAT-HEA-SL30IP-WHI,PCS,https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html,https://www.joven-electric.com/media/catalog/product/s/l/sl30ip_white_2026_1.jpg,candidate,A,yes,yes,PCS complete heater slider bar set,needs_permission,q:joven SL30IP | p:https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html official SKU 5101401 main product photo file sl30ip_white_2026_1.jpg WHITE casing matches display (white); page opened this session | rights Joven asset needs_permission
94,JOV-WAT-FIL-JP200,PCS,https://www.joven-electric.com/my/jp200-water-purifier.html,https://www.joven-electric.com/media/catalog/product/5/1/5111304001-2.jpg,pending,B,no,yes,PCS counter-top purifier unit,needs_permission,q:joven JP200 water purifier | p:https://www.joven-electric.com/my/jp200-water-purifier.html official page 'JP200 Water Purifier Efficient Home Filtration' Sink-Top type; page body mentions RED repeatedly (colour variant likely shown in gallery 5111304001-*) | display says (red); original media /5/1/5111304001-2.jpg fetched 1000x1000 VIEWED and it is a WHITE JP200 unit branded JOVEN JP200 - page text mentions red variant repeatedly but red asset not captured -> COLOUR SWAP TRAP confirmed -> keep pending red_variant_asset_needed
34,SIN-SOR-SRTKS2429-BL,PCS,https://www.sorento.com.my/,,pending,C,no,no,PCS single kitchen sink bowl,unknown,q:Sorento kitchen sink nano SRTKS2429 | sink-model pages never individually pinned before session budget exhausted; sorento.com.my additionally WAF-blocked -> pending research_incomplete_waf_blocked
55,TOI-TRP-WC-2110A-S,SET,https://saniware.com/product/wc-2110a-s200/,,pending,C,no,no,SET two-piece closet cistern+pan,unknown,q:saniware WC-2110A washdown | p:https://saniware.com/product/wc-2110a-s200/ indexed 'Washdown Two-piece closet WC-2110A-S200 ... S-trap 200/250mm Roughing-in' | catalogue wants S250MM while official page slug/spec is S200 covering 200/250mm roughing-in -> ambiguous size variant -> pending s250_vs_s200_size_check site blocked
46,CAB-SAN-SWBC-SS6411,SET,https://saniware.com/,,pending,C,no,no,SET cabinet with tap mirror shelf,unknown,q:saniware SWBC-SS6411 bathroom cabinet | NO page surfaced in saniware.com index this pass -> pending swbc6411_page_not_found
56,TOI-TRP-WC-2122A-S,SET,https://saniware.com/product/wc-2122a-s300/,,pending,C,no,no,SET two-piece closet,unknown,q:saniware WC-2122A | p:https://saniware.com/product/wc-2122a-s300/ indexed 'Washdown Two-piece Closet WC-2122A-S300 ... S-trap 250/300mm Roughing-in' | catalogue wants S250MM official page is S300 -> sibling size trap -> pending s250_vs_s300_size_check
93,FAN-CEI-DEKA-CF66DC66MB12,UNIT,https://deka.my/f66-dc/,https://deka.my/wp-content/uploads/2026/04/F66-2560X2560-BK.png,candidate,A,yes,yes,UNIT full fan assembly,needs_permission,q:deka F66 DC fan | p:https://deka.my/f66-dc/ official page colour assets F66-2560X2560-BK.png and OAK only; spec block F66 DC DC Inverter | display Matt Black maps to BK black colour asset (naming MB-vs-BK flagged in reason) | rights needs_permission
25,SHO-SOR-SRTSA860-GM,PCS,https://www.sorento.com.my/bathroom/shower-bidet/shower-arm/srtsa860-gm-detail,,pending,C,no,yes,PCS single shower arm,unknown,q:site:sorento.com.my SRTSA860 shower arm | p:https://www.sorento.com.my/bathroom/shower-bidet/shower-arm category index shows 'SRTSA860-GM Shower Arm 304 Stainless Steel'; detail slug presumed srtsa860-gm-detail UNVERIFIED and site WAF-blocked -> pending url_unverified_waf_blocked
240,TAP-SAN-SWS-304-3964,PCS,https://saniware.com/product/sws-304-3964/,,pending,C,no,yes,PCS single kitchen pillar tap,unknown,q:saniware SWS-304-3964 | p:https://saniware.com/product-category/faucet/39-series/ archive lists 'Premier Basin Tap Series SWS-304-3964' among 9 items | detail page inferred at /product/sws-304-3964/ unverified; display colour Sliver(silver?) nowhere proven; saniware.com blocked locally -> pending page_and_colour_unverified
254,STA-HAM-BRU-SBH900M2K,UNIT,https://www.amazon.com/STANLEY-SBH900M2K-B1-Cordless-Brushless-Batteries/dp/B09J55BBGP,,pending,C,no,yes,UNIT kit with 2 batteries + charger per listing,unknown,q:Stanley SBH900M2K FatMax V20 SDS hammer | p:https://www.amazon.com/STANLEY-SBH900M2K-B1-Cordless-Brushless-Batteries/dp/B09J55BBGP 'STANLEY FATMAX SBH900M2K-B1 20V 4.0Ah 20 mm Cordless Brushless Rotary Hammer 2x4.0Ah + Charger' model string exact | marketplace/dealer sources only; NO Stanley OEM page found for Asia 20V FatMax line -> pending oem_page_missing_amazon_ref_only
277,PUM-WTR-JHP4-40,UNIT,https://www.joven-electric.com/my/jhp-4-40-water-pump.html,https://www.joven-electric.com/media/catalog/product/5/1/5130309001-2.jpg,candidate,A,yes,yes,UNIT pump complete set with fittings,needs_permission,q:Joven JHP water pump series | p:https://www.joven-electric.com/my/products/water-pump/jhp-series.html official listing 'JHP 4-40 Water Pump 1.0 HP 3.9 Bar' links /my/jhp-4-40-water-pump.html | brief has no detected_brand; JHP series = JOVEN confirmed by official store; UNIT Complete Set matches full pump kit photo | rights Joven asset needs_permission
266,STA-HIGH-PRE-WAS-K2,UNIT,https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,pending,C,no,no,UNIT washer with VPS lance kit,unknown,q:Karcher K2 Power VPS Malaysia | q:karcher.com K3 Deluxe K4 Basic | p:https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182 official Karcher MY pressure-washer category confirms K2-K5 classes exist; item coded STA but is clearly Karcher K2 Power VPS | exact K2 Power VPS MY product page not pinned before budget ran out; retailers techno.my list it -> pending karcher_product_page_pin_needed
131,STA-GRI-SCG400-SET,UNIT,https://www.ukhardwaretrading.com/showproducts/productid/5116897/cid/490778/stanley-20v-brush-small-angle-grinder-scg400b1/,,pending,C,no,yes,UNIT kit SCG400 + SC200 charger + 2x SB202 2.0Ah batteries per display,unknown,q:Stanley SCG400 20V grinder Malaysia | p:https://www.ukhardwaretrading.com/showproducts/productid/5116897/... 'STANLEY 20V Brush Small Angle Grinder (SCG400-B1)' | p:https://www.bestomart.com/products/stanley-cordless-brushed-angle-grinder-20v-scg400-b1-1000122300 'SCG400-B1 ... 9000 rpm' | NO Stanley OEM page found for Asia 20V FatMax SCG400 -> dealers only pending oem_page_missing
42,CAB-SAN-SWBC-SS6615,SET,https://saniware.com/,,pending,C,no,no,SET cabinet with tap,unknown,q:saniware SWBC-SS6615 bathroom cabinet | NO page surfaced this pass -> pending swbc6615_page_not_found
64,FAN-CEI-LED-RCF-MOZIA56-5BL-BT,PCS,https://www.rubine.com.my/product/RCF-MOZIA56-5BL,https://www.rubine.com.my/files/product_img/IM00032.png,pending,B,no,no,PCS ceiling fan with LED light kit,needs_permission,q:rubine RCF-MOZIA56 | p:https://www.rubine.com.my/product/RCF-MOZIA56-5BL-BT returns stub page with zero content (BT variant page missing) | p:https://www.rubine.com.my/product/RCF-MOZIA56-5BL official base page live with images IM00032.png etc | BT(black timber blade) finish unproven on official site -> pending bt_finish_not_isolated base-model evidence recorded
76,FAN-CEI-RCF-MOZIA56-5B-BT,PCS,https://www.rubine.com.my/product/RCF-MOZIA56-5B,https://www.rubine.com.my/files/product_img/IM00030.png,pending,B,no,no,PCS ceiling fan no-light version,needs_permission,q:rubine RCF-MOZIA56 | p:https://www.rubine.com.my/product/RCF-MOZIA56-5B official base page 'RCF-MOZIA56-5B 8F+8R Speed RF Remote Control Turbo Sleep Mode' images IM00030.png | -BT variant stub page empty -> pending bt_finish_not_isolated
59,STA-GRI-SCG400-SOLO,UNIT,https://khmtools.com.ph/products/stanley-scg400-18v-20v-cordless-angle-grinder-4,,pending,C,no,yes,UNIT bare tool solo no battery/charger,unknown,q:Stanley SCG400 20V grinder | p:https://khmtools.com.ph/products/stanley-scg400-18v-20v-cordless-angle-grinder-4 'Stanley SCG400 18V/20V Cordless Angle Grinder 4in Bare Tool 9000 rpm 2.18kg' matches SOLO | dealer source only no Stanley OEM page -> pending oem_page_missing
100,FAN-FLO-KHI-FF2005,PCS,https://khind.com.my/products/20-industrial-floor-fan,http://khind.com.my/cdn/shop/files/ssmy.zone-1731060431-FF2005_WH.jpg?v=1751808994,candidate,A,yes,yes,PCS floor fan assembly,needs_permission,q:khind FF2005 floor fan 20 inch | p:https://khind.com.my/products/20-industrial-floor-fan official page 'KHIND 20 Industrial Floor Fan FF2005' spec table Blade 20in ABS Power 150W Colour BLACK | og ssmy.zone-1731060431-FF2005_WH.jpg fetched VIEWED single BLACK 5-blade industrial floor fan KHIND-branded on white bg - _WH was background naming only; colour black confirmed by pixels+spec | rights Khind asset needs_permission
15,FAN-CEI-DEKA-CF5DCL46MB12,UNIT,https://deka.my/f5-dc-46l-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-46L-PRO-MB-Jpg-OK.jpg,candidate,A,yes,yes,UNIT fan with integrated LED,needs_permission,q:Deka F5 DC 46L Pro | p:https://deka.my/f5-dc-46l-pro/ official page colour assets include 'F5-DC-46L-PRO-MB-Jpg-OK.jpg' MB matt black matches display Matt Blk 46L and CF5DCL46MB12 | rights needs_permission
