item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
JOV-WAT-HEA-SB11IP-WHI,PCS,Joven (white) Instant Water Heater SB11IP,Home Appliances,https://www.joven-electric.com/my/sb11ip-instant-water-heater-5110201.html,https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/s/b/sb11ip_white__1.jpg,A,yes,yes,"PCS single heater unit (3.6kW, no rainshower)",needs_permission,candidate,"Q: ""SB11iP"" site:.com.my; official Malaysia; filetype:pdf. Opened official SB11iP 3.6kW page SKU 5110201: title confirms model+3.6kW; og:image/main gallery sb11ip_white__1.jpg visually confirmed WHITE unit with chrome slider bar.",Obtain Joven MY permission before publishing image
ELE-BUL-E27-15W-RED,PCS,Taicon E27 Stick Bulb Red 15W,Lighting,,,R,no,no,pc (single stick bulb),no_asset,reject,Q: same Taicon query set re-run; DNS NXDOMAIN; only marketplace/wholesaler listings exist. no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
JOV-WAT-HEA-SL30IP-WHI-AWB,PCS,Joven (white) Instant Water Heater SL30IP-AWB,Home Appliances,,,R,no,no,PCS assumed - unconfirmed SKU,no_asset,reject,"Q: ""SL30IP-AWB"" site:.com.my; official Malaysia; filetype:pdf; ""SL30iP WB"". AWB appears ONLY on third-party dealer inquiry listings; official international WB-bracket variant is coded SL30iP-WB. AWB is dealer-side nomenclature, not an official Joven ordering code.",Confirm correct ordering code with Joven dealer (likely SL30iP-WB or SL30iP)
TOI-TRP-WC2098RL-S,SET,Saniware Washdown One Piece Closet-rimless,Bathroom,,,C,unresolved,no,set,no_asset,pending,Q/probes: /product/wc-2098rl-s250/=404; ?s=WC-2098 opens only WC-2098-S300 + cistern fitting; websearch rimless RL variant -> nothing. rimless_variant_not_listed.,Confirm rimless RL variant existence with Saniware; request image if real
TAP-SAN-SWP-B-2934,PCS,Saniware Premier Basin Pillar Tap-mixer (gold) SWP-B-2934,Bathroom,https://saniware.com/product/basin-pillar-tap-mixer-swp-b-2934/,https://saniware.com/wp-content/uploads/2026/01/SWP-B-2934.jpg,A,unresolved,yes,each,needs_permission,pending,"Q: opened known official page via proxy: title 'Basin Pillar Tap - Mixer SWP-B-2934', SKU exact, RM600, image live; NO colour word anywhere on page; distributor markets sibling finishes as chrome.",colour_unproven: physically verify gold finish or get written finish confirmation from Saniware before publishing gold
TAP-SAN-SWP-B-2924,PCS,Saniware Premier Basin Pillar Tap-mixer (gold) SWP-B-2924,Bathroom,https://saniware.com/product/basin-pillar-tap-mixergold-swp-b-2924/,https://saniware.com/wp-content/uploads/2026/01/SWP-B-2924.jpg,A,yes,yes,each,needs_permission,candidate,"Q/probes: canonical page OPENED via proxy: title 'Basin Pillar Tap-Mixer(Gold) SWP-B-2924', SKU SWP-B-2924, RM500, '(Gold)' verbatim in title/display name; image uploads/2026/01/SWP-B-2924.jpg live; also on mixer-series tag p2; websearch confirms same URL. New find - prior passes missed this page.",Request image-use permission from Saniware; download full-size JPG
TAP-SAN-SWP-B-2921,PCS,Saniware Premier Basin Pillar Tap-mixer (matt Black) SWP-B-2921,Bathroom,https://saniware.com/product/swp-b-2921/,https://saniware.com/wp-content/uploads/2021/10/SWP-B-2921.png,A,yes,yes,each,needs_permission,candidate,"Q/probes: /product/basin-pillar-tap-mixer-swp-b-2921/=404; ?s=SWP-B-2921 single-hit redirect; canonical /product/swp-b-2921/ OPENED: SKU exact, desc 'Brass Mixer Tap - Matt Black Pillar Tap' (matt black verbatim), RM478, image uploads/2021/10/SWP-B-2921.png live. New find.",Request image-use permission from Saniware; download PNG
TAP-SAN-SWP-SS-304-3970-MB,PCS,Saniware Premier Flexible Hose Pillar Sink Tap Waterfall (matt Blk),Kitchen & Sinks,,,C,unresolved,no,each,no_asset,pending,Q/probes: ?s=3970 -> 0 results; 39-Series archive (9 items) no waterfall; websearch -> bath2u lists 3970 but zero presence on saniware.com. absent_on_official_site_rechecked_once.,Confirm with Saniware whether 3970-MB still supplied; request official image if active
TOI-TRP-WC-8826-S,SET,Sorento Washdown Flushing Tech,Bathroom,https://www.sorento.com.my/sorento-bathroom/water-closet/close-coupled-wc/srtwc8826-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTWC8826.jpg,B,yes,no,Per set (pan+cistern+PP seat),unknown,pending,"Q: fetched BOTH lead URLs (sorento.com.my + sorentomasterclub.com.my). Official page H1 SRTWC8826-RL (Close-Coupled Rimless, S-Trap 250mm, PP seat, White; img SRTWC8826.jpg); masterclub corroborates. TECH.=internal prefix only. Item suffix -S vs official -RL: suffix_variance.",Confirm -S to -RL mapping internally; then license SRTWC8826.jpg (masterclub has CAD/PDF for spec sheet)
SHO-HAN-SWP-HS-502,SET,Saniware Premier Hand Shower With Flexible Hose SWP-HS-502,Bathroom,,,R,unresolved,no,set,no_asset,reject,Q/probes: ?s=HS-502 -> 0 results; official family = HS-512/513/514/515/516 (+503/504/511 p2); 502 absent from lineup; dealers still list code so it existed in trade but is dropped from official site. code_likely_discontinued.,Confirm discontinuation with Saniware; substitute HS-503/511 equivalent or drop row
FAN-CEI-KHI-WHI-CF618,SET,Khind - 60 Ceiling Fan,Fans & Ventilation,https://khind.com.my/products/khind-60-ceiling-fan-white,,C,yes,no,CF618S sold as SINGLE unit RM159; legacy plain CF618 white was THREE-unit packaging,unknown,pending,"Q: CF618 khind.com.my. Opened white page: title 'KHIND 60"" Ceiling Fan CF618S', WHITE, RM159 single-unit online-exclusive (og:image cf618-wh exists but NOT reused - model code differs). Separate CF618BN page = black three-unit packaging. CF618S evidently current white evolution of CF618 line but exact code differs. model_suffix_variance_CF618S.",Confirm with Khind that CF618S supersedes plain CF618 white; if confirmed re-tag row model and promote to candidate using Khind storefront image
OVEN-RUB-TAE13-M265,UNIT,Rubine Built-in Oven RBO-IA6X-70SS,Home Appliances,https://www.rubine.com.my/product/RBO-IA6X-70SS,,R,unresolved,unresolved,n/a,unknown,pending,"Q: direct fetch + r.jina.ai proxy + alternate /product/product/ path: ALL return generic homepage shell, zero model text; related-items show IA8X/LAVA pages exist, IA6X page broken/retired. Model string never in any fetched HTML.",Retry periodically or contact Rubine (Fiamma Trading Sdn Bhd) for live product URL + official image; keep URL on file
TAP-SAN-SWP-SS-304-3970,PCS,Saniware Premier Flexible Hose Pillar Sink Tap Waterfall,Kitchen & Sinks,,,C,unresolved,no,each,no_asset,pending,"Q/probes: same as 3970-MB: ?s=3970 -> 0 results; archives no 3970; bath2u sells non-MB 3970, absent on saniware.com. absent_on_official_site_rechecked_once.",Confirm 3970 supply status with Saniware; request official image if active
TOI-TRP-WC-SRTWC8354-SH-UF(250MM),PCS,Sorento Twister Flush Tech,Bathroom,https://www.sorento.com.my/sorento-bathroom/water-closet/one-piece-wc/srtwc8354-sh-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTWC8354-01.jpg,A,yes,yes,Per set (pan+cistern+UF seat),needs_permission,candidate,"Q: lead /index.php URL 404s (restructure); live equivalent opened via proxy: H1 SRTWC8354-SH, One Piece WC Twister Flush, S-Trap 150/200/250mm (250MM matches item), UF Seat Cover (UF matches), White; main img SRTWC8354-01.jpg. Upgraded from PDF-page evidence to live product page.",Request image licence from Sorento
STA-GRI-SG6100,UNIT,Stanley Grinder 620W,Power Tools,https://my.stanleytools.global/product/sg6100-xd/620w-100mm-slim-small-angle-grinder,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SG6100_1.jpg,B,yes,yes,Single angle grinder,needs_permission,candidate,"Q: SG6100 stanleytools.global. Opened MY OEM page: LIVE, title '620W 100mm SLIM Small Angle Grinder', model SG6100-XD, listed on official MY angle-grinders category; asia domain corroborates 620W. Image SG6100_1.jpg HTTP 200 image/jpeg 147KB. Source = official OEM.",Request usage permission from SBD MY
STA-DRI-SCH10D2K,UNIT,Stanley 12V Tower Up Hammer Drill/driver 2.0AH,Power Tools,https://theleedenstore.com.my/product/stanley-sch10d2k-b1-12v-brushed-cordless-hammer-drill-with-2-0ah-battery-1-5a-charger/,https://theleedenstore.com.my/wp-content/uploads/2024/02/STENLEY-CORDLESS-SERIES_STANLEY-SCH10D2K-B1-12V-BRUSHED-CORDLESS-HAMMER-DRILL-WITH-2.0AH-BATTERY-1.5A-CHARGER.jpg,B,yes,yes,Kit: tool + 1x 2.0Ah tower-up battery + 1.5A charger,needs_permission,candidate,"Q: SCH10D2K stanleytools.global (no OEM product page on any regional domain); direct Leeden URL opened: LIVE, model SCH10D2K-B1, 12V, 2.0Ah tower-up pack, hammer drill, SKU S6403010000, og:image HTTP 200. Source = authorised MY distributor (Leeden).",Obtain permission from Leeden / SBD MY before using distributor photography
TOI-TRP-WC-2110A-S,SET,Saniware Eco Seat Cover Top&bottom Washdown Two-piece Closet,Bathroom,https://saniware.com/product/wc-2110a-s200/,https://saniware.com/wp-content/uploads/2021/03/WC-2110A-S200.jpg,B,yes,yes,set,needs_permission,candidate,"Q: opened /product/wc-2110a-s200/ via proxy: SKU WC-2110A-S200, RM620, desc 'Washdown Two-piece closet - S-trap, 200/250mm Roughing-in' -> S250 coverage explicitly stated; images S200.jpg + dimension drawing live. Listing title says S200 but body covers 250mm.",Note title/SKU mismatch (S200) on PO; request Saniware confirmation that S250 ships same SKU
TOI-TRP-WC-2122A-S,SET,Saniware Washdown Closet WC-2122A-S250MM,Bathroom,https://saniware.com/product/wc-2122a-s300/,https://saniware.com/wp-content/uploads/2021/03/WC-2122A-S300.jpg,B,yes,yes,set,needs_permission,candidate,"Q: opened /product/wc-2122a-s300/ via proxy: SKU WC-2122A-S300, RM655, desc 'S-trap, 250/300mm Roughing-in + P-trap 180mm' -> S250 coverage explicitly stated; images live.",Note title/SKU mismatch (S300) on PO; get Saniware confirmation S250 ships same SKU
TOI-TRP-WC-SRTWC8504-S,PCS,Sorento Washdown W Rimless Flush Tech,Bathroom,,,R,unresolved,unresolved,Per set (pan+cistern+seat),no_asset,pending,Q: websearch SRTWC8504 (only -RL at resellers); probe of live-path srtwc8504-s-detail -> 404 product does not exist. sibling_variant_only; RL image deliberately NOT reused.,Ask Sorento if SRTWC8504-S exists; else re-map item to -RL SKU and source fresh approved asset
STA-GRI-SCG400-SOLO,UNIT,Stanley 20V Grinder,Power Tools,https://my.stanleytools.global/product/scg400-b1/20v-grinder-tool-only,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SCG400_1.jpg,B,yes,yes,"Tool-only / bare (B1), battery+charger excluded - matches SOLO",needs_permission,candidate,"Q: SCG400 stanleytools.global. Opened MY OEM page: LIVE, '20V Grinder (Tool Only)', SCG400-B1, on official MY category; asia domain corroborates 'BARE'. Image SCG400_1.jpg HTTP 200 137KB. Source = official OEM.",Request usage permission from SBD MY
STA-ROT-HAM-SHR243KA,UNIT,Stanley Rotary Hammer 24MM,Power Tools,,,R,unresolved,unresolved,n/a,unknown,pending,"Q: final round 'SHR243KA Stanley rotary hammer Malaysia'; my.stanleytools.global rotary-hammers category (7 SKUs) - SHR243KA absent; no Leeden listing. Only non-authorised dealers (lkmmachinery, powertoolmalaysia/Geo Laser) with unverifiable image provenance.",Verify whether Geo Laser / LKM are authorised Stanley dealers and request an official asset; if not authorisable flip to reject/no_asset
SIN-SOR-SRTKS6091,PCS,Sorento Undermount Kitchen Sink,Kitchen & Sinks,https://www.sorento.com.my/sorento-kitchen/kitchen-sink/double-bowl/srtks6091-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTKS6091-02.jpg,A,yes,yes,Per piece (EA),needs_permission,candidate,"Q: websearch SRTKS6091 sorento (web surfaced only Lazada tag) then official /result/under-mount/sorento listing located card; detail page opened: H1 SRTKS6091, Undermount SS304 L750xW470xH250mm, Chrome; main img SRTKS6091-02.jpg. New find on restructured site.",Exact model found on official site; request image-use permission from Sorento
TOI-TRP-WC-SRTWC8366-S(250MM),PCS,Sorento One Piece Washdown W Rimless Flush Tech,Bathroom,https://www.sorento.com.my/sorento-bathroom/water-closet/one-piece-wc/srtwc8366-rl-uf-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTWC8366-RL-UF%20(2).jpg,A,yes,yes,Per set (pan+cistern+UF seat),needs_permission,candidate,"Q: lead old-path URL 404s; live page opened via proxy: H1 SRTWC8366-RL-UF, One Piece Washdown Rimless, S-Trap 200/250/300mm (item -S(250MM)=250mm config), UF seat, White; main img present.",Item suffix denotes trap option not separate model; request image licence
TOI-TRP-WC-SRTWC8518-SH-S,PCS,Sorento One Piece Twister Flushing Tech,Bathroom,,,R,unresolved,unresolved,Per set (pan+cistern+seat),no_asset,pending,Q: websearch SRTWC8518 site:.com.my + masterclub -> only retailer HomePro hit; probe live-path srtwc8518-sh-s-detail -> 404. No official page/asset.,Verify with Sorento whether 8518-SH/-S is a current SKU; if confirmed request official page + asset
ELE-BUL-B22-3W-RED,PCS,Taicon B22 3W LED Color Bulb - Red,Lighting,,,R,no,no,pc (single colour bulb),no_asset,reject,Q: Taicon query set re-run; DNS NXDOMAIN; no B22 listing on any official source; brand has no website. no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
ELE-BUL-E27-10W-RED,PCS,Taicon E27 Stick Bulb Red 10W,Lighting,,,R,no,no,pc (single stick bulb),no_asset,reject,Q: Taicon query set re-run; DNS NXDOMAIN; Lazada/Shopee carry sticks but barred sources. no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
MIR-SWBC-SS6414,SET,Saniware Bathroom Cabinet Set Water Tap SWBC-SS6414,Bathroom,,,R,unresolved,no,set,no_asset,reject,Q/probes: ?s=SWBC-SS6414 -> 0 results; cabinet archive alphabetical scan shows no SS6414 where it would sort; closest live = SS6405/6406/6407. code_absent_from_official_range.,Confirm SS6414 discontinued; consider nearest live alternative SS6405-6407 with permission
OVEN-RUB-TAE13-M507,UNIT,Rubine M/wave Oven RMO-934SS-GD34X,Home Appliances,https://www.rubine.com.my/product/RMO-934SS-GD34,https://www.rubine.com.my/files/product_img/IM01814.jpg,A,yes,yes,Single built-in microwave-with-grill 34L stainless,needs_permission,candidate,"Q: opened rubine.com.my/product/RMO-934SS-GD34: LIVE, breadcrumb Oven & Microwave, heading RMO-934SS-GD34, spec table Model: RMO-934SS-GD34X - trailing X officially present in spec table; 34L, RM1750. Image IM01814.jpg HTTP 200 52075 bytes. Source = official OEM (Fiamma Trading).",Request image usage permission from Rubine / Fiamma Trading Sdn Bhd
SHO-SAN-SWP-BSP-5505B,PCS,Saniware Premier 3WAY Bath Shower Set For Water Heater (black),Bathroom,,,C,unresolved,no,set,no_asset,pending,Q/probes: ?s=5505 opens ONLY 3-Way SS page swp-bsp-5505ss; no -B black variant anywhere on site; websearch side-check. black_-B_not_on_site; SS image NOT reused.,Request black-variant photo/proof from Saniware before listing
TAP-SAN-SWP-SS-304-3950-MB,PCS,Saniware Premier Flexible Hose Kitchen Pillar Sink Tap (matt Blk),Kitchen & Sinks,,,C,unresolved,no,each,no_asset,pending,"Q/probes: ?s=3950 -> only SBF-6003950-BK / SFC-6003950 (different series); websearch -> bath2u sells 3950 incl matt-black, absent on saniware.com. model_absent_on_official_site_rechecked_once.",Confirm 3950-MB sourcing with Saniware; request official image if supplied
TOI-TRP-WC-SRTWC8840-S,PCS,Sorento Close Coupled Wash,Bathroom,https://www.sorento.com.my/sorento-bathroom/water-closet/close-coupled-wc/srtwc8840-rl-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTWC8840-RL.jpg,B,yes,no,Per set (pan+cistern+PP seat),unknown,pending,"Q: close-coupled listing (8 models, no 8840-S) + detail page opened: H1 SRTWC8840-RL, Close Coupled Rimless, S-Trap 250mm, PP seat, White; img SRTWC8840-RL.jpg. Item requests -S; official carries only -RL. suffix_variance.",Confirm with Sorento that -S maps to -RL (or locate true -S); then request permission for SRTWC8840-RL.jpg
BATH-SRTBF31416,PCS,Sorento 304 S/s 5 IN 1 Bathroom Furn,Bathroom,https://www.sorento.com.my/sorento-bathroom/bathroom-furniture/4-in-1-bathroom-furniture/srtbf31416-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTBF31416%20NEW-01.jpg,B,unresolved,yes,Per set (cabinet+basin+tap+waste),needs_permission,pending,Q: websearch + official 4-IN-1 listing scan; detail page opened: H1 SRTBF31416 '4 IN 1 BATHROOM FURNITURE' - cabinet SRTBF31416 SS304 + basin SRTWB1160 + cold tap SRTWT7202-BL + waste SRTW2600; Colour Black; img live. Item says 5 IN 1 - composition mismatch vs official 4-in-1.,Reconcile 5-in-1 vs 4-in-1 composition and finish before requesting image permission
ELE-D/L-MEG-YTT100ZI-30W,PCS,Megaman E27 LED Bulb,Lighting,https://megaman.com.my/product/t-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/11-1-1.jpg,B,unresolved,unresolved,pc (single T-bulb),needs_permission,pending,"Q: opened megaman.com.my/product/t-bulb/: tech table Model YTT100Z1 (digit 1), 30W, E27, SIRIM; image live. Row spells YTT100ZI (letter I) - likely transliteration but exact-match bar requires the model code to be right; held at pending rather than candidate.",Confirm ZI vs Z1 spelling against Megaman price list; confirm CCT variant (3000K/6500K); then promote to candidate
SHO-SAN-SWP-BSP-5504B,PCS,Saniware Premier 2WAY Bath Shower Set For Water Heater (black),Bathroom,,,C,unresolved,no,set,no_asset,pending,Q/probes: ?s=5504 opens ONLY 2-Way SS page swp-bsp-5504ss; no -B black variant on site. black_-B_not_on_site; SS image NOT reused.,Request black 5504B photo/proof from Saniware
SIN-SOR-SRTKS2431,PCS,Sorento Nanograin Texture Kitchen Sink,Kitchen & Sinks,,,R,unresolved,unresolved,Per piece (EA),no_asset,pending,Q: websearch + probe of live-path nanograin srtks2431-detail -> '404 The requested product does not exist'; official NANOGRAIN listing now holds only SRTKS2432/2433/2434; model survives only at resellers. Delisted_official - prior-pass page/image no longer exists.,Confirm discontinuation with Sorento; either drop row or request archive product photo
ELE-CAB-WIR-MKK-2.5MM-RED,ROLL,MKK Cable 2.5MM (7/0.49MM) Red,Electrical,,,C,unresolved,unresolved,roll 100m (2.5mm x 1C x 100M; 7/0.49 stranding),no_asset,pending,"Q: ""MKK cable"" Malaysia manufacturer; MKK wire site:.com.my; catalogue filetype:pdf; official-site queries. No official manufacturer site; distributors confirm order codes ELC-CBL-MKK-2.5X1CX100M-RED. Commodity cable.",Supplier photo or own-stock photo
FAN-CEI-DEKA-CGNL54MB12,UNIT,Deka Ceiling Fan Geno Matt Black,Fans & Ventilation,https://deka.my/geno-54-led/,https://deka.my/wp-content/uploads/2025/07/GENO-54LED-MB-Jpg.jpg,A,yes,yes,Single 54in DC ceiling fan with integrated LED; MB=matt black swatch,needs_permission,candidate,"Q: opened deka.my/geno-54-led/: LIVE, Model GENO 54LED, 54in, colour options MB/MTW/OAK/LW/RG (matt black confirmed), DC 40W + LED 18W, RF remote. Gallery has per-finish images; grabbed matt-black variant GENO-54LED-MB-Jpg.jpg. Source = official OEM (Deka Marketing Sdn Bhd).",Request image usage permission from Deka Marketing Sdn Bhd
ELE-CAB-WIR-MKK-2.5MM-BLACK,ROLL,MKK Cable 2.5MM (7/0.49MM) Black,Electrical,,,C,unresolved,unresolved,roll 100m (2.5mm x 1C x 100M),no_asset,pending,Q: same MKK query set; no official site; distributor order code ELC-CBL-MKK-2.5X1CX100M-BLK confirms size/colour scheme. Commodity cable.,Supplier photo or own-stock photo
MIR-SWBC-SS6811,SET,Saniware Bathroom Cabinet Set Water Tap SWBC-SS6811,Bathroom,,,C,unresolved,unresolved,set,no_asset,pending,Q/probes: ?s=SWBC-SS6811 -> 0 results; cabinet archive contains no 6811; model known only via Saniware official Instagram (not usable as image/candidate source). instagram_only_evidence_unusable_as_source.,Ask Saniware for official product sheet/image of SS6811
SPR-BID-SWP-SS-304-6875-BA,PCS,Saniware Premier Two Way Tap With Bidet SET&1.2M Flex. Hose,Bathroom,,,C,unresolved,no,set (tap + bidet + 1.2m hose),no_asset,pending,Q/probes: ?s=6875 -> 0 results; slug patterns *6875* unresolvable; websearch two-way tap bidet 6875-BA -> zero traces anywhere. absent_from_site_and_web.,Confirm 6875-BA set existence/code with Saniware; request image if real
DC-DSM09-100S,UNIT,Angle Grinder / DSM09-100S,Power Tools,https://www.dongchengtool.com/product/detail/1646295135499,https://dongcheng.obs.ap-southeast-1.myhuaweicloud.com/cms/2024/10/26/1732600360640/DSM09-100S.jpg,B,yes,yes,each (1 pc/color box),needs_permission,candidate,APPENDED from verify-fail. Q: DSM09-100S site:.com.my; DongCheng official; filetype:pdf; OEM domains. dongchengmalaysia.com still flaky (proxy-opened: model exact but images-2.jpg is 3.5KB thumbnail). FOUND stable official OEM page dongchengtool.com detail 1646295135499; press image on DongCheng's own Huawei OBS bucket HTTP 200 394994-byte JPEG full product shot; specs 800W/12000min/100mm match. Angle grinder carries no colour claim.,E-mail DongCheng for image usage permission; keep MY URL as secondary reference noting instability
