"source_position","item_code","uom","page_status","page_final","page_len","img_status","img_ct","img_len","errs"
"247","HOS-FLE-GLO-60""","PCS","200","https://www.sonichardware.com.my/categories-listing/product/2116-glotool-flexible-tube-stainless-steel-f1-2-x-f1-2","233862","200","image/jpeg","0",""
"2","JOV-WAT-HEA-SL30IP-BLK","PCS","200","https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html","183061","200","image/jpeg","0",""
"265","BOS-0601-6A0-0L0","UNIT","200","https://www.bosch-pt.com.my/my/en/products/gkf-550-06016A00L0","339244","200","image/png","0",""
"276","DC-DCSM03-100EK","SET","200","https://www.dongchengtool.com/product/detail/1642205372810","297211","200","image/jpeg","0",""
"1","JOV-WAT-HEA-SL30IP-BLK-RS","PCS","200","https://www.joven-electric.com/my/sl30ip-rs-instant-water-heater-5101501.html","181664","200","image/jpeg","0",""
"120","BOS-0601-227-1L2","UNIT","200","https://www.bosch-pt.com.my/my/en/products/gsb-13-re-06012271L2","334525","404","text/html","0",""
"182","STA-DRI-SCD10D2K","UNIT","200","https://theleedenstore.com.my/product/stanley-scd10d2k-b1-12v-brushed-cordless-drill-driver-with-2-0ah-battery-1-5a-charger/","432949","200","image/jpeg","0",""
"24","SHO-SOR-SRTSA830","PCS","200","https://sorentomasterclub.com.my/international/index.php/products-menu/sorento-mobile/bathroom-mobile/showerbidet-mobile/showerarm-mobile/srtsa830-detail","96249","200","application/pdf","0",""
"196","BOS-2608-522-407","PCS","200","https://www.bosch-pt.com.my/my/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/","501600","404","text/html","0",""
"262","BOS-0600-8A7-AL0","UNIT","200","https://www.bosch-diy.com/my/en/p/universalaquatak-125-06008a7al0","234876","200","image/png","0",""
"18","JOV-WAT-HEA-SB11IP-BLK-RS","PCS","200","https://www.joven-electric.com/my/sb11ip-rs-4-2kw-instant-water-heater-5111102.html","193152","200","image/jpeg","0",""
"28","TOI-TRP-WC2300-S","SET","","","0","","","0","PAGE:An error occurred while sending the request. IMG:An error occurred while sending the request."
"272","SIN-CKS7406","PCS","200","https://cabana.com.my/index.php/products/kitchen/kitchen-sink/undermount-kitchen-sink/cks7406-detail","71395","200","image/jpeg","0",""
"26","JOV-WAT-HEA-SB11IP-WHI","PCS","200","https://www.joven-electric.com/my/sb11ip-instant-water-heater-5110201.html","187732","200","image/jpeg","0",""
"3","JOV-WAT-HEA-SL30IP-WHI","PCS","200","https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html","183061","200","image/jpeg","0",""
"151","STA-IMP-DRI-STDH7213V","UNIT","200","https://asia.stanleytools.global/product/stdh7213v-b1/13mm-800w-percussion-drill","169970","200","image/jpeg","0",""
"94","JOV-WAT-FIL-JP200","PCS","200","https://www.joven-electric.com/my/jp200-water-purifier.html","162265","200","image/jpeg","0",""
"34","SIN-SOR-SRTKS2429-BL","PCS","200","https://sorento.com.my/","154449","200","application/pdf","0",""
"119","STA-HAM-SBD715D2K","UNIT","200","https://my.stanleytools.global/product/sbd715d2k-b1/20v-brushless-hammer-drill-kit-crystal-box-100-pc","142842","200","image/jpeg","0",""
"249","BOS-0601-9K3-0L2","UNIT","200","https://www.bosch-pt.com.my/my/en/products/gsr-185-li-06019K30L2","370052","200","image/png","0",""
"4","JOV-WAT-HEA-SL30IP-WHI-RS","PCS","200","https://www.joven-electric.com/my/sl30ip-rs-instant-water-heater-5101501.html","181664","200","image/jpeg","0",""
"132","STA-PRE-WAS-BEPW1800T","UNIT","200","https://asia.blackanddecker.global/product/bepw1800t-b1/bd-124-bar-pressure-washer","138040","200","image/jpeg","0",""
"159","STA-PRE-WAS-BEPW1750","UNIT","200","https://asia.blackanddecker.global/product/bepw1750-b1/1500w-high-pressure-washer-wheels-1740-psi","137593","200","image/jpeg","0",""
"55","TOI-TRP-WC-2110A-S","SET","","","0","","","0","PAGE:timeout IMG:timeout"
"46","CAB-SAN-SWBC-SS6411","SET","","","0","","","0","PAGE:An error occurred while sending the request. IMG:timeout"
"56","TOI-TRP-WC-2122A-S","SET","","","0","","","0","PAGE:timeout IMG:timeout"
"84","FAN-CEI-DEKA-CGNL54MB12","UNIT","200","https://deka.my/geno-54-led/","220349","200","image/jpeg","0",""
"93","FAN-CEI-DEKA-CF66DC66MB12","UNIT","200","https://deka.my/f66-dc/","218318","200","image/png","0",""
"124","SHO-SOR-SRTSS8730","PCS","200","https://www.sorento.com.my/sorento-bathroom/shower-bidet/sliding-bar/srtss8730-detail","89530","200","image/jpeg","0",""
"108","KHI-POT-AP550","SET","200","https://khind.com.my/products/khind-thermo-pot-ap550","845661","200","image/jpeg","0",""
"116","FAN-CEI-DEKA-CF5DC46MB12","UNIT","200","https://deka.my/f5-dc-46-pro/","221173","200","image/jpeg","0",""
"137","GAS-STO-KHI-GS1516","SET","200","https://khind.com.my/products/khind-infrared-gas-stove-igs1516","845722","200","image/jpeg","0",""
"140","KHI-COO-RC918T","SET","200","https://khind.com.my/products/khind-9-series-electric-rice-cooker-cream-magnolia-540704063","856573","200","image/jpeg","0",""
"146","KHI-COO-RCJ188","SET","200","https://khind.com.my/products/khind-1-8l-jar-rice-cooker-rcj188","846496","200","image/jpeg","0",""
"25","SHO-SOR-SRTSA860-GM","PCS","200","https://sorentomasterclub.com.my/international/index.php/products-menu/sorento-mobile/bathroom-mobile/showerbidet-mobile/showerarm-mobile/srtsa860-gm-detail","97239","200","image/jpeg","0",""
"163","EXH-FAN-KHI-12""-WHI-EF1201","SET","200","https://khind.com.my/products/khind-exhaust-fan-ef1201","845310","200","image/jpeg","0",""
"191","EXH-FAN-KHI-08""-WHI-EF8001","SET","200","https://khind.com.my/products/khind-exhaust-fan-ef8001","847117","200","image/jpeg","0",""
"211","KHI-TOA-BT808","SET","200","https://khind.com.my/products/khind-2-slices-bread-toaster-with-anti-dust-cover-bt808","851475","200","image/jpeg","0",""
"240","TAP-SAN-SWS-304-3964","PCS","","","0","","","0","PAGE:An error occurred while sending the request. IMG:An error occurred while sending the request."
"241","JUG-KHI-KET-EK5813","SET","200","https://khind.com.my/products/khind-electric-jug-kettle-ek5813","850610","200","image/jpeg","0",""
"254","STA-HAM-BRU-SBH900M2K","UNIT","200","https://my.stanleytools.global/product/sbh900m2k-b1/20v-brushless-sds-hammer","159927","200","image/jpeg","0",""
"277","PUM-WTR-JHP4-40","UNIT","200","https://www.joven-electric.com/my/jhp-4-40-water-pump.html","156370","200","image/jpeg","0",""
"266","STA-HIGH-PRE-WAS-K2","UNIT","200","https://www.karcher.com/my/en/home-and-garden/products/k2-power-vps-kap-p11180010","468513","200","image/jpeg","0",""
"131","STA-GRI-SCG400-SET","UNIT","200","https://my.stanleytools.global/product/scg400-b1/20v-grinder-tool-only","146216","200","image/jpeg","0",""
"164","BOS-0601-9K3-1L2","UNIT","200","https://www.bosch-pt.com.my/my/en/products/gsb-185-li-06019K31L2","384830","200","image/png","0",""
"42","CAB-SAN-SWBC-SS6615","SET","","","0","","","0","PAGE:An error occurred while sending the request. IMG:An error occurred while sending the request."
"64","FAN-CEI-LED-RCF-MOZIA56-5BL-BT","PCS","200","https://www.rubine.com.my/product/RCF-MOZIA56-5BL","148052","200","image/png","0",""
"193","BOS-0601-228-1L2","UNIT","200","https://www.bosch-pt.com.my/my/en/products/gsb-16-re-06012281L2","334398","200","image/png","0",""
"76","FAN-CEI-RCF-MOZIA56-5B-BT","PCS","200","https://www.rubine.com.my/product/RCF-MOZIA56-5B","147639","200","image/png","0",""
"204","STA-PRE-WAS-BEPW1600L","UNIT","200","https://asia.blackanddecker.global/product/bepw1600l-xd/110-bar-pressure-washer","136190","200","image/jpeg","0",""
"231","STA-POL-SP137","UNIT","200","https://my.stanleytools.global/product/sp137-xd/1300w-180mm-polisher","147718","200","image/jpeg","0",""
"102","BAS-SOR-SRTWB7132","PCS","200","https://www.sorento.com.my/sorento-bathroom/wash-basin/counter-top-ultra-thin-edge-basin/srtwb7132-detail","89624","200","image/jpeg","0",""
"59","STA-GRI-SCG400-SOLO","UNIT","200","https://my.stanleytools.global/product/scg400-b1/20v-grinder-tool-only","146216","200","image/jpeg","0",""
"147","BOS-2608-619-701","PCS","200","https://www.bosch-pt.com.my/my/en/stainless-steel-and-metal-cutting-disc-green-long-life-for-small-angle-grinders-with-bore-16-mm-8107424-ocs-ac/","375707","404","text/html","0",""
"269","BOS-2608-600-017","PCS","200","https://www.bosch-pt.com.my/my/en/pro-metal-bonded-grinding-disc-for-small-angle-grinders-bore-16-mm-osa-3090859-ocs-ac/","450323","200","image/png","0",""
"134","ELE-D/L-MEG-YTA60Z1-10W","PCS","200","https://megaman.com.my/product/led-g-a-bulb/","134378","200","image/jpeg","0",""
"138","ELE-D/L-MEG-YTP38B1-10W","PCS","200","https://megaman.com.my/product/led-stick/","139225","200","image/jpeg","0",""
"185","ELE-D/L-MEG-YTA60Z1-10W-4000K","PCS","200","https://megaman.com.my/product/led-g-a-bulb/","135253","200","image/jpeg","0",""
"154","ELE-D/L-MEG-YTP38B1-10W-4000K","PCS","200","https://megaman.com.my/product/led-stick/","140100","200","image/jpeg","0",""
"153","ELE-D/L-MEG-YTA70Z1-15W","PCS","200","https://megaman.com.my/product/led-g-a-bulb/","135253","200","image/jpeg","0",""
"178","ELE-D/L-MEG-YTP38B1-10W-3000K","PCS","200","https://megaman.com.my/product/led-stick/","139225","200","image/jpeg","0",""
"197","ELE-D/L-MEG-YTA65Z2-12W","PCS","200","https://megaman.com.my/product/led-g-a-bulb/","135253","200","image/jpeg","0",""
"237","ELE-D/L-MEG-YTG45Z1-5W","PCS","200","https://megaman.com.my/product/led-g-a-bulb/","134378","200","image/jpeg","0",""
"168","ELE-D/L-MEG-YTP45Z1-15W-4000K","PCS","200","https://megaman.com.my/product/led-stick/","140100","200","image/jpeg","0",""
"252","BOS-0600-8A7-FLO","UNIT","200","https://www.bosch-diy.com/my/en/p/easyaquatak-110-06008a7fl0","219113","200","image/png","0",""
"174","ELE-D/L-MEG-YTP45Z1-15W-3000K","PCS","200","https://megaman.com.my/product/led-stick/","140100","200","image/jpeg","0",""
"186","ELE-D/L-MEG-YTA70Z1-15W-4000K","PCS","200","https://megaman.com.my/product/led-g-a-bulb/","135253","200","image/jpeg","0",""
"221","PAI-SPR-SAM-2K01","PCS","200","https://samuraipaint.com/products/2k01-top-coat-clear","1178563","200","image/jpeg","0",""
"251","FAN-CEI-DEKA-CX156BK12","UNIT","200","https://deka.my/x-one-56/","215245","200","image/png","0",""
"54","STA-DRI-SCH10D2K","UNIT","200","https://theleedenstore.com.my/product/stanley-sch10d2k-b1-12v-brushed-cordless-hammer-drill-with-2-0ah-battery-1-5a-charger/","432511","200","image/jpeg","0",""
"201","ELE-D/L-MEG-YTA70Z1-15W-3000K","PCS","200","https://megaman.com.my/product/led-g-a-bulb/","134378","200","image/jpeg","0",""
"5","JOV-WAT-HEA-SA20E","PCS","200","https://www.joven-electric.com/my/products/instant-water-heater/sa-series.html","151730","200","image/jpeg","0",""
"227","ELE-D/L-MEG-YTP38Z1-10W","PCS","200","https://megaman.com.my/product/led-stick/","139225","200","image/jpeg","0",""
"232","ELE-D/L-MEG-YTP38Z1-10W-4000K","PCS","200","https://megaman.com.my/product/led-stick/","139225","200","image/jpeg","0",""
"7","JOV-WAT-HEA-SA8E","PCS","200","https://www.joven-electric.com/my/products/instant-water-heater/sa-series.html","151730","200","image/jpeg","0",""
"165","BOS-2608-522-405","PCS","200","https://www.bosch-pt.com.my/my/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/","501600","404","text/html","0",""
"195","BOS-2608-522-406","PCS","200","https://www.bosch-pt.com.my/my/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/","501600","404","text/html","0",""
"11","JOV-WAT-HEA-SL30E-WHI-RS","PCS","200","https://www.joven-electric.com/my/sl30e-rs-instant-water-heater-5100601.html","181040","200","image/jpeg","0",""
"155","FAN-CEI-DEKA-CF5DC56MB","UNIT","200","https://deka.my/f5-dc-pro/","221426","200","image/jpeg","0",""
"53","STA-GRI-SG6100","UNIT","200","https://my.stanleytools.global/product/sg6100-xd/620w-100mm-slim-small-angle-grinder","150302","200","image/jpeg","0",""
"247","HOS-FLE-GLO-60""","PCS","200","https://www.sonichardware.com.my/categories-listing/product/2116-glotool-flexible-tube-stainless-steel-f1-2-x-f1-2","233862","200","image/jpeg","0",""
"2","JOV-WAT-HEA-SL30IP-BLK","PCS","200","https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html","183061","200","image/jpeg","0",""
"265","BOS-0601-6A0-0L0","UNIT","200","https://www.bosch-pt.com.my/my/en/products/gkf-550-06016A00L0","339244","200","image/png","0",""
"276","DC-DCSM03-100EK","SET","200","https://www.dongchengtool.com/product/detail/1642205372810","297211","200","image/jpeg","0",""
"1","JOV-WAT-HEA-SL30IP-BLK-RS","PCS","200","https://www.joven-electric.com/my/sl30ip-rs-instant-water-heater-5101501.html","181664","200","image/jpeg","0",""
"120","BOS-0601-227-1L2","UNIT","200","https://www.bosch-pt.com.my/my/en/products/gsb-13-re-06012271L2","334525","404","text/html","0",""
"182","STA-DRI-SCD10D2K","UNIT","200","https://theleedenstore.com.my/product/stanley-scd10d2k-b1-12v-brushed-cordless-drill-driver-with-2-0ah-battery-1-5a-charger/","432949","200","image/jpeg","0",""
"24","SHO-SOR-SRTSA830","PCS","200","https://sorentomasterclub.com.my/international/index.php/products-menu/sorento-mobile/bathroom-mobile/showerbidet-mobile/showerarm-mobile/srtsa830-detail","96249","200","application/pdf","0",""
"196","BOS-2608-522-407","PCS","200","https://www.bosch-pt.com.my/my/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/","501600","404","text/html","0",""
"262","BOS-0600-8A7-AL0","UNIT","200","https://www.bosch-diy.com/my/en/p/universalaquatak-125-06008a7al0","234876","200","image/png","0",""
"18","JOV-WAT-HEA-SB11IP-BLK-RS","PCS","200","https://www.joven-electric.com/my/sb11ip-rs-4-2kw-instant-water-heater-5111102.html","193152","200","image/jpeg","0",""
"28","TOI-TRP-WC2300-S","SET","","","0","","","0","PAGE:An error occurred while sending the request. IMG:An error occurred while sending the request."
"272","SIN-CKS7406","PCS","200","https://cabana.com.my/index.php/products/kitchen/kitchen-sink/undermount-kitchen-sink/cks7406-detail","71395","200","image/jpeg","0",""
"26","JOV-WAT-HEA-SB11IP-WHI","PCS","200","https://www.joven-electric.com/my/sb11ip-instant-water-heater-5110201.html","187732","200","image/jpeg","0",""
"3","JOV-WAT-HEA-SL30IP-WHI","PCS","200","https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html","183061","200","image/jpeg","0",""
"151","STA-IMP-DRI-STDH7213V","UNIT","200","https://asia.stanleytools.global/product/stdh7213v-b1/13mm-800w-percussion-drill","169970","200","image/jpeg","0",""
"94","JOV-WAT-FIL-JP200","PCS","200","https://www.joven-electric.com/my/jp200-water-purifier.html","162265","200","image/jpeg","0",""
"34","SIN-SOR-SRTKS2429-BL","PCS","200","https://sorento.com.my/","154449","200","application/pdf","0",""
"119","STA-HAM-SBD715D2K","UNIT","200","https://my.stanleytools.global/product/sbd715d2k-b1/20v-brushless-hammer-drill-kit-crystal-box-100-pc","142842","200","image/jpeg","0",""
"249","BOS-0601-9K3-0L2","UNIT","200","https://www.bosch-pt.com.my/my/en/products/gsr-185-li-06019K30L2","370052","200","image/png","0",""
"4","JOV-WAT-HEA-SL30IP-WHI-RS","PCS","200","https://www.joven-electric.com/my/sl30ip-rs-instant-water-heater-5101501.html","181664","200","image/jpeg","0",""
"132","STA-PRE-WAS-BEPW1800T","UNIT","200","https://asia.blackanddecker.global/product/bepw1800t-b1/bd-124-bar-pressure-washer","138040","200","image/jpeg","0",""
"159","STA-PRE-WAS-BEPW1750","UNIT","200","https://asia.blackanddecker.global/product/bepw1750-b1/1500w-high-pressure-washer-wheels-1740-psi","137593","200","image/jpeg","0",""
"55","TOI-TRP-WC-2110A-S","SET","","","0","","","0","PAGE:timeout IMG:timeout"
"46","CAB-SAN-SWBC-SS6411","SET","","","0","","","0","PAGE:An error occurred while sending the request. IMG:timeout"
"56","TOI-TRP-WC-2122A-S","SET","","","0","","","0","PAGE:timeout IMG:timeout"
"84","FAN-CEI-DEKA-CGNL54MB12","UNIT","200","https://deka.my/geno-54-led/","220349","200","image/jpeg","0",""
"93","FAN-CEI-DEKA-CF66DC66MB12","UNIT","200","https://deka.my/f66-dc/","218318","200","image/png","0",""
"124","SHO-SOR-SRTSS8730","PCS","200","https://www.sorento.com.my/sorento-bathroom/shower-bidet/sliding-bar/srtss8730-detail","89530","200","image/jpeg","0",""
"108","KHI-POT-AP550","SET","200","https://khind.com.my/products/khind-thermo-pot-ap550","845661","200","image/jpeg","0",""
"116","FAN-CEI-DEKA-CF5DC46MB12","UNIT","200","https://deka.my/f5-dc-46-pro/","221173","200","image/jpeg","0",""
"137","GAS-STO-KHI-GS1516","SET","200","https://khind.com.my/products/khind-infrared-gas-stove-igs1516","845722","200","image/jpeg","0",""
"140","KHI-COO-RC918T","SET","200","https://khind.com.my/products/khind-9-series-electric-rice-cooker-cream-magnolia-540704063","856573","200","image/jpeg","0",""
"146","KHI-COO-RCJ188","SET","200","https://khind.com.my/products/khind-1-8l-jar-rice-cooker-rcj188","846496","200","image/jpeg","0",""
