item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
ELE-D/L-MEG-YTP38B1-10W-4000K,PCS,Megaman LED Stick Bulb Plc YTP38B1 10W/4000K,Lighting,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,A,yes,yes,pcs,needs_permission,candidate,Q: YTP38B1 10W PLC; 4000K confirmed.,Obtain Megaman MY permission
FAN-CEI-DEKA-CF5DC56MB,UNIT,Deka Ceiling Fan F5 Dc~pro Matt Blk 56,Fans & Ventilation,https://deka.my/f5-dc-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-PRO-MB-Jpg.jpg,A,yes,yes,each single fan/box 56in,needs_permission,candidate,Q: deka.my/f5-dc-pro/: F5 DC PRO 56in; MB swatch links to finish-specific image.,Request Deka MY consent
TAP-SAN-SWP-B-304-3915,PCS,Saniware Premier Kitchen Wall Sink Tap-blk,Kitchen & Sinks,,,C,unresolved,unresolved,PCS consistent,no_asset,reject,Q: ?s=3915 saniware -> 0 results; no trace anywhere (prior pass). no_trace.,Confirm code with supplier; possibly discontinued
JOV-WAT-FIL-JWP20,PCS,Joven Water Filter,Pumps & Water,https://www.joven-electric.com/my/jwp20-water-filter.html,https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/5/1/5134612001-1.jpg,A,yes,yes,PCS water filter stainless housing,needs_permission,candidate,"Q: opened jwp20-water-filter.html: live, JWP20 confirmed; og:image 5134612001-1.jpg official.",Obtain Joven MY permission
STA-PRE-WAS-BEPW1750,UNIT,Black+decker Pressure Washer 120BAR,Power Tools,https://asia.blackanddecker.global/product/bepw1750-b1/1500w-high-pressure-washer-wheels-1740-psi,https://asia.blackanddecker.global/ASIA/PRODUCT/IMAGES/HIRES/BEPW1750_1.jpg,A,yes,yes,UNIT pressure washer,needs_permission,candidate,Q: BEPW1750-B1 page: options state '1740 PSI 120 Bar'; manual NA089982 1500W/120bar - matches row. HIRES image verified unique.,Use 120bar from OEM; include in SBD permission request
BOS-AHI4-4PC-R,UNIT,Adelino S/steel Multi Stage Centrifugal Pump (1.0HP),Pumps & Water,http://adelinopump.com/fr-fr/surface_pump/394.html,,C,unresolved,unresolved,UNIT multistage pump 1.0HP,unknown,pending,Q: adelinopump.com surface-pump page live (brand site); AWJ-series models listed but 1.0HP rating not mapped to a specific model code on page.,Confirm official Adelino model number (AWJ4?) with Bosch MY/distributor
BOS-AJS37PC,UNIT,Adelino Automatic Self-priming Jet Pump With Pc (0.5HP),Pumps & Water,http://adelinopump.com/fr-fr/surface_pump/394.html,,C,unresolved,unresolved,UNIT jet pump 0.5HP,unknown,pending,Q: same Adelino brand page; jet-pump models (AP37L1/JET-G1) lack 0.5HP rating mapping.,Confirm official Adelino model number with distributor
ELE-D/L-TC-2260-22W,PCS,Taicon 24W Adjusted LED Dl Rnd,Lighting,,,R,no,no,PCS consistent,no_asset,reject,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
"EXH-FAN-KHI-12""-WHI-EF1201",SET,Khind 12 Exhaust Fan (off White),Fans & Ventilation,https://khind.com.my/products/khind-exhaust-fan-ef1201,http://khind.com.my/cdn/shop/files/Khind_20Exhaust_20Fan_20EF1201_thumbnail.jpg?v=1751809706,A,yes,yes,SET exhaust fan 12in off-white,needs_permission,candidate,Q: khind EF1201 page HTTP 200 (rechecked); off-white via OW SKU suffix (prior pass verified).,Request Khind permission
BOS-0601-9K3-1L2,UNIT,Gsb Batt. Impact Drill,Power Tools,https://www.bosch-pt.com.my/my/en/products/gsb-185-li-06019K31L2,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o363996v54_9gsb_185-li_sos_06019K31K2.png,A,yes,yes,UNIT kit w/ case+charger+battery,needs_permission,candidate,Q: gsb-185-li-06019K31L2 page live; order 06019K31L2 exact (prior pass verified).,Request Bosch MY permission
BOS-2608-522-405,PCS,Impact Bit PH2 X 65MM,Power Tools,https://www.bosch-pt.com.my/my/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/137x77/o469856v82_2608522405_bo_pro_u_f_1.png,A,yes,yes,PCS bit PH2 65mm,needs_permission,candidate,"Q: impact-bit page: order 2608522405? no - 2 608 522 405 exact, PH2 65mm (prior pass verified).",Request Bosch MY permission
ELE-D/L-MEG-YTP45B1-15W-3000K,PCS,Megaman LED Stick Bulb Plc YTP45B1 15W/3000K,Lighting,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,B,unresolved,no,pcs,unknown,pending,Q: led-stick table: PLC 15W code is YTP45BA; row spells YTP45B1 (absent). 3000K confirmed under BA spelling.,Correct item code YTP45B1->YTP45BA then promote
ELE-D/L-MEG-YTP45Z1-15W-4000K,PCS,Megaman LED Stick Bulb E27 YTP45Z1 15W/4000K,Lighting,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,A,yes,yes,pcs,needs_permission,candidate,Q: YTP45Z1 15W E27; 4000K confirmed.,Obtain Megaman MY permission
STA-PRE-WAS-HD4,UNIT,Karcher Classic High Pressure Washer,Power Tools,https://www.kaercher.com/my/en/professional/products/hd-4-10-x-classic-kap-15209760.html,https://d1y4tv7o00gnfq.cloudfront.net/mam/15209760/mainproduct/188873/d2.jpg,A,yes,yes,UNIT HD 4/10 X Classic KAP,needs_permission,candidate,"Q: Karcher MY professional page live: HD 4/10 X Classic, order 1.520-976.0. NOTE brand is Karcher (row prefixed STA-) - flagged for catalogue branding.",Correct brand field to Karcher; confirm Karcher MY imagery terms
STA-SAW-SCR121S2K,UNIT,Stanley 12V Reciprocating Saw,Power Tools,,,C,yes,yes,UNIT recip saw 12V kit,needs_permission,pending,"Q: SCR121S2K absent from all stanleytools.global domains; Leeden store zero results; model real (HomePro RM399, leedenhercules listing) but no authorised image source.",Source authorised image via SBD MY / Leeden group or own photo
FAN-TAB-KHI-TF1210SE-LAV,SET,Khind - 12 Table Fan (sweet Lavender),Fans & Ventilation,https://khind.com.my/products/12-table-fan,,C,unresolved,yes,SET table fan 12in,needs_permission,pending,Q: khind 12-table-fan page HTTP 200 (rechecked); TF1210SE confirmed; sweet-lavender finish not verbatim on page (prior pass flag stands).,colour_unproven: visually confirm lavender variant with Khind
BOS-0611-321-0L0,UNIT,Gsh 5CE Demolition Hammer,Power Tools,https://www.bosch-pt.com.my/my/en/products/gsh-5-ce-06113210L0,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o36076v54_f4gd7027_GSH_5_CE_V01.png,A,yes,yes,UNIT demolition hammer,needs_permission,candidate,Q: gsh-5-ce-06113210L0 page live; order 06113210L0 exact (prior pass verified).,Request Bosch MY permission
ELE-D/L-MEG-YTP45Z1-15W-3000K,PCS,Megaman LED Stick Bulb E27 YTP45Z1 15W/3000K,Lighting,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,A,yes,yes,pcs,needs_permission,candidate,Q: YTP45Z1 15W E27; 3000K confirmed.,Obtain Megaman MY permission
FAN-WAL-TAICON-TC-11007,SET,Taicon 16 Wall Fan Sirim-blk,Fans & Ventilation,,,R,no,no,PCS consistent,no_asset,reject,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
BOS-0601-1A2-1L0,UNIT,Gsb Impact Drill,Power Tools,https://www.bosch-pt.com.my/my/en/products/gsb-20-2-re-06011A21L0,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o275202v54_lv-95422-12-GSB_20_2_RE_Keyed_Dy.png,A,yes,yes,UNIT impact drill,needs_permission,candidate,Q: gsb-20-2-re-06011A21L0 page live; order exact (prior pass verified).,Request Bosch MY permission
BOS-0601-9N9-0L0C1,SET,Gws + Gds + Gsb Plus Combo Set,Power Tools,https://www.bosch-pt.com.my/my/en/combo-kits-3038553-ocs-c/,,C,unresolved,unresolved,SET 3-tool combo,no_asset,pending,Q: combo 06019N9 0L0C1 not on MY site; solo GWS 18V-8 06019N9 0L0 exists (different order no.).,Confirm combo order code with Bosch MY
ELE-D/L-MEG-YTP38B1-10W-3000K,PCS,Megaman LED Stick Bulb Plc YTP38B1 10W/3000K,Lighting,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,A,yes,yes,pcs,needs_permission,candidate,Q: YTP38B1 10W PLC; 3000K confirmed.,Obtain Megaman MY permission
ELE-D/L-TC-3260-32W-RND,PCS,Taicon 32W Adjusted LED Round (TC-3260),Lighting,,,R,no,no,PCS consistent,no_asset,reject,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
KHI-FRY-ARF35,SET,Khind Air Fryer (mint),Home Appliances,https://khind.com.my/products/khind-3-5l-air-fryer-arf35,http://khind.com.my/cdn/shop/files/ssmy.zone-1682563305-ARF35_Mint_WH_Cover.jpg?v=1751809314,A,yes,yes,SET air fryer 3.5L mint,needs_permission,candidate,Q: khind ARF35 page HTTP 200 (rechecked); mint exact (prior pass verified).,Request Khind permission
STA-DRI-SCD10D2K,UNIT,Stanley 12V Tower Up Drill/driver 2.0AH,Power Tools,https://theleedenstore.com.my/product/stanley-scd10d2k-b1-12v-brushed-cordless-drill-driver-with-2-0ah-battery-1-5a-charger/,https://theleedenstore.com.my/wp-content/uploads/2024/11/STENLEY-CORDLESS-SERIES_STANLEY-SCD10D2K-B1-12V-BRUSHED-CORDLESS-DRILL-DRIVER-WITH-2.0AH-BATTERY-1.5A-CHARGER-PHOTO-1.jpg,C,yes,yes,UNIT kit 2x2.0Ah + charger,needs_permission,candidate,"Q: no OEM page on stanleytools.global; authorised MY distributor Leeden page live: SCD10D2K-B1 12V tower-up drill/driver (non-hammer), og:image verified.",Request usage permission from Leeden/SBD MY; keep non-hammer distinction
BOS-0601-9F7-0L0,UNIT,Gsr Battery Screwdriver,Hand Tools,https://www.bosch-pt.com.my/my/en/products/gsr-120-li-06019G80L0,,B,unresolved,no,UNIT screwdriver 1 batt,needs_permission,pending,Q: gsr-120-li-06019G80L0 page live; row order suffix 0L4 (single-battery Gen2 variant) not listed on MY page - variance.,Confirm 0L4 variant with Bosch MY; else map at model level with approval
BOS-0611-924-0L1,UNIT,Gbh Batt. Rotary Hammer,Power Tools,https://www.bosch-pt.com.my/my/en/products/gbh-185-li-06119240L1,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o397710v54_GBH_185-Li_4Ah_Ghost_Image_dyn.png,A,yes,yes,UNIT rotary hammer kit,needs_permission,candidate,Q: gbh-185-li-06119240L1 page live; order exact (prior pass verified).,Request Bosch MY permission
ELE-D/L-MEG-YTA60Z1-10W-4000K,PCS,Megaman A60 E27 LED Bulb YTA60Z1 10W/4000K,Lighting,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,A,yes,yes,pcs,needs_permission,candidate,Q: YTA60Z1 10W; 4000K confirmed.,Obtain Megaman MY permission
ELE-D/L-MEG-YTA70Z1-15W-4000K,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/4000K,Lighting,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,A,yes,yes,pcs,needs_permission,candidate,Q: YTA70Z1 15W; 4000K confirmed.,Obtain Megaman MY permission
ELE-D/L-TC-2261-32W-SQ,PCS,Taicon 32W Adjusted LED Square (TC-2261),Lighting,,,R,no,no,PCS consistent,no_asset,reject,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
KHI-COO-RC828N,SET,Khind Rice Cooker 2.8L,Home Appliances,https://khind.com.my/products/khind-electric-rice-cooker-cool-grey-490095298,http://khind.com.my/cdn/shop/files/rc828n-wh-cover-coolgrey_111021154853_714986b7-6896-4693-98dc-6a2a2f222730.jpg?v=1751809645,B,yes,yes,SET rice cooker 2.8L,needs_permission,candidate,"Q: khind RC828N cool-grey page (prior pass verified; two colour variants exist, row names none so nothing contradicted).",Request Khind permission; note variant choice on PO
BOS-0601-9K0-0L0,UNITS,Gds Batt. Impact Wrench 18V-400,Power Tools,https://www.bosch-pt.com.my/my/en/products/gds-18v-400-06019K00L0,,C,unresolved,unresolved,UNITS impact wrench bare,no_asset,pending,Q: GDS 18V-400 order confirmed on global/SG sites but no MY page (prior pass + recheck).,Confirm MY distribution with Bosch PT; request official asset
ELE-D/L-MEG-YTP45B1-15W-4000K,PCS,Megaman LED Stick Bulb Plc YTP45B1 15W/4000K,Lighting,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,B,unresolved,no,pcs,unknown,pending,Q: PLC 15W official code YTP45BA; row YTP45B1 absent; 4000K confirmed under BA.,Correct item code then promote
"EXH-FAN-KHI-08""-WHI-EF8001",SET,Khind 8 Exhaust Fan (off White),Fans & Ventilation,https://khind.com.my/products/khind-exhaust-fan-ef8001,http://khind.com.my/cdn/shop/files/Khind_20Exhaust_20Fan_20EF8001_thumbnail_d9127cde-d554-45dc-b621-6ff1383e5c83.jpg?v=1751809705,A,yes,yes,SET exhaust fan 8in off-white,needs_permission,candidate,Q: khind EF8001 page HTTP 200 (rechecked); OW suffix off-white (prior pass verified).,Request Khind permission
GAS-COO-TC-2288-PGC,SET,Taicon Portable Gas Cooker,Home Appliances,,,R,no,no,PCS consistent,no_asset,reject,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
BOS-0601-228-1L2,UNIT,Gsb 16RE Impact Drill (blow Mode Set),Power Tools,https://www.bosch-pt.com.my/my/en/products/gsb-16-re-06012281L2,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o260252v54_lv-84560-12-GSB_16_RE_dyn_highres_02.png,A,yes,yes,UNIT blow-mode set,needs_permission,candidate,Q: gsb-16-re-06012281L2 page live; order exact (prior pass verified).,Request Bosch MY permission
FAN-CEI-DEKA-CGNL54OAK12,UNIT,Deka Ceiling Fan Geno Oak,Fans & Ventilation,https://deka.my/geno-54-led/,https://deka.my/wp-content/uploads/2025/07/GENO-54LED-OAK-Jpg.jpg,A,yes,yes,each single fan 54in oak,needs_permission,candidate,Q: geno-54-led page: finishes MB/MTW/OAK/LW/RG; OAK swatch links to GENO-54LED-OAK-Jpg.jpg (per-finish gallery).,Request Deka MY consent
ELE-CAB-WIR-MKK-2.5MM-YEL,ROLL,MKK Cable 2.5MM (7/0.49MM) Yellow,Electrical,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: MKK manufacturer-site queries: no official site exists (established); distributor order codes confirm size/colour scheme. commodity_cable_no_brand_site.,Supplier photo or own-stock photo
ELE-CAB-WIR-MKK-2.5MM-GRE,ROLL,MKK Cable 2.5MM (7/0.49MM) Green,Electrical,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: MKK manufacturer-site queries: no official site exists (established). commodity_cable_no_brand_site.,Supplier photo or own-stock photo
BOS-AHI2-4PC,UNIT,Adelino S/steel Multi Stage Centrifugal Pump (0.75HP),Pumps & Water,http://adelinopump.com/fr-fr/surface_pump/394.html,,C,unresolved,unresolved,UNIT multistage pump 0.75HP,unknown,pending,Q: adelinopump.com surface-pump page live (brand site); AWJ-series listed; 0.75HP rating not mapped to a specific model code on page.,Confirm official Adelino model number (AWJ2?) with Bosch MY/distributor
