source_position,item_code,uom,display_name,category,detected_brand,detected_model
284,"PIP-HDPE-25MM-3/4""",MTR,"HDPE Pipe 25MM (3/4"") PN12.5(MS-1058)",Plumbing,,PN12.5
257,TAR-SHT-GT2-O/B-6',MTR,Glotool PE Trap (GT-02) 6'X70YDS,Plumbing,Glotool,GT-02
299,NAI-COM-50MM-20KG,PCK,2 Wire Nail,Fasteners & Fixings,,
289,IND-WIR-MES-1212-20GX100,FTS,Wire Mesh 1/2/ X 1/2 X 3 X 20G X 100,Electrical,,
544,GLO-COT-700-ZS70,PAIR,Cotton Glove ZS70,Safety & Workwear,Glotool,ZS70
816,GLO-COT-104-WHI,PAIR,Cotton Glove B104,Safety & Workwear,Glotool,B104
562,IND-SCO-SMR-S501TY,PCS,Samurai King Steel Shovel S501TY,Building Materials,Samurai,S501TY
924,GLO-SEM-GT891/RED,PAIR,Semi Leather Gloves - 800 Sn/red,Safety & Workwear,Glotool,
989,GLO-SEM-GT891/YEL,PAIR,Semi Leather Gloves - 800 Sn/yellow,Safety & Workwear,Glotool,
393,GLO-WEL-GT900/BLU,PAIR,Welding Glove - 900GT/BLUE,Safety & Workwear,Glotool,900GT/BLUE
394,GLO-WEL-GT900/RED,PAIR,Welding Glove - 900GT/RED,Safety & Workwear,Glotool,900GT/RED
794,GLO-WEL-SUP-500SPG,PAIR,Welding Glove - 500SP/GREEN,Safety & Workwear,Glotool,500SP/GREEN
3994,"BRA-STEEL-L-1.5""X1.5""",PCS,"Steel L Bracket 1.5""X1.5 (BC185K)",Plumbing,,X1.5
4550,ELE-CLI-CON-10A-2WAY,PCS,Double Sided Connector Clip-white (5PCS/PCK),Electrical,,5PCS/PCK
2859,ELE-CAB-WIR-ASIA-2.5BK*,MTR,"Asia PVC Cable, Black - MTR",Electrical,,2.5MM2
4548,BNW-NUT-SS304-M06,PCS,SS 304 Nut - M06,Fasteners & Fixings,,M06
2996,PLUG-TOP-SIR-13AMP,PCS,Isafe Plug Top With SIRIM,Electrical,,13AMP
4800,NAIL-RETAINING- CLIP-PVC-S110,PCK,PVC Retaining Nail Clip S110 (2PCS/PCK),Fasteners & Fixings,,S110
3719,SWI-LAM-HOL-B218E27,PCS,E27 Hanging Holder Blk,Electrical,,E27
3770,SWI-LAM-HOL-W218E27,PCS,E27 Hanging Holder Wh,Electrical,,E27
4955,ELE-CAB-TWI-B/W-MAXWELL,MTR,"Scinet Twin Cable, Blue/white",Electrical,,23/0.14MM
4926,BNW-NUT-SS304-M10,PCS,SS 304 Nut - M10,Fasteners & Fixings,,M10
3403,ELE-HOL-SE3831,PCS,Kingsway E27 Wedge Holder,Electrical,,E27
4103,WAL-PLU-S/S-CC225-M6X60MM,PCS,S/steel Wall Plug - K103-304 M6X60MM CC225,Fasteners & Fixings,,K103-304
3088,"CLI-HOS-GP-1/2""",PCS,Gp S/steel Hose CLIP-1/2 (6-12MM),Outdoor & Garden,,CLIP-1/2
5550,FIT-PVC-SOC-REC-20MMX15MM,PCS,"PVC Fitting Soc Red 3/4""X1/2",Plumbing,,X1/2
3005,"CLI-HOS-GP-5/8""",PCS,Gp S/steel Hose CLIP-5/8 (9-16MM),Outdoor & Garden,,CLIP-5/8
4317,FIT-PVC-ELB-20MMX15MM,PCS,"PVC Fitting Elbow Reducing 3/4""X1/2",Plumbing,,X1/2
4221,WAL-PLU-S/S-60MM,PCS,304 S/steel Wall Plug M6 X 60MM,Fasteners & Fixings,,CC220
5508,ELE-CAB-WIR-1.5-YELLOW*,MTR,"Win PVC Cable, Yellow 100M",Electrical,,1.5MM2
5904,ELE-PVC-SOC-TC1820MM,PCS,Tc PVC Socket,Electrical,,18-20MM
3224,FAS-BOL-EXP-12100,PCS,Sh Expansion Bolt M12 X 100,Fasteners & Fixings,,M12
3162,ROP-WIR-GAL-6.0MM,MTR,Galv Wire Rope-cnn 6.0MMX6X19,Lifting & Rigging,,6.0MMX6X19
3862,ELE-HOL-293-B22,PCS,Bm B22 Wedge Holder-black (ovl),Electrical,,B22
2985,"CLI-HOS-GP-1""",PCS,Gp S/steel Hose CLIP-1 (16-25MM),Outdoor & Garden,,CLIP-1
5849,BNW-NUT-SS304-M08,PCS,SS 304 Nut - M08,Fasteners & Fixings,,M08
6064,BNW-WAS-M6,PCK,M6 Washer (10PCS/PCK),Fasteners & Fixings,,10PCS/PCK
4186,WEL-GLA-BLA-NO.10,PCS,Black Welding Glass 108 X 50 (no. 10),Welding,,NO.10
3402,ELE-CAB-WIR-ASIA-2.5Y*,MTR,"Asia PVC Cable, Yellow - MTR",Electrical,,2.5MM2
3534,"ELE-PVC-CAS-1""",LGTH,Kancil 1 X 6FT PVC Casing,Electrical,,6FT
3278,ABR-PAP-621-539,SHT,G800 Ewd Hand Sanding Sheet,Abrasives & Cutting,,G800
2627,ACE-HAM-ANC-1/4X2,PCK,Ace Hammer Drive Anchor 650 1/4 X 2 (10PCS/PCK),Hand Tools,,10PCS/PCK
3043,X-ADH-TAP-MWP037A,PCS,Vago Seal Tape,Power Tools,,12MMX0.075MMX15M
3061,SWI-S/SKT-LWD-4013-13A,PCS,NNE 13A S/skt (sr),Electrical,,813/S
2773,CUT-BLA-ECL-1218T,PCS,Eclipse Hacksaw Blade - 12MM X 18T Predator,Hand Tools,,18T
3465,ABR-PAP-621-529,SHT,G100 Ewd Hand Sanding Sheet,Abrasives & Cutting,,G100
5387,"ACE-NUTS-5/16""X38MM",PCS,"Ace Brand Bsw Hexagon Long Nuts LN-5/16""X38MM",Fasteners & Fixings,,LN-5/16
2884,ELE-T5-4FT-CIELO-D/L,PCS,Cielo T5 LED Fitting 4FT 18W DL-860,Plumbing,,4FT
2770,PLUG-TOP-UMS-13A,PCS,Ums 13A Plugtop (PT130R-S),Other,,PT130R-S
4816,"ACE-NUTS-3/8""X38MM",PCS,"Ace Brand Bsw Hexagon Long Nuts LN-3/8""X38MM",Fasteners & Fixings,,LN-3/8
3733,"FAS-SCR-TAP-CSK-8#1""-PCK",PACK,"8 X1""CSK Self Tapping Screw-flat Head (10PCS/PCK)",Fasteners & Fixings,,10PCS/PCK
3872,"PIP-UPVC-5255-1.1/2""",MTR,"1 1/2""(40MM) X 6M Upvc Pipe",Plumbing,,BS5255
3308,BNW-BOL-SS304-M10-30MM,PCS,SS 304 Bolt - M10 X 30MM,Fasteners & Fixings,,M10
3188,SHH-SINKER-NO.2,PCK,Single Head Sinker No. 2 (2PCS/PCK),Fishing & Tackle,,2PCS/PCK
4313,"FAS-SCR-DRY-WHI-6#1.1/4""",PCK,Hunter/wh - Drywall Screw 6 (20PCS/PCK) X1-1/4,Fasteners & Fixings,,20PCS/PCK
6072,ELE-PVC-CRO-4W,PCS,19MM Cross Box 4WAY,Electrical,,4WAY
5548,"FAS-SCR-TAP-CSK-8#1 1/2""",PACK,8 X1-1/2 Csk Self Tapping Screw - Flat Head (10PCS/PCK),Fasteners & Fixings,,X1-1/2
3181,"FAS-SCR-TAP-CSK-8#2 1/2""",PACK,8 X2-1/2 Csk Self Tapping Screw-flat Head (10PCS/PCK),Fasteners & Fixings,,X2-1/2
3338,SHH-SINKER-NO.5,PCS,Single Head Sinker No. 5 (1PCS/PCK),Fishing & Tackle,,1PCS/PCK
3571,TAP-WIR-3MSCTBLUE,PCS,3M Blue Gu Vinyl Elec Tape 150,Plumbing,,18MMX5MM
3092,"FAS-SCR-DRY-WHI-6#1""BOX",BOX,Hunter/wh - Drywall Screw 6 X1,Fasteners & Fixings,,6#X1
4585,"PIC-HAN-GOL-1""",PCK,Golden Picture Hanger-m'sia 1 (2PAIR/PCK),Housewares,,2PAIR/PCK
2928,WIN-HOO-PIN-8406,PCK,Sr Pin Hook 8406 (25PCS/PCK),Doors & Hardware,,25PCS/PCK
3153,BNW-BOL-SS304-M10-50MM,PCS,SS 304 Bolt - M10 X 50MM,Fasteners & Fixings,,M10
3533,ELE-D/L-HOME-2103-18W-6500K,PCS,Hermanns Downlite -rd -6500K,Electrical,,6500K
3999,"FAS-RIV-PAT-1/8""X1/2""-PCK",PCK,Blind Rivet: Jaguar 1/8 X 1/2 (20PCS/PCK),Fasteners & Fixings,,20PCS/PCK
6743,"FAS-SCR-DRY-WHI-6#3/4""",PCK,Hunter/wh - Drywall Screw 6 X3/4 (20PCS/PCK),Fasteners & Fixings,,X3/4
3039,SWI-SOC-ELE-E0813B,PCS,Elegance 13A Flat Pin Double Pole Swi Soc-blk (E0813B),Electrical,,E0813B
3283,"FAS-SCR-F/H-1 1/4"" X 8#",PKT,Sr F/h Self Drilling Screw 1 1/4 X 8 (20PCS/PCK),Fasteners & Fixings,,20PCS/PCK
3881,ABR-PAP-621-531,SHT,G150 Ewd Hand Sanding Sheet,Abrasives & Cutting,,G150
6739,BNW-WAS-M5,PCK,M5 Washer (20PCS/PCK),Fasteners & Fixings,,20PCS/PCK
3623,CUT-DIS-MARK-12300-P024,PCS,Mr. Mark P24 Master Fibre Disc - Blk,Abrasives & Cutting,,P24
3343,CUT-ELE-EFM430,PCS,Gold Elephant Flexible Grinding Disc,Abrasives & Cutting,,EFM-430
5511,"FAS-SCR-TAP-PAN-8#1""",PACK,8 X1 Ph Self Tapping Screw-pan Head (20PCS/PCK)),Fasteners & Fixings,,20PCS/PCK
4524,"FAS-RIV-PAT-1/8""X1/4""-PCK",PCK,Blind Rivet: Jaguar 1/8 X 1/4 (20PCS/PCK),Fasteners & Fixings,,20PCS/PCK
3907,ABR-PAP-621-541,SHT,Ewd Hand Sanding Sheet G1200,Abrasives & Cutting,,G1200
5905,"FAS-SCR-TAP-PAN-6#3/4""",PACK,6 X3/4 Self Tapping Screw-pan Head (20PCS/PCK),Fasteners & Fixings,,X3/4
3915,"FAS-SCR-TAP-CSK-6#2""",PACK,6 X2 Csk Self Tapping Screw-flat Head (10PCS/PCK),Fasteners & Fixings,,10PCS/PCK
5259,FAS-SCR-ZPH-DSMHO520,PCS,Sr Zph Self Drilling Screw (20PCS/PCK) DSM-HO520,Fasteners & Fixings,,20PCS/PCK
4893,"FAS-SCR-CSK-3"" X 8G-PCK",PCK,Sr Csk Tapping Screw 3 X 8G (10PCS/PCK),Fasteners & Fixings,,10PCS/PCK
3445,BNW-BOL-SS304-M10-35MM,PCS,SS 304 Bolt - M10 X 35MM,Fasteners & Fixings,,M10
3969,ABR-PAP-621-534,PCS,G240 Ewd Hand Sanding Sheet,Abrasives & Cutting,,G240
3970,ABR-PAP-621-535,SHT,G320 Ewd Hand Sanding Sheet,Abrasives & Cutting,,G320
3863,"FAS-RIV-PAT-1/8""X3/4""-PCK",PCK,Blind Rivet: Jaguar 1/8 X 3/4 (20PCS/PCK),Fasteners & Fixings,,20PCS/PCK
3646,"FAS-SCR-TAP-CSK-6#2-1/2""",PACK,"6 X2-1/2""CSK Self Tapping Screw-flat Head (10PCS/PCK)",Fasteners & Fixings,,X2-1/2
5258,"FAS-SCR-TAP-CSK-10#2""",PCK,10 X2 Csk Self Tapping Screw-flat Head (10PCS/PCK),Fasteners & Fixings,,10PCS/PCK
4257,"FAS-RIV-PAT-1/8""X5/16""-PCK",PCK,Blind Rivet: Jaguar 1/8 X 5/16 (20PCS/PCK),Fasteners & Fixings,,20PCS/PCK
5878,SOC-6MM-3WAY,PCS,PVC 3/4 3WAY Box,Other,,3WAY
2868,SPO-SCOTCH-BRITE-3M,PCK,3M Scotch Brite 31B 3PCS Scouring Pad (KH1578-6),Other,,31B
3724,BNW-BOL-SS304-M10-25MM,PCS,SS 304 Bolt - M10 X 25MM,Fasteners & Fixings,,M10
3223,ELE-T5-4-CIELO-W/W,PCS,Cielo T5 LED Fitting 4FT 18W WW-830,Plumbing,,4FT
4143,PIP-HDPE-25MM-PN12.5,LTH,3M HDPE Pipe - Non SIRIM X 25MM,Plumbing,,PN12.5
3759,"FAS-SCR-P/H-5/8"" X 8#",PCK,Sr P/h Self Drilling Screw 5/8 X 8 (20PCS/PCK),Fasteners & Fixings,,20PCS/PCK
3706,"FAS-SCR-F/H-5/8"" X 8#",PCK,Sr F/h Self Drilling Screw 5/8 X 8 (20PCS/PCK),Fasteners & Fixings,,20PCS/PCK
6742,"FAS-SCR-DRY-BLA-6#1""",PCK,Hunter/bk - Drywall Screw 6 X1 (20PCS/PCK),Fasteners & Fixings,,20PCS/PCK
4083,CUT-ELE-ESS410D,PCS,"4""X1.0 Gold Elephant Cutting Disc",Abrasives & Cutting,,X1.0
3986,SWI-SOC-ULT-M0813W,PCS,Ultra 13A Flat Pin Swi Soc Neon-wt (M0813W),Electrical,,M0813W
3861,ELE-ADA-MS-PT13,PCS,"Morries Travel Adaptor For Uk,hk,sg& M'sia",Electrical,,MS-PT13
2959,TOO-ELE-TESW0183,PCS,W0183 Tester,Power Tools,,W0183
2841,GER-PLUG-BPM6A,PCS,Ngk 14 X 9.5 Sparkplug -BPM6A,Other,,BPM6A
2746,ELE-D/L-PHL-59466-RD-6500K,SET,59466 Meson 17 1200 150 Round 6500K,Electrical,,6500K
3150,VAL-BAL-VIP-343-12MM,PCS,Full Bore Ball VALVE:PN25 343 1/2,Plumbing,,VALVE:PN25
2988,DOR-ROL-GAT-75MM-V70,PCS,"V70 V Roller Bolt & Nut 3""X23MM",Fasteners & Fixings,,V70
3385,SWI-SOC-ULT-M021MG,PCS,Ultra 16A 2 GANG 1 Way-matte Grey (M021MG),Electrical,,M021MG
3942,BAT-ENE-MINI-A27,PCK,Energizer Mini Al A27 BP1,Electrical,,A27
4539,SWI-ADA-TRA-ES288T,PCS,Dlx 308N 13A Travel Adaptor Cw Neon,Electrical,,308N
4340,CUT-KNI-HX338,BOX,Tct A80 N. T Cutter Blade (10PCS/BOX),Abrasives & Cutting,,A80
2775,ELE-D/L-PHL-59467-SQ-4000K,SET,59467 Meson 17 1200 150 Square 4000K,Electrical,,4000K
2923,LOC-CZS-L40MM,PCS,Czs 360 Padlock L40MM,Locks & Security,,L40MM
3985,SWI-ADA-MS-PT06,PCS,"Morries Travel Adaptor For Japan, Taiwan, Usa, Thai, Phi&viet",Electrical,,MS-PT06
3404,ELE-SOL-TIN100250G,PCS,Vison Soldering Wire,Electrical,,0.8X100G
2728,DOR-HAN-CH608-NA-L,PCS,Na-l Casement Handle,Doors & Hardware,,CH608
2853,ADH-TAP-VIP-2510,PCS,PTFE Thread Seal Tape VIP-2510,Chemicals & Adhesives,,VIP-2510
3587,FAS-RIV-PAT-5/32X3/4-PCK,PCK,Blind Rivet: Jaguar 5/32 X 3/4 (20PCS/PCK),Fasteners & Fixings,,20PCS/PCK
4538,SUP-ROL-WIN,PCK,Super Airoller (25PCS/PCK),Other,,25PCS/PCK
2637,SWI-LAM-ADA-3041B22,PCS,B22 Nylon Lamp Adaptor (blk),Lighting,,B22
4998,"ELE-PVC-CAS-3/4""",LGTH,Kancil 3/4 X 6FT PVC Casing,Electrical,,6FT
4890,CAP-01.2UF-400V-BD,PCS,Capacitor Cpi- Black Square ITALY'/400V Bd 01.2UF,Electrical,,01.2UF
2615,"CUT-BLA-M'MAN-F1X4""",PCS,M'man Diamond Blade - F1X4,Abrasives & Cutting,,F1X4
2636,RAI-BOO-KRK-B39M,PAIR,Rainshoes - 39 (6) 6000BLK,Curtains & Blinds,,6000BLK
4122,SWI-SOC-ULT-M0813BW,PCS,Ultra 13A Flat Pin Swi Soc (large Roc)-whi (M0813BW),Electrical,,M0813BW
3347,"IND-CAS-FIX-1.25""",PCS,1.25 DL5 Tpe Fixed Caster,Building Materials,,DL5
4580,HOS-SPA-NOZ-C882,PCS,C882 Quick Coupling Nozzle 3/4,Power Tool Accessories,,C882
3303,TOO-ELE-TES-PEN-K1304,PCS,Kakc Test Pen,Power Tools,,K1304
5227,DRI-BIT-SV003,PCS,2 (+-) Sensui Power Bit X65MM,Power Tool Accessories,,X65MM
2803,SWI-SOC-NNE-9498,PCS,NNE 9498 Metalclad Switch Socket 2GANG 13A,Electrical,,2GANG
3517,ELE-T5-3'-CIELO-D/L,PCS,Cielo T5 LED Fitting 3FT 14W,Plumbing,,3FT
3228,"IND-CAS-FIX-1.5""",PCS,1.5 DL5 Tpe Fixed Caster,Building Materials,,DL5
2794,DOR-HAN-CF350-NA-L,PCS,Na-l Cresent Fastener,Doors & Hardware,,CF350
4786,CAP-01.8UF-400V,EA,Capacitor Cpi- Black Square ITALY'/400V Bd 01.8UF,Electrical,,01.8UF
5275,SWI-ADA-TRA-13A,PCS,Eurosafe 13A Travel Adaptor,Electrical,,ES-277TA-2
4081,CUT-DIS-MARK-12300-P036,PCS,Mr. Mark P36 Master Fibre Disc - Blk,Abrasives & Cutting,,P36
4362,CUT-DIS-W2451-100,PCS,4 Cutting Wheel,Abrasives & Cutting,,W2451
3062,SWI-SOC-NNE-9499,PCS,NNE 9499 Metalclad Switch Socket 1GANG 13A,Electrical,,1GANG
3210,SWI-BUT-HOI-15A-250V,PCS,Hoist Push Button Switch 15A 250V,Lifting & Rigging,,THS-21
3495,ELE-ADA-3WAY-MS-BS03L,PCS,Morries 13A 3WAY Adaptor With Fuse & Neon,Electrical,,3WAY
3932,SWI-SOC-ELE-E011B,PCS,Elegance 16A 1 GANG 1 Way-black (E011B),Electrical,,E011B
3577,VAL-ANG-CVL-CA9001,PCS,Cavallo SS Angle Valve,Plumbing,,CA9001
2769,PAI-ROL-SET-CRI-424,SET,"4""X20 Cristin Tiger Stripe Roller Set",Paint & Sundries,,X20
4154,BAT-ENE-MIN-A23,PCK,Energizer Mini Al A23 8P1,Electrical,,A23
3516,ELE-CAB-PVC-4.00MM-GRE-MTR,MTR,Ktk PVC Cable Green 100M -mtr,Electrical,,4.0MM2
3789,PEN-TES-BLM452,PCS,Blimax Test PEN-BLM452,Housewares,,PEN-BLM452
4304,CUT-GRI-MJ021-100,PCS,Qs Grinding Wheel 4,Abrasives & Cutting,,MJ-021
3234,SWI-PLK-NEO-1380N,PCS,Plk 20A Neon Heater Switch,Electrical,,1380N
3314,ELE-D/L-MGM-MQTL2048-3000K,PCS,Mgm 2 1/2 7W Eye Ball Ww,Electrical,,MQTL2048
2974,LOC-CZS-L50MM,PCS,Czs 360 Padlock L50MM,Locks & Security,,L50MM
4159,CUT-ELE-EMC420,PCS,"4""X2.0 Gold Elephant Cutting Disc",Abrasives & Cutting,,X2.0
4655,ELE-LRD-MOT-3357,BOX,Overload 3357,Electrical,,37-50A
2930,ELE-D/L-PHL-59466-RD-4000K,SET,59466 Meson 17 1200 150 Round 4000K,Electrical,,4000K
2875,PAI-ROL-SET-CRI-416,SET,"4""X15 Cristin Tiger Stripe Roller Set",Paint & Sundries,,X15
5290,"FAS-SCR-DRY-BLA-6#1-1/4""",PCK,Hunter/bk - Drywall Screw 6 (20PCS/PCK) X1-1/4,Fasteners & Fixings,,20PCS/PCK
4976,"FAS-RIV-PAT-1/8""X3/8""-PCK",PCK,Blind Rivet: Jaguar 1/8 X 3/8 (20PCS/PCK),Fasteners & Fixings,,20PCS/PCK
3730,"FAS-SCR-DRY-WHI-6#3/4""-BOX",BOX,Hunter/wh - Drywall Screw 6 X3/4,Fasteners & Fixings,,X3/4
