source_position,source_item_code,source_uom,source_product_name,category,detected_brand,detected_model,manufacturer,brand_normalized,exact_model,manufacturer_part_number,model_suffix,model_generation,variant,finish_colour,dimensions,capacity,pack_quantity,key_configuration,source_url,source_type,primary_source_url,primary_source_type,primary_source_tier,secondary_source_url,secondary_source_type,candidate_image_asset_url,candidate_asset_url,candidate_asset_source,image_asset_status,pdf_url,pdf_page,exact_match_reasoning,sibling_variant_elimination,sibling_elimination_reasoning,conflicting_evidence,identity_confidence,image_confidence,classification,hard_failure_reason,recommended_for_visual_review,gemini_visual_review,research_notes,rights_status,rights_note,ambiguities,source_preservation_note,research_notes_file,product_name,variant_suffix,product_identity,source_tier,secondary_sources,image_source_url,image_exactness,sibling_elimination,classification_reason,hard_failure,tls_verification_issue
1267,TOI-TRP-WC-CWC7601-RL-S(250MM),PCS,Cab One Piece Water Closet Washdown W Rimless Flush Tech,Bathroom,NOT_PRESERVED,CWC7601-RL-S,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Cab One Piece Water Closet Washdown W Rimless Flush Tech,CWC7601-RL-S,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1268,TOO-NIE-PLU-COU-20PH,PCS,Nietz Quick Coupler Plug 20PH,Electrical,Nietz,20PH,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Nietz Quick Coupler Plug 20PH,20PH,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1269,BOS-2608-680-289,PCS,Sds + Drill Bit S3 18 X 400/460MM,Power Tool Accessories,Bosch,400/460MM,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Sds + Drill Bit S3 18 X 400/460MM,400/460MM,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1270,HHD-STO-JYMT-JM400B,PCS,Jayamata Sharpening Stone Tapping Knife 8 X 1-3/4,Bathroom,NOT_PRESERVED,JM-400B,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Jayamata Sharpening Stone Tapping Knife 8 X 1-3/4,JM-400B,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1271,MEA-TAP-STE-GLO-05M,PCS,Glotool Steel Tape Type:b 5.0M,Hand Tools,Glotool,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Glotool Steel Tape Type:b 5.0M,NOT_PRESERVED,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1272,SWI-ADA-3388USB-TC10936,PCS,Taicon Multi Travel Adaptor 2USB (TC-10936),Electrical,Taicon,2USB,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Taicon Multi Travel Adaptor 2USB (TC-10936),2USB,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1273,BOS-0603-3E0-050,UNIT,Bosch 3.6V Power Scrubber,Power Tools,Bosch,NOT_PRESERVED,Bosch,Bosch,UniversalBrush,06033E0050,NOT_PRESERVED,NOT_PRESERVED,3.6V Li-ion; 215rpm; IPX5,NOT_PRESERVED,140 x 45 x 100mm; 0.33kg,NOT_PRESERVED,NOT_PRESERVED,Bristle brush; detailed brush; pad holder; pads; micro USB cable,https://www.boschhardware.com/bosch-home-garden-tools/bosch-aquatak-bosch-garden-tools/bosch-cordless-cleaning-brush-power-scrubber-universalbrush,Bosch Malaysia specialist/authorized seller exact product page,https://www.boschhardware.com/bosch-home-garden-tools/bosch-aquatak-bosch-garden-tools/bosch-cordless-cleaning-brush-power-scrubber-universalbrush,Bosch Malaysia specialist/authorized seller exact product page,2,BoschHardware page identifies UniversalBrush and exact 3.6V specification,Independent corroboration / manufacturer record / authorized seller,https://wwarehouse.s3-ap-southeast-1.amazonaws.com/bh-bosch-cordless-cleaning-brush-power-scrubber-universalbrush.png,https://wwarehouse.s3-ap-southeast-1.amazonaws.com/bh-bosch-cordless-cleaning-brush-power-scrubber-universalbrush.png,https://www.boschhardware.com/bosch-home-garden-tools/bosch-aquatak-bosch-garden-tools/bosch-cordless-cleaning-brush-power-scrubber-universalbrush,EXACT_IMAGE_URL_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,BoschHardware exact product page identifies UniversalBrush cordless power scrubber with matching 3.6V specifications and preserves direct exact image.,No family/sibling scrubber image substituted; exact UniversalBrush page used.,No family/sibling scrubber image substituted; exact UniversalBrush page used.,NOT_PRESERVED,96,95,VERIFIED_CANDIDATE,NOT_PRESERVED,OPTIONAL,OPTIONAL,See Products 1201–1300 research trail.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,No additional ambiguity recorded.,Exact product page and direct image URL preserved; rights remain needs_permission.,/home/ubuntu/work/products_1201_1300_research_notes.md,Bosch 3.6V Power Scrubber,3.6V Li-ion; 215rpm; IPX5,UniversalBrush,TIER_2,BoschHardware page identifies UniversalBrush and exact 3.6V specification,https://wwarehouse.s3-ap-southeast-1.amazonaws.com/bh-bosch-cordless-cleaning-brush-power-scrubber-universalbrush.png,EXACT_SKU,No family/sibling scrubber image substituted; exact UniversalBrush page used.,Exact model/specification and exact direct image URL preserved.,NOT_PRESERVED,false
1274,BOS-2608-615-111,PCS,5 Diamond Cutting Blade Universal,Power Tools,Bosch,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,5 Diamond Cutting Blade Universal,NOT_PRESERVED,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1275,"FAN-CEI-KDK-60""",SET,Kdk Ceiling Fan 60,Fans & Ventilation,NOT_PRESERVED,K15V0,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Kdk Ceiling Fan 60,K15V0,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1276,"FIT-BUT-ELB-MALE-20MMX3/4""",PCS,Buteline 20MMX3/4 PE Elbow Male,Plumbing,Buteline,20MMX3/4,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Buteline 20MMX3/4 PE Elbow Male,20MMX3/4,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1277,"FIT-BUT-STR-MALE-25MMX1/2""",PCS,Buteline 25MMX1/2 PE Straight Male,Plumbing,Buteline,25MMX1/2,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Buteline 25MMX1/2 PE Straight Male,25MMX1/2,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1278,MEA-TAP-STE-GLO-075M,PCS,Glotool Steel Tape Type:b 7.5M,Hand Tools,Glotool,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Glotool Steel Tape Type:b 7.5M,NOT_PRESERVED,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1279,NIE-SOC-HAN-DEE-06P-1/2-13MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042013 13MM,Electrical,Nietz,6PT,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Nietz Dr Deep Cr Socket (6PT) 50042013 13MM,6PT,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1280,NIP-ECO-CB,CAN,1L 811-7338 Eco 100 Cobalt Blue Cb,Paint & Sundries,Nippon Paint,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,1L 811-7338 Eco 100 Cobalt Blue Cb,NOT_PRESERVED,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1281,PAI-SPR-SAMURAI-H2,PCS,H2 Samurai Spray Paint,Paint & Sundries,Samurai,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,H2 Samurai Spray Paint,NOT_PRESERVED,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1282,TAP-CAB-CB4932-BL,PCS,Cabana Basin Cold Tap ( Matt Black),Bathroom,NOT_PRESERVED,CB4932-BL,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Cabana Basin Cold Tap ( Matt Black),CB4932-BL,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
1283,TAP-SAN-SWP-Z-5168,PCS,Saniware Sliver Wall Two Way Tap,Plumbing,Saniware,SWP-Z-5168,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative identity plus exact image evidence preserved.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See the Products 1201–1300 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See the Products 1201–1300 research notes.,/home/ubuntu/work/products_1201_1300_research_notes.md,Saniware Sliver Wall Two Way Tap,SWP-Z-5168,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,No exact authoritative identity plus exact image evidence preserved.,Exact identity and exact image evidence not preserved; fail-closed.,false
