source_position,source_item_code,source_uom,source_product_name,category,detected_brand,detected_model,manufacturer,brand_normalized,exact_model,manufacturer_part_number,model_suffix,model_generation,variant,finish_colour,dimensions,capacity,pack_quantity,key_configuration,source_url,source_type,primary_source_url,primary_source_type,primary_source_tier,secondary_source_url,secondary_source_type,candidate_image_asset_url,candidate_asset_url,candidate_asset_source,image_asset_status,pdf_url,pdf_page,exact_match_reasoning,sibling_variant_elimination,sibling_elimination_reasoning,conflicting_evidence,identity_confidence,image_confidence,classification,hard_failure_reason,recommended_for_visual_review,gemini_visual_review,research_notes,rights_status,rights_note,ambiguities,source_preservation_note,research_notes_file
313,TOW-SOR-SRT764-24-RG,PCS,Sorento Moveable Towel Shelf 600MM (rg+mb),Bathroom,Sorento,SRT764-24-RG,Sorento,Sorento,SRT764-24-RG,SRT764-24-RG,NOT_PRESERVED,NOT_PRESERVED,24-inch movable stainless towel shelf,Rose Gold + Matt Black,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://sorento.com.my/result/basin-mixer-tap__or__counter-top-basin-ultra-thin-edge__or__filter-tap__or__nanograin-kitchen-sink__or__pillar-mounted__or__sensor-soap-dispenser__or__sliding-bar__or__top-mount-kitchen-sink__or__towel-shelf__or__wall-hung-closet?limit=48,Official Sorento result page,https://sorento.com.my/result/basin-mixer-tap__or__counter-top-basin-ultra-thin-edge__or__filter-tap__or__nanograin-kitchen-sink__or__pillar-mounted__or__sensor-soap-dispenser__or__sliding-bar__or__top-mount-kitchen-sink__or__towel-shelf__or__wall-hung-closet?limit=48,Official Sorento result page,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 313 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.",Exact image URL not preserved.,HIGH,NONE,PENDING,Exact image URL not preserved.,YES,YES,Official result page and catalogue search snippet explicitly list exact model/finish.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.",Exact image URL not preserved.,Official result page and catalogue search snippet explicitly list exact model/finish.,/home/ubuntu/work/products_301_400_research_notes.md
314,BAS-SOR-SRTWB3415-BW,PCS,Sorento Firenze Series Ultra Thin Edge Basin (blk+whi),Bathroom,Sorento,SRTWB3415-BW,Sorento,Sorento,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 314 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 301–400 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 301–400 research notes; fail-closed.,/home/ubuntu/work/products_301_400_research_notes.md
315,TAP-SAN-SWP-B-2525,PCS,Saniware Premier Concealed Bath Shower Cold Tap,Bathroom,Saniware,SWP-B-2525,Saniware,Saniware,SWP-B-2525,SWP-B-2525,NOT_PRESERVED,NOT_PRESERVED,Brass concealed bath-shower cold tap,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://saniware.com/product/swp-b-2525/,Official manufacturer product page,https://saniware.com/product/swp-b-2525/,Official manufacturer product page,1A,NOT_PRESERVED,NOT_PRESERVED,https://saniware.com/wp-content/uploads/2021/10/SWP-B-2525.png,https://saniware.com/wp-content/uploads/2021/10/SWP-B-2525.png,https://saniware.com/product/swp-b-2525/,EXACT_IMAGE_URL_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 315 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.",Publication/licensing rights not established.,HIGH,HIGH,VERIFIED_CANDIDATE,NOT_PRESERVED,OPTIONAL,OPTIONAL,Exact official Saniware page and direct product image preserved.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.",Publication/licensing rights not established.,Exact official Saniware page and direct product image preserved.,/home/ubuntu/work/products_301_400_research_notes.md
316,TOI-TRP-WC-8840-P,SET,Sorento Close Couple Wash,Bathroom,Sorento,DOWN-SRTWC8840-P,Sorento,Sorento,SRTWC8840-P,SRTWC8840-P,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 316 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.",Exact close-couple wash configuration and image not preserved.,MEDIUM,NONE,PENDING,Exact close-couple wash configuration and image not preserved.,YES,YES,Sibling SRTWC8840 research exists in earlier Sorento notes; exact P variant not preserved.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.",Exact close-couple wash configuration and image not preserved.,Sibling SRTWC8840 research exists in earlier Sorento notes; exact P variant not preserved.,/home/ubuntu/work/products_301_400_research_notes.md
317,COC-BAS-SRTWT7445-BLK,PCS,Sorento Basin Cold Tap - SRTWT7445-BLK,Bathroom,Sorento,SRTWT7445-BLK,Sorento,Sorento,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 317 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 301–400 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 301–400 research notes; fail-closed.,/home/ubuntu/work/products_301_400_research_notes.md
318,BAS-SOR-SRTWT6807-RG-MIX,PCS,Sorento High Basin Mixer Tap (rs+mb),Bathroom,Sorento,SRTWT6807-RG,Sorento,Sorento,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 318 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 301–400 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 301–400 research notes; fail-closed.,/home/ubuntu/work/products_301_400_research_notes.md
319,TAP-SIN0-SRTKT71SS-BL,PCS,Sorento Pil Mou Kitchen Mixer Tap W Pull Out Shower (blk),Bathroom,Sorento,SRTKT71SS-BL,Sorento,Sorento,SRTKT71SS,SRTKT71SS,NOT_PRESERVED,NOT_PRESERVED,Pillar-mounted kitchen mixer with pull-out shower; stainless steel,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://sorento.com.my/result/basin-mixer-tap__or__counter-top-basin-ultra-thin-edge__or__filter-tap__or__nanograin-kitchen-sink__or__pillar-mounted__or__sensor-soap-dispenser__or__sliding-bar__or__top-mount-kitchen-sink__or__towel-shelf__or__wall-hung-closet?limit=48,Official Sorento result page,https://sorento.com.my/result/basin-mixer-tap__or__counter-top-basin-ultra-thin-edge__or__filter-tap__or__nanograin-kitchen-sink__or__pillar-mounted__or__sensor-soap-dispenser__or__sliding-bar__or__top-mount-kitchen-sink__or__towel-shelf__or__wall-hung-closet?limit=48,Official Sorento result page,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 319 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.",Source image and pull-out package not preserved.,HIGH,NONE,PENDING,Source image and pull-out package not preserved.,YES,YES,Official result page explicitly lists SRTKT71SS and BL sibling.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.",Source image and pull-out package not preserved.,Official result page explicitly lists SRTKT71SS and BL sibling.,/home/ubuntu/work/products_301_400_research_notes.md
320,GRA-SAN-SWFG-SS304-6602,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6602,Bathroom,Saniware,150X150MM,Saniware,Saniware,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 320 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 301–400 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 301–400 research notes; fail-closed.,/home/ubuntu/work/products_301_400_research_notes.md
321,BAS-SOR-SRTWB1086-BL,PCS,Sorento Art Basin SRTWB1086-BL L500XW400XH145MM,Bathroom,Sorento,SRTWB1086-BL,Sorento,Sorento,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 321 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 301–400 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 301–400 research notes; fail-closed.,/home/ubuntu/work/products_301_400_research_notes.md
322,BID-SOR-SRT79-SS,PCS,Sorento Brass Two Way Tap Bidet,Bathroom,Sorento,SRT79-SS,Sorento,Sorento,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 322 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 301–400 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 301–400 research notes; fail-closed.,/home/ubuntu/work/products_301_400_research_notes.md
323,SHO-SOR-SRTSA850-RG,PCS,Sorento 450MM Shower Arm 450MM (rs+mb),Bathroom,Sorento,SRTSA850-RG,Sorento,Sorento,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 323 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 301–400 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 301–400 research notes; fail-closed.,/home/ubuntu/work/products_301_400_research_notes.md
324,SHO-SOR-SRTSS8770-BL,PCS,Sorento Sliding BAR W Hand SHOWER&1.5M Flex. Hose Blk,Bathroom,Sorento,SHOWER&1.5M,Sorento,Sorento,SRTSS8770-BL,SRTSS8770-BL,NOT_PRESERVED,NOT_PRESERVED,Sliding bar; 5-function hand shower; 1.5m stainless hose,Matt Black,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://sorento.com.my/result/basin-mixer-tap__or__counter-top-basin-ultra-thin-edge__or__filter-tap__or__nanograin-kitchen-sink__or__pillar-mounted__or__sensor-soap-dispenser__or__sliding-bar__or__top-mount-kitchen-sink__or__towel-shelf__or__wall-hung-closet?limit=48,Official Sorento result page,https://sorento.com.my/result/basin-mixer-tap__or__counter-top-basin-ultra-thin-edge__or__filter-tap__or__nanograin-kitchen-sink__or__pillar-mounted__or__sensor-soap-dispenser__or__sliding-bar__or__top-mount-kitchen-sink__or__towel-shelf__or__wall-hung-closet?limit=48,Official Sorento result page,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 324 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.",Exact image URL not preserved.,HIGH,NONE,PENDING,Exact image URL not preserved.,YES,YES,Official result page explicitly lists exact black variant.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.",Exact image URL not preserved.,Official result page explicitly lists exact black variant.,/home/ubuntu/work/products_301_400_research_notes.md
325,BAS-SOR-SRTWT6806-MIX,PCS,Sorento High Basin Mixer Tap,Bathroom,Sorento,SRTWT6806,Sorento,Sorento,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 325 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 301–400 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 301–400 research notes; fail-closed.,/home/ubuntu/work/products_301_400_research_notes.md
326,TOI-TRP-WC-2123A-P,SET,Saniware Washdown Closet WC-2123A-P180MM,Bathroom,Saniware,WC-2123A-P180MM,Saniware,Saniware,WC-2123A,WC-2123A,NOT_PRESERVED,NOT_PRESERVED,Rimless; S-trap 250mm; P-trap 180mm,NOT_PRESERVED,650x340x770mm,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://saniware.com/product/wc-2123a/,Official manufacturer product page,https://saniware.com/product/wc-2123a/,Official manufacturer product page,1A,NOT_PRESERVED,NOT_PRESERVED,https://saniware.com/wp-content/uploads/2021/03/WC-2123A.jpg,https://saniware.com/wp-content/uploads/2021/03/WC-2123A.jpg,https://saniware.com/product/wc-2123a/,EXACT_IMAGE_URL_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 326 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.",Publication/licensing rights not established.,HIGH,HIGH,VERIFIED_CANDIDATE,NOT_PRESERVED,OPTIONAL,OPTIONAL,Exact official Saniware page explicitly confirms P-trap 180mm and direct image URL.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.",Publication/licensing rights not established.,Exact official Saniware page explicitly confirms P-trap 180mm and direct image URL.,/home/ubuntu/work/products_301_400_research_notes.md
327,BAS-SAN-WB-206,PCS,Saniware Wall Hung Basin-above Counter Mounting (440X355X170MM),Bathroom,Saniware,440X355X170MM,Saniware,Saniware,WB-206,WB-206,NOT_PRESERVED,NOT_PRESERVED,Wall-hung basin; fixing to wall with back,NOT_PRESERVED,440x355x170mm,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://saniware.com/product/wb-206/,Official manufacturer product page,https://saniware.com/product/wb-206/,Official manufacturer product page,1A,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 327 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.",Direct image URL not exposed in preserved extraction.,HIGH,NONE,PENDING,Direct image URL not exposed in preserved extraction.,YES,YES,Official exact page/specifications preserved.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.",Direct image URL not exposed in preserved extraction.,Official exact page/specifications preserved.,/home/ubuntu/work/products_301_400_research_notes.md
328,SHO-SOR-SRTWT7602SS,PCS,Sorento S/s Shower Set,Bathroom,Sorento,2-WAYS,Sorento,Sorento,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 328 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 301–400 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 301–400 research notes; fail-closed.,/home/ubuntu/work/products_301_400_research_notes.md
329,TAP-SIN-SRTKT71SS,PCS,Sorento Brass Chrome Pillar Mou Kitchen Mixer W Pull Out Shower,Bathroom,Sorento,SRTKT71SS,Sorento,Sorento,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 329 was checked against the manufacturer/distributor hierarchy. Exact model is recorded only where evidence was preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 301–400 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 301–400 research notes; fail-closed.,/home/ubuntu/work/products_301_400_research_notes.md
