ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
6803,1876,"TOO-NIE-SOC-HAN-1/2""-13MM",PCS,candidate,https://nietz.com.my/product/nietz-1-2-drive-chrome-deep-socket-12pt/,https://nietz.com.my/wp-content/uploads/2024/06/7_50043008-until-50043032.png,high,yes,yes,"PCS matches single-piece socket","unknown","none needed",2,"q:nietz.com.my/?s=50043013 (0 hits); q:nietz.com.my/?s=chrome+socket (hit series page); p:https://nietz.com.my/product/nietz-1-2-drive-chrome-deep-socket-12pt/ opened. model-quote:""CODE: 500-43-0XX"" plus gallery alt ""7 50043008 until 50043032"" from page text; 50043013 (=13mm) falls inside that range so the manufacturer page covers the exact article; title NIETZ 1/2” Drive Chrome Deep Socket (12PT) matches display (display omits word deep but item code confirms 1/2""-13MM)"
6814,1211,BATH-CBF3611,PCS,pending,,,n/a,n/a,n/a,unknown,"Email Sorento Sdn Bhd (Cabana HQ, Klang +603-3082 9288) for archived CBF3611 black bathroom furniture set photo or shoot-in-store",2,"q:cabana.com.my site search keyword=CBF3611 -> No records found; q:keyword=CBF36 -> only CBF3612 listed on site; CBF3611 appears discontinued/offline"
6815,1212,BATH-CBF3612,PCS,candidate,https://cabana.com.my/index.php/products/bathroom/bathroom-furniture/bathroom-furniture-set/6-in-1-bathroom-furniture/cb3612-detail,https://cabana.com.my/images/virtuemart/product/CBF3612-01.jpg,high,yes,yes,"Sold as one set; PCS ok","unknown","none needed",2,"q:cabana.com.my site search keyword=CBF36 (hit CBF3612 under 6 IN 1 BATHROOM FURNITURE); p:cb3612-detail opened. model-quote:""# CBF3612"" with spec BASIN CABINET White matching the -wh finish"
6816,1788,PUM-WTR-IPA750,UNIT,pending,,,n/a,n/a,n/a,unknown,"Email I-Pump distributor Malaysia for IPA750 automatic pump official photo; else shoot-in-store",2,"q:websearch HTTP 429; q:ipump.com.my transport error/unreachable; no official source identified"
6817,2501,BOX-ICE-200LTR,PCS,pending,,,n/a,n/a,n/a,unknown,"Identify actual ice-box maker from carton or supplier invoice then request product photo; else shoot-in-store",2,"q:websearch HTTP 429 all sitting; generic unbranded house-label item ((ks)) with no identifiable official product; nothing invented"
6818,2420,LAD-ALU-WEL-D08,UNIT,pending,,,n/a,n/a,n/a,unknown,"Ask ladder supplier or Nietz (info@nietz.com.my) for D08 welded aluminium ladder datasheet and photo; else shoot-in-store",2,"p:prior_page https://nietz.com.my/product-category/general-hardware/ladders/ opened - all 20 SKUs are NZ-prefixed codes (NZKHD/NZMDD/NZKDS etc.), no D08 code exists on the official site; websearch HTTP 429; no match"
6819,1298,SIN-CAB-CKS319,PCS,candidate,https://cabana.com.my/index.php/products/kitchen/kitchen-sink/top-mount-kitchen-sink/cks319-detail,https://cabana.com.my/images/virtuemart/product/CKS319.jpg,medium,n/a,yes,"Sink sold per piece; PCS ok","unknown","none needed",2,"q:cabana.com.my site search keyword=CKS3 listed CKS319; p:cks319-detail opened. model-quote:""# CKS319"" with dims L800xW480xH220mm; stainless finish not stated on page so finish unverifiable hence medium"
6820,2166,WEL-MAC-STW-160E,UNIT,pending,,,n/a,n/a,n/a,unknown,"Email welding supplier or Starweld distributor Malaysia for MMA-160E machine photo; else shoot-in-store",2,"q:theleedenstore.com.my/?s=starweld&post_type=product -> No products were found matching your selection; websearch HTTP 429; Leeden carries Auweld/Megmeet/Hypertherm brands, no Starweld listed"
6821,1885,PAI-SPR-GUN-TM-71,UNIT,candidate,https://www.haupon.com.tw/product-detail.php?p=24&t=12,https://www.haupon.com.tw/upload/Product/F_20210408092875FKB49v.PNG,high,n/a,yes,"Official shop sells per gun (6 guns per export carton); UNIT ok","unknown","none needed",2|3,"q:haupon.com.tw homepage names HAUPON TM-71 HVLP low-pressure gun; q:product-list.php?t=12 listed TM-71 standard; p:product-detail.php?p=24&t=12 opened. model-quote:""Model/Item No : TM-71標準版"" and ""HAUPON HVLP電動噴槍 TM-71"" from page text; official OEM (Tsungmao Industrial, Taiwan) page for the exact model"
6822,2501,LAD-ALU-WEL-D07,UNIT,pending,,,n/a,n/a,n/a,unknown,"Ask ladder supplier or Nietz (info@nietz.com.my) for D07 welded aluminium ladder datasheet and photo; else shoot-in-store",2,"p:prior_page https://nietz.com.my/product-category/general-hardware/ladders/ opened - all 20 SKUs NZ-prefixed, no D07 code exists; websearch HTTP 429; no match"
6823,1260,FAN-STA-OS-26SF,PCS,pending,,,n/a,n/a,n/a,unknown,"Email Osaki fan distributor Malaysia for OS-26SF industrial stand fan official photo; else shoot-in-store",2,"q:osaki.com.my transport error/unreachable; websearch HTTP 429; no official Osaki fan page found"
6824,1323,SHO-CAB-CSS8801,PCS,candidate,https://cabana.com.my/index.php/products/bathroom/shower-series/exposed-shower-set/css8801-detail,https://cabana.com.my/images/virtuemart/product/CSS8801-01.jpg,high,n/a,yes,"Set sold as a single product page; PCS ok","unknown","none needed",2,"q:cabana.com.my exposed-shower-set category listed CSS8801 among 15 sets; p:css8801-detail opened. model-quote:""# CSS8801"" with description 3-Ways Exposed Shower Set - 3 Function ABS Chrome Hand Shower - 9” ABS Chrome"
6825,1324,SHO-SAN-SSP-6005503SS,PCS,candidate,https://saniware.com/product/3-way-bath-shower-set-for-water-ssp-6005503ss/,https://saniware.com/wp-content/uploads/2025/05/ssp-6005503ss.png,high,n/a,yes,"Official packing 1 set/Box so SET/PCS treatment fits","unknown","none needed",2,"q:saniware.com WordPress search ?s=6005503 (direct hit); p:product page opened. model-quote:""SKU: SSP-6005503SS"" and ""Finishing: SS Size: 235 x 60mm Packing: 1 set/Box , 14 sets/ctn"" from page text; S600 in display is shorthand for this SKU; note saniware.com.my unreachable - the official domain is saniware.com (TC Bath Mart Sdn Bhd)"
6826,1980,DC-S1P-FF02-180,SET,pending,,,n/a,n/a,n/a,unknown,"Email Dongcheng authorised Malaysian distributor for DSP02-180 polisher official photo; else shoot-in-store",2,"q:dongchengpower.com transport error; q:dcapower.cn transport error; q:dongcheng.com.my transport error; q:bing SERP fetch returned unrelated bot-served content (effectively blocked); websearch HTTP 429; nothing verified"
6827,1327,TOW-SRT764-24-CR,PCS,pending,,,n/a,n/a,n/a,unknown,"Email Sorento Sdn Bhd (Cabana group, Klang +603-3082 9288) for SRT764-24-CR moveable towel shelf 600mm chrome photo or shoot-in-store",2,"q:cabana.com.my site search keyword=SRT764 -> No records found; p:towel-shelf-bar category page 1 of 2 opened - all 37 items are CB-prefixed Cabana SKUs, no SRT SKU; q:sorrentohome.com -> parked for sale on HugeDomains; websearch HTTP 429"
6828,1979,DC-M1Y-FF02-185,SET,pending,,,n/a,n/a,n/a,unknown,"Email Dongcheng authorised Malaysian distributor for DMY02-185 circular saw official photo; else shoot-in-store",2,"q:dongchengpower.com / dcapower.cn / dongcheng.com.my all transport errors; q:bing SERP fetch blocked; websearch HTTP 429; nothing verified"
6829,1291,FAN-CEI-KDK-K14X2,SET,pending,,,n/a,n/a,n/a,unknown,"Email KDK Fans (M) Sdn Bhd via kdk.com.my service-request form for archived K14X2 56-inch PBR ceiling fan press photo",2,"q:kdk.com.my/?s=K14X2 -> Sorry we couldn't find any posts; p:products/ceiling-fans/regulator-type listing opened - current lineup only K12/K15 series, K14X2 absent (appears discontinued)"
6830,1325,TAP-CAB-CB4942-BL,PCS,candidate,https://cabana.com.my/index.php/products/bathroom/basin-tap/cb4942-bl-detail,https://cabana.com.my/images/virtuemart/product/CB4942-BL.jpg,high,yes,yes,"Tap sold per piece; PCS ok","unknown","none needed",2,"q:cabana.com.my site search keyword=CB4942 (single hit CB4942-BL); p:cb4942-bl-detail opened. model-quote:""# CB4942-BL"" with description High Basin Cold Tap Matt Black matching display (matt black)"
6831,1353,GAS-STO-BGC-8823,PCS,pending,,,n/a,n/a,n/a,unknown,"Contact Butterfly kitchen-appliance distributor Malaysia for BGC-8823 double-burner photo (verify brand owner first); else shoot-in-store",2,"q:butterfly.com.sg transport error/unreachable; q:butterfly.com.my -> unrelated Butterfly Ceramic roof-tile company; websearch HTTP 429; no official stove page found"
6832,2475,SCA-CAM-SP100KG-3100010,PCS,pending,,,n/a,n/a,n/a,unknown,"Email Camry scale distributor (Zhongshan Camry or local agent) for SP100KG spring-scale photo or shoot-in-store",2,"q:camryscale.com transport error/unreachable; websearch HTTP 429; no verifiable official page"
