source_position,item_code,uom,display_name,brand_guess,model_guess,search_queries,pages_opened,official_page_url,image_url,model_exact,finish_exact,first_pass_status,why_pending,rights_status,reason
2587,WEL-ELE-J38.12-2.5MM,PCK,Welding Electrode X 2.5MM (PCK),unbranded,J38.12,"""unbranded"" ""J38.12"" site:.com.my | ""J38.12"" ""unbranded"" official | ""J38.12"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2588,ADH-TAP-WIR-SINO-48X10,ROLL,Sino PVC Tape (big) Black,unbranded,48X10,"""unbranded"" ""48X10"" site:.com.my | ""48X10"" ""unbranded"" official | ""48X10"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2589,DC-J1Z-FF-10A,SET,Electric Drill / DJZ10A,Dongcheng,DJZ10A,"""Dongcheng"" ""DJZ10A"" site:.com.my | ""DJZ10A"" ""Dongcheng"" official | ""DJZ10A"" filetype:pdf",https://www.dongchengmalaysia.com/product/j1z-ff-10a/,https://www.dongchengmalaysia.com/product/j1z-ff-10a/,https://www.dongchengmalaysia.com/wp-content/uploads/2023/10/DJZ10A-1.jpg,yes,yes,VERIFIED_CANDIDATE,,needs_permission,"VERIFIED_CANDIDATE: official Dongcheng Malaysia page names DJZ10A and confirms 300W electric drill, 0–3000 r/min, 10 mm steel capacity, 18 mm wood capacity, 1.5 kg, and colour-box package. Exact official page image is preserved locally at /home/ubuntu/work/retry_pass2_shard_2559_2608/assets/2589.jpg. Related DJZ10-10 and DJZ02-13 models were not substituted."
2590,"DOR-PVC-OAK-72""X30""",PCS,"72""X30 PVC Door""oak""hinges Yes""/bolt""no",unbranded,X30,"""unbranded"" ""X30"" site:.com.my | ""X30"" ""unbranded"" official | ""X30"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2591,IND-DUS-CLEAN-120L,PCS,Cleanguard Wheeled Bin,Cleanguard,120LT,"""Cleanguard"" ""120LT"" site:.com.my | ""120LT"" ""Cleanguard"" official | ""120LT"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2592,IND-FOIL-SML-BUBLE-ELISE,ROLL,Elise Small Bubblem Foil,unbranded,1.2MX30M,"""unbranded"" ""1.2MX30M"" site:.com.my | ""1.2MX30M"" ""unbranded"" official | ""1.2MX30M"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2593,LOC-VIVOZ-V50MM,PCS,Vivoz Chrome Pad V-6000 LOCK-50MM,Vivoz,V-6000,"""Vivoz"" ""V-6000"" site:.com.my | ""V-6000"" ""Vivoz"" official | ""V-6000"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2594,MF-PO-30-SOL-FAN,PCS,Solar Fan MF-PO-30,unbranded,MF-PO-30,"""unbranded"" ""MF-PO-30"" site:.com.my | ""MF-PO-30"" ""unbranded"" official | ""MF-PO-30"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2595,TOO-COM-W0287D-11MM,PCS,Com Ratchet Wrench 11MM,unbranded,W0287D,"""unbranded"" ""W0287D"" site:.com.my | ""W0287D"" ""unbranded"" official | ""W0287D"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2596,"TOO-HOL-MAG-VESIC-4""",PCS,4 Bossman Magnetic Weld Holder (50-LBS),unbranded,50-LBS,"""unbranded"" ""50-LBS"" site:.com.my | ""50-LBS"" ""unbranded"" official | ""50-LBS"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2597,CAR-WAX-MTS1,BTL,MTS1 Super Top Shine - 500ML,MTS,MTS1,"""MTS"" ""MTS1"" site:.com.my | ""MTS1"" ""MTS"" official | ""MTS1"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2599,GAR-HOE-CRO-2.0LB,PCS,2LB Chillington Crocodile Hoe,Chillington,2LB,"""Chillington"" ""2LB"" site:.com.my | ""2LB"" ""Chillington"" official | ""2LB"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2600,GAR-SPR-P17-PI808,PCS,PI7 Garden Sprayer - Pi 808,unbranded,PI7,"""unbranded"" ""PI7"" site:.com.my | ""PI7"" ""unbranded"" official | ""PI7"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2601,GUM-HAR-850W,SET,Silicon Hardex Anti Fungus White,Hardex,RS850W,"""Hardex"" ""RS850W"" site:.com.my | ""RS850W"" ""Hardex"" official | ""RS850W"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2603,LAD-H/D-STRO-DS06,UNIT,D/s H/d Ladder DSHD06 6STEP,Nietz-Strongman,DSHD06,"""unbranded"" ""DSHD06"" site:.com.my | ""DSHD06"" ""unbranded"" official | ""DSHD06"" filetype:pdf",https://b2b.sunwaywinstar.com/my/strongman-ds-hd-ladder-dshd06-6step,https://b2b.sunwaywinstar.com/my/strongman-ds-hd-ladder-dshd06-6step,https://myhwwsstorprod01.obs.my-kualalumpur-1.alphaedge.tmone.com.my/product_images/0003629_157242.jpeg?AccessKeyId=IDRIC5ESEFAJ08W4Q4Q9&Expires=1787363861&Signature=0zJk2CFSrYWaTS8JTo21WizgBx8%3D,yes,yes,VERIFIED_CANDIDATE,,needs_permission,"VERIFIED_CANDIDATE: authorised Malaysian distributor page names NIETZ ALUMINIUM LADDER HEAVY DUTY DOUBLE SIDED 6 STEPS DSHD06, manufacturer Nietz-Strongman MIM, and specifies size 6 STEPS. Exact signed distributor image is preserved locally at /home/ubuntu/work/retry_pass2_shard_2559_2608/assets/2603.jpg. DSHD05/07/08/09/12 sibling ladders were not substituted."
2604,LAD-H/D-STRO-DS12,UNIT,D/s H/d Ladder DSHD12 12STEP,Nietz-Strongman,DSHD12,"""unbranded"" ""DSHD12"" site:.com.my | ""DSHD12"" ""unbranded"" official | ""DSHD12"" filetype:pdf",https://b2b.sunwaywinstar.com/my/strongman-ds-hd-ladder-dshd12-12step,https://b2b.sunwaywinstar.com/my/strongman-ds-hd-ladder-dshd12-12step,https://myhwwsstorprod01.obs.my-kualalumpur-1.alphaedge.tmone.com.my/product_images/0000853_strongman-double-sided-heavy-duty-dshd012-12-step.jpeg?AccessKeyId=IDRIC5ESEFAJ08W4Q4Q9&Expires=1787368287&Signature=uZzdoSVjgFYA6RCE5pd7qfOvQak%3D,yes,yes,VERIFIED_CANDIDATE,,needs_permission,"VERIFIED_CANDIDATE: authorised Malaysian distributor page names NIETZ ALUMINIUM LADDER HEAVY DUTY DOUBLE SIDED 12 STEPS DSHD12, manufacturer Nietz-Strongman MIM, and specifies size 12 STEPS. Exact signed distributor image is preserved locally at /home/ubuntu/work/retry_pass2_shard_2559_2608/assets/2604.jpg. DSHD06/07/08/09/14 sibling ladders were not substituted."
2605,"TOO-PE-CLMP-CT6-20MM 1/2""",PCS,PE Clamp Tools CT6 20MM 1/2,unbranded,CT6,"""unbranded"" ""CT6"" site:.com.my | ""CT6"" ""unbranded"" official | ""CT6"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2606,"TOO-PE-CLMP-CT7-25MM 3/4""",PCS,PE Clamp Tools: CT7 25MM 3/4,unbranded,CT7,"""unbranded"" ""CT7"" site:.com.my | ""CT7"" ""unbranded"" official | ""CT7"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2607,TOO-PLI-DIA-GT150,PCS,Glotool Diagonal Plier 6,Glotool,Diagonal,"""Glotool"" ""Diagonal"" site:.com.my | ""Diagonal"" ""Glotool"" official | ""Diagonal"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2608,TOO-WRE-PIP-W300C,PCS,Heavy Pipe Wrench (300MM),unbranded,W300C,"""unbranded"" ""W300C"" site:.com.my | ""W300C"" ""unbranded"" official | ""W300C"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2609,ADH-TAP-ADH-GT100,PCS,Globand Adhesive Tape 100MM X 10M,unbranded,Adhesive,"""unbranded"" ""Adhesive"" site:.com.my | ""Adhesive"" ""unbranded"" official | ""Adhesive"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2610,ALP-WAT-HEA-EZY,UNIT,Alpha Instant Water Heater Ezy-e,unbranded,Instant,"""unbranded"" ""Instant"" site:.com.my | ""Instant"" ""unbranded"" official | ""Instant"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2611,BEAR-DOOR,PCK,Sliding Door Bearing (2PCS/PCK),unbranded,2PCS/PCK,"""unbranded"" ""2PCS/PCK"" site:.com.my | ""2PCS/PCK"" ""unbranded"" official | ""2PCS/PCK"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
2612,BOS-2608-578-156,SET,Concrete Drill Bit Set (3/4/5/6/7/8/9/10),Bosch,3/4/5/6/7/8/9/10,"""Bosch"" ""3/4/5/6/7/8/9/10"" site:.com.my | ""3/4/5/6/7/8/9/10"" ""Bosch"" official | ""3/4/5/6/7/8/9/10"" filetype:pdf",no_preserved_exact_official_hit,,,unresolved,unresolved,PENDING,searched_not_found,needs_permission,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries."
